2002,-0.000037,-0.000037,-0.000037,-0.000037,-0.000037,-0.000037,-0.000037,-0.000037,-0.000053,-0.000053,-0.000053,-0.000053,-0.000053,-0.000110,-0.000109,-0.000109,-0.000105
2003,-0.000037,-0.000037,-0.000037,-0.000037,-0.000037,-0.000037,-0.000037,-0.000037,-0.000055,-0.000055,-0.000055,-0.000055,-0.000055,-0.000106,-0.000105,-0.000105,-0.000102
2004,-0.000036,-0.000036,-0.000036,-0.000036,-0.000036,-0.000036,-0.000036,-0.000036,-0.000038,-0.000038,-0.000038,-0.000038,-0.000038,-0.000046,-0.000046,-0.000100,-0.000044
2005,-0.000049,-0.000037,-0.000037,-0.000037,-0.000037,-0.000037,-0.000037,-0.000037,-0.000057,-0.000057,-0.000057,-0.000057,-0.000057,-0.000098,-0.000098,-0.000098,-0.000094
2006,,-0.000036,-0.000036,-0.000036,-0.000036,-0.000036,-0.000036,-0.000036,-0.000055,-0.000055,-0.000055,-0.000055,-0.000055,-0.000059,-0.000058,-0.000093,-0.000056
2007,,,-0.000038,-0.000038,-0.000038,-0.000038,-0.000038,-0.000038,-0.000066,-0.000066,-0.000066,-0.000066,-0.000066,-0.000103,-0.000102,-0.000102,-0.000098
2008,,,,-0.000037,-0.000037,-0.000037,-0.000037,-0.000037,-0.000067,-0.000067,-0.000067,-0.000067,-0.000067,-0.000097,-0.000095,-0.000095,-0.000092
2009,,,,,-0.000038,-0.000038,-0.000038,-0.000038,-0.000069,-0.000069,-0.000069,-0.000069,-0.000069,-0.000097,-0.000094,-0.000094,-0.000090
2010,,,,,,-0.000038,-0.000038,-0.000038,-0.000060,-0.000060,-0.000060,-0.000060,-0.000060,-0.000096,-0.000092,-0.000092,-0.000089
2011,,,,,,,-0.000038,-0.000038,-0.000052,-0.000052,-0.000052,-0.000052,-0.000052,-0.000099,-0.000094,-0.000094,-0.000091
2012,,,,,,,,-0.000038,-0.000044,-0.000044,-0.000044,-0.000044,-0.000044,-0.000094,-0.000088,-0.000088,-0.000085
2013,,,,,,,,,-0.000045,-0.000045,-0.000045,-0.000045,-0.000045,-0.000090,-0.000085,-0.000085,-0.000082
2014,,,,,,,,,-0.000040,-0.000040,-0.000040,-0.000040,-0.000040,-0.000086,-0.000080,-0.000080,-0.000078
2015,,,,,,,,,0.000055,0.000055,0.000055,0.000055,0.000055,0.000023,0.000031,-0.000076,0.000030
2016,,,,,,,,,,-0.000017,-0.000017,-0.000017,-0.000017,-0.000080,-0.000074,-0.000074,-0.000071
2017,,,,,,,,,,,-0.000014,-0.000014,-0.000014,-0.000078,-0.000072,-0.000072,-0.000069
2018,,,,,,,,,,,,-0.000028,-0.000028,-0.000078,-0.000072,-0.000072,-0.000070
2019,,,,,,,,,,,,,0.000062,0.000047,0.000035,-0.000070,0.000033
2020,,,,,,,,,,,,,,-0.000077,-0.000071,-0.000071,-0.000068
2021,,,,,,,,,,,,,,,-0.000078,-0.000078,-0.000076
2022,,,,,,,,,,,,,,,,-0.000081,-0.000078
2023,,,,,,,,,,,,,,,,,-0.000081
