"Year","Europe","Asia","Africa","North America","South America","Middle East","Oceania"
1952,48.650726,5.002129,0.817211,43.231228,0.936213,0.636207,0.726285
1953,48.502346,5.079181,0.841312,43.233924,0.977705,0.630486,0.735046
1954,48.405349,5.167759,0.865891,43.163835,1.023749,0.626891,0.746525
1955,48.297829,5.264247,0.891642,43.088857,1.071795,0.628733,0.756897
1956,48.191128,5.370669,0.916530,43.000482,1.121914,0.632746,0.766532
1957,48.102521,5.499765,0.941567,42.871001,1.172573,0.636894,0.775679
1958,47.990426,5.718856,0.966824,42.681468,1.215711,0.642155,0.784561
1959,47.841470,5.996429,0.988902,42.470832,1.261121,0.647393,0.793853
1960,47.704154,6.295809,1.010910,42.227150,1.301039,0.657719,0.803220
1961,47.620834,6.529179,1.033355,41.994870,1.340096,0.668781,0.812885
1962,47.565321,6.721741,1.054806,41.770782,1.381919,0.683161,0.822271
1963,47.522650,6.912689,1.076406,41.537772,1.418479,0.699979,0.832026
1964,47.475956,7.099893,1.100118,41.304686,1.455720,0.720922,0.842705
1965,47.408043,7.298599,1.126585,41.072569,1.491431,0.747589,0.855184
1966,47.323275,7.507848,1.151846,40.846602,1.526034,0.778740,0.865654
1967,47.229634,7.702703,1.178718,40.640575,1.562442,0.808971,0.876957
1968,47.126566,7.913763,1.207188,40.421379,1.599568,0.844000,0.887537
1969,47.006458,8.155019,1.236423,40.183235,1.638297,0.882941,0.897627
1970,46.836660,8.452729,1.266373,39.938098,1.678991,0.920982,0.906167
1971,46.668278,8.766652,1.299362,39.667113,1.717671,0.966587,0.914337
1972,46.490372,9.078875,1.332548,39.407564,1.755497,1.013466,0.921678
1973,46.305439,9.386598,1.366709,39.144522,1.796391,1.069915,0.930427
1974,46.140125,9.682974,1.400779,38.871916,1.839395,1.125709,0.939101
1975,45.986535,9.993252,1.432136,38.585868,1.878889,1.175717,0.947603
1976,45.831417,10.293949,1.465205,38.304447,1.916815,1.234575,0.953592
1977,45.654052,10.605918,1.497119,38.035883,1.952698,1.293271,0.961059
1978,45.483692,10.918735,1.530711,37.762125,1.988584,1.347069,0.969084
1979,45.313082,11.225141,1.567080,37.490364,2.026535,1.401830,0.975968
1980,45.162450,11.515305,1.607579,37.213881,2.064577,1.450732,0.985477
1981,45.006827,11.791638,1.648826,36.961339,2.097624,1.497254,0.996492
1982,44.858987,12.075712,1.691635,36.692997,2.129629,1.543202,1.007836
1983,44.711143,12.364397,1.735162,36.424495,2.157084,1.590885,1.016834
1984,44.535131,12.661463,1.782752,36.172838,2.183097,1.638484,1.026235
1985,44.374116,12.964925,1.828302,35.900690,2.207877,1.688861,1.035228
1986,44.206749,13.272022,1.873947,35.629976,2.232239,1.741795,1.043271
1987,44.020545,13.583244,1.915691,35.377140,2.258178,1.792693,1.052509
1988,43.801983,13.917570,1.957696,35.133408,2.283278,1.845129,1.060935
1989,43.575153,14.250160,1.993103,34.904418,2.306745,1.899733,1.070689
1990,43.366859,14.580125,2.020564,34.669598,2.329952,1.953398,1.079503
1991,43.107226,14.912356,2.048934,34.420247,2.351272,2.072529,1.087435
1992,42.819499,15.266740,2.075002,34.227349,2.374608,2.140139,1.096663
1993,42.501523,15.627628,2.103854,34.047518,2.400285,2.213575,1.105617
1994,42.152501,16.000861,2.132151,33.885368,2.426885,2.287697,1.114537
1995,41.797334,16.387631,2.163765,33.720307,2.455034,2.352200,1.123730
1996,41.435675,16.777517,2.193514,33.563502,2.483572,2.413642,1.132579
1997,41.065624,17.160295,2.224621,33.422522,2.515267,2.469754,1.141917
1998,40.716445,17.494767,2.257120,33.300390,2.551064,2.527983,1.152231
1999,40.355306,17.841562,2.286205,33.176559,2.586265,2.591485,1.162618
2000,39.983208,18.188297,2.317799,33.058484,2.617356,2.662447,1.172409
2001,39.632575,18.528725,2.347179,32.929730,2.647986,2.731398,1.182407
2002,39.273416,18.892204,2.374672,32.793157,2.677543,2.797268,1.191740
2003,38.896746,19.296516,2.404764,32.632860,2.704097,2.864929,1.200089
2004,38.509669,19.715201,2.437619,32.462888,2.727756,2.938632,1.208235
2005,38.109294,20.164837,2.468679,32.278246,2.751601,3.011909,1.215434
2006,37.707170,20.637748,2.499048,32.071179,2.773863,3.089143,1.221849
2007,37.294766,21.131593,2.529624,31.860499,2.795777,3.160117,1.227624
2008,36.879711,21.639696,2.561459,31.627957,2.820794,3.237403,1.232979
2009,36.458220,22.167481,2.591978,31.380397,2.844303,3.319081,1.238539
2010,36.026135,22.722209,2.620876,31.118282,2.870382,3.399979,1.242137
2011,35.580277,23.317775,2.648946,30.835864,2.894468,3.478268,1.244402
2012,35.138783,23.915635,2.675213,30.542018,2.919123,3.562859,1.246369
2013,34.699986,24.500862,2.700312,30.265433,2.946675,3.639366,1.247365
2014,34.259994,25.070150,2.729369,29.999060,2.973925,3.719584,1.247917
2015,33.841967,25.615811,2.755402,29.736000,2.998087,3.803691,1.249042
2016,33.443524,26.143423,2.782962,29.476671,3.018146,3.884566,1.250708
2017,33.053868,26.666180,2.809402,29.216334,3.034292,3.967726,1.252197
2018,32.665456,27.192875,2.832617,28.966739,3.044615,4.044495,1.253203
2019,32.277633,27.719860,2.860566,28.715764,3.054894,4.117252,1.254032
2020,31.910555,28.237485,2.885002,28.460863,3.060664,4.190589,1.254843
2021,31.542702,28.757023,2.909227,28.205478,3.069378,4.262435,1.253757
