"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
201607,1.170809,3.338404,1.633572,
201608,1.107927,3.869985,1.763230,
201609,1.039169,3.778372,1.878842,
201610,1.174597,4.173336,3.123920,
201611,1.007997,4.070900,3.825679,
201612,1.142468,4.379732,4.289989,
201701,1.114915,4.370653,4.914606,
201702,1.017997,3.782425,3.621063,
201703,1.114067,4.186759,3.224074,
201704,1.086303,3.802497,2.922252,
201705,1.110316,3.830753,2.218662,
201706,0.978680,3.528304,1.790966,
201707,1.170634,3.461227,1.783503,
201708,1.134772,3.561747,1.751777,
201709,1.118178,3.895732,2.076429,
201710,1.160848,4.016382,2.705420,
201711,1.053106,4.069551,3.722774,
201712,1.218913,4.104581,4.282303,
201801,1.092647,4.071818,4.030852,
201802,1.068254,4.218938,4.390618,
201803,1.213174,4.423551,4.030308,
201804,1.099924,3.591987,2.388308,
201805,1.149256,3.627806,2.079823,
201806,1.102336,3.447473,1.939259,
201807,1.040575,3.339947,1.917507,
201808,1.145442,3.511671,1.983099,
201809,1.122264,3.734927,2.078127,
201810,1.189868,4.174342,3.082521,
201811,1.062422,4.053573,4.033185,
201812,1.053323,4.001918,4.135193,
201901,1.148356,4.358893,4.825538,
201902,0.964806,3.783458,3.636222,
201903,1.164904,3.926930,3.385933,
201904,1.069414,3.759896,2.700582,
201905,1.147973,3.503217,2.494175,
201906,1.058776,3.221976,2.025245,
201907,1.119168,3.430668,1.940698,
201908,1.142670,3.504557,1.869953,
201909,1.098722,3.893580,2.243501,
201910,1.154833,4.183453,3.047313,
201911,1.084601,3.989508,3.966638,
201912,1.037613,4.084556,4.071447,
202001,1.165790,3.837097,4.406108,
202002,0.975215,3.680098,3.861996,
202003,0.990663,4.392740,3.726904,
202004,0.772405,3.401272,2.325006,
202005,0.796453,2.990246,2.303601,
202006,0.758306,2.902229,2.218814,
202007,0.846842,2.963336,2.434195,
202008,0.830650,2.872789,2.157241,
202009,0.703362,3.270796,2.262274,
202010,0.820862,3.291930,2.979849,
202011,0.798840,3.034329,3.533117,
202012,0.846360,3.523649,4.288323,
202101,0.870910,3.535517,4.860046,
202102,0.666908,3.476643,4.033739,
202103,0.815117,3.724345,3.895193,
202104,1.007770,3.559078,3.456077,
202105,0.931734,3.448364,2.572179,
202106,0.974796,3.387986,1.903949,
202107,1.005370,3.119126,1.824130,
202108,1.101680,3.229102,1.818236,
202109,0.934999,3.513187,1.840773,
202110,1.072338,3.738080,2.558117,
202111,1.010298,3.524451,3.824049,
202112,1.198874,3.951850,4.030300,
202201,0.987989,3.675114,4.377607,
202202,0.914057,3.656498,3.324887,
202203,1.076802,3.929173,3.039319,
202204,0.956319,3.158036,2.507507,
202205,0.918722,3.196203,1.989158,
202206,0.896129,3.168514,1.818600,
202207,1.015759,3.137262,1.775278,
202208,1.057749,3.385241,1.891523,
202209,0.965465,3.546498,1.968129,
202210,1.012958,3.418604,2.279115,
202211,0.964798,3.418238,2.674660,
202212,1.045981,3.793396,3.744247,
202301,1.065303,3.504430,3.651475,
202302,0.935872,3.514335,3.348560,
202303,1.081506,3.748454,3.311033,
202304,0.966227,3.459399,2.557991,
202305,1.036504,3.443918,1.832056,
202306,0.853567,3.263191,1.689579,
202307,0.853021,2.958467,1.539149,
202308,0.925359,3.196031,1.641589,
202309,0.625727,3.291000,1.678440,
202310,0.604982,3.707524,2.020633,
202311,0.593714,3.578961,2.938940,
202312,0.713395,3.513629,3.271296,
202401,0.853576,3.654178,4.017185,
202402,0.927696,3.418543,2.864831,
202403,1.010460,3.433246,2.799480,
202404,1.070514,3.372334,2.325607,
202405,0.984443,3.450019,1.692330,
202406,0.910730,3.288621,1.564815,
202407,0.989219,3.235118,1.446414,
202408,1.015157,3.431113,1.381325,
202409,0.963458,3.648627,1.650359,
202410,1.065848,3.797639,2.128688,
202411,0.997239,3.376166,3.258644,
202412,1.023431,3.405990,3.512635,
202501,1.101117,3.679644,4.067754,
202502,0.982057,3.498482,3.532972,
202503,1.094249,3.601560,2.842114,
202504,0.998234,3.736293,2.129867,
202505,1.103124,3.525256,1.704725,
202506,1.080609,3.395750,1.495288,
202507,1.079308,3.191586,1.433749,
202508,1.151025,2.993672,1.465894,
202509,0.982785,3.403203,1.645000,
202510,1.026155,3.653543,2.367490,
202511,1.134234,3.232564,2.947316,
202512,1.163181,3.527996,3.494903,
202601,0.985335,3.638206,4.315683,
202602,0.914339,3.220078,2.997760,
202603,1.049957,3.437573,2.576492,
202604,1.013439,3.263633,2.113841,
202605,1.108675,3.142392,1.887972,
202606,1.053211,3.154915,1.677740,
202607,1.053172,3.287375,1.519705,
202608,,,1.518555,
202609,,,,
202610,,,,
202611,,,,
202612,,,,
