"YYYYMM","Coal","Oil","Gas","Cement"
201208,84.095016,105.506387,38.297592,5.133406
201209,87.808106,102.493145,45.478030,6.625030
201210,93.629540,111.593959,58.804429,6.484752
201211,95.629217,105.716606,73.632194,5.313177
201212,94.540746,102.406179,93.323518,3.920178
201301,97.277617,99.075000,98.072855,3.747237
201302,86.046258,94.929841,89.815405,4.627668
201303,90.010475,103.395413,91.620369,5.752316
201304,82.707071,104.986121,60.125451,5.673219
201305,78.715944,105.345978,46.176281,6.388943
201306,73.574863,99.895660,39.066263,7.000431
201307,84.340064,108.091319,38.538116,6.638896
201308,84.043302,104.063795,37.320234,5.253630
201309,90.633020,102.009621,44.906693,6.177764
201310,100.213279,111.303049,50.440323,6.552020
201311,94.116762,101.426105,71.642856,5.590144
201312,96.202075,99.999588,86.694746,4.207143
201401,91.663762,97.245868,84.928556,4.126462
201402,76.026791,91.675455,71.403061,4.707666
201403,88.499042,102.800621,64.174267,6.040634
201404,76.438022,100.491116,45.547821,6.675827
201405,78.433317,99.776526,44.631011,6.873587
201406,74.963630,97.066570,37.549967,6.504309
201407,83.285249,106.710712,40.296397,6.751742
201408,76.504972,102.359828,35.908156,5.685914
201409,91.057266,105.823325,41.762952,6.428235
201410,92.848092,109.737345,51.645758,6.645865
201411,96.470551,97.493693,69.982676,6.028223
201412,92.509049,105.125633,83.832799,4.329801
201501,93.093856,101.726930,90.374395,4.173885
201502,81.659916,97.990201,83.079443,4.531141
201503,89.056855,105.196206,73.448244,6.029422
201504,78.746985,101.354757,53.579545,6.403182
201505,74.488761,97.712792,42.209136,6.611913
201506,78.385632,102.234444,37.984321,6.814026
201507,81.473559,108.671577,39.440988,6.486745
201508,81.284754,105.607699,35.917696,5.210906
201509,87.331074,109.025975,42.194343,6.461477
201510,90.666919,108.884983,59.303821,6.880886
201511,87.931215,100.254115,67.426340,6.220856
201512,90.262681,108.858606,77.401196,4.353944
201601,85.876544,98.987368,95.929251,4.089077
201602,78.962232,100.859768,78.586479,4.882945
201603,76.566498,107.481635,72.571184,5.771548
201604,71.274923,102.215329,52.989458,6.236362
201605,70.405125,101.844244,43.648796,6.769924
201606,70.800596,99.942901,38.069457,6.771540
201607,76.362414,105.584074,39.408662,6.511849
201608,75.912464,108.896160,38.177987,5.438955
201609,84.484409,106.819708,43.443852,6.298008
201610,89.674863,107.685827,62.706948,6.820388
201611,94.416262,105.580479,82.310828,5.807065
201612,90.855785,109.583458,95.369472,4.753998
201701,89.693016,103.553018,110.130390,3.675670
201702,83.107712,95.255785,80.028840,4.633669
201703,78.315860,108.344199,69.779592,6.113911
201704,72.186382,98.667144,58.058259,6.705844
201705,77.336000,106.377398,47.507611,6.876746
201706,73.598147,106.040094,41.898068,6.506507
201707,73.571073,106.699102,44.282484,6.912263
201708,76.634513,107.499771,40.617797,5.766083
201709,77.858246,106.880351,47.073531,6.538943
201710,82.297800,108.310812,57.876070,7.039807
201711,85.877960,106.238678,82.019651,6.402409
201712,82.517933,106.084251,92.839845,5.126373
201801,79.048341,99.937798,89.066458,4.229453
201802,77.056290,101.912137,95.628718,4.912073
201803,79.247509,110.118410,87.306846,5.958388
201804,68.399245,101.720392,50.669484,6.653905
201805,69.870777,103.808743,42.597551,6.848327
201806,69.540954,101.730194,41.185166,6.831852
201807,75.721634,107.060605,41.228275,6.977954
201808,75.502060,106.965564,41.000598,5.972682
201809,73.526245,101.526330,45.095784,6.536924
201810,79.963909,111.488543,58.318513,7.044004
201811,78.201596,103.759076,79.378127,6.304804
201812,77.166089,104.255834,85.414012,5.337582
201901,80.968748,107.417477,105.939557,4.141228
201902,70.832779,97.304370,82.751268,4.787858
201903,66.719968,102.619604,74.443998,6.655968
201904,61.032568,103.903554,58.040824,6.683535
201905,56.846467,102.709880,52.691764,7.065136
201906,52.363324,101.267173,40.738541,6.475195
201907,56.467389,111.674380,47.270562,6.877547
201908,54.356075,105.891654,42.204266,5.954588
201909,57.970650,104.462968,48.180682,6.432724
201910,61.837667,110.636356,60.816715,7.030472
201911,62.450748,102.086437,78.117383,6.475010
201912,59.515885,103.119949,86.646366,4.976841
202001,63.006375,101.827867,97.521908,4.117068
202002,51.864464,99.009509,79.875055,4.985459
202003,52.920640,95.917719,76.294495,5.589934
202004,40.784396,77.476786,48.059099,4.313716
202005,40.015156,85.658471,44.653414,6.330539
202006,41.343521,91.307211,42.466953,6.669618
202007,43.753130,102.257625,45.382754,7.002065
202008,47.331330,93.789781,42.881573,5.955137
202009,49.538593,97.763820,47.929506,6.447748
202010,60.711424,100.828055,62.186711,7.085748
202011,57.839857,89.721539,77.899117,6.752956
202012,62.733372,96.687739,92.777584,5.158319
202101,62.944613,84.133618,104.835539,3.853079
202102,55.376376,84.904666,86.086397,4.328217
202103,59.019951,97.907062,83.325242,6.814501
202104,51.513382,93.031003,69.297356,6.748556
202105,48.265490,94.491091,51.203344,6.632180
202106,51.389490,101.082225,42.224103,6.686196
202107,54.188983,104.418309,41.375354,7.040371
202108,54.668188,102.533084,38.306627,5.705435
202109,61.470698,104.235959,43.991788,6.330563
202110,61.057829,107.053329,58.476634,6.797814
202111,63.508115,103.879627,81.957288,6.137705
202112,70.995227,104.600270,94.889806,5.340966
202201,63.867047,95.755183,99.519275,4.133085
202202,55.936707,96.949877,79.708740,4.873847
202203,64.659708,106.379406,78.508228,6.248900
202204,56.303249,96.497997,57.782152,6.294719
202205,53.647183,100.612963,42.560202,6.618452
202206,55.579635,100.850100,39.628277,6.096731
202207,55.294414,102.718864,40.326617,6.258878
202208,53.776327,105.317244,36.099751,5.362568
202209,56.065449,104.320911,40.729093,5.919809
202210,55.508217,100.119792,45.840040,6.439204
202211,60.490792,100.642306,61.100298,5.957839
202212,61.478213,105.396055,80.948096,4.458027
202301,60.579042,92.315682,80.949062,3.526877
202302,54.092077,93.875493,73.609729,4.714391
202303,53.703090,103.296275,66.864775,5.923173
202304,42.023211,93.701863,52.064719,5.538428
202305,37.847668,100.765512,39.339671,5.318994
202306,35.213610,99.959591,35.557674,5.836530
202307,38.090144,100.898650,36.677899,5.970080
202308,39.082711,100.588720,34.812523,4.868511
202309,41.515365,98.532130,37.840829,5.507586
202310,45.205587,104.111058,45.698751,5.840051
202311,45.638015,98.152644,64.827970,5.389807
202312,46.800651,99.591983,76.806310,3.928460
202401,46.872544,96.472693,89.278339,3.019052
202402,38.480582,92.005516,66.350836,4.564972
202403,39.590406,96.830021,62.410503,5.436274
202404,33.942434,99.295584,48.049089,5.542183
202405,33.101947,99.497851,37.660999,5.380326
202406,34.223927,97.946829,34.514648,5.706943
202407,35.442974,106.377828,36.228437,5.965839
202408,36.802872,102.330223,34.225901,4.782664
202409,37.552907,100.080147,38.720653,5.229628
202410,42.885451,106.153129,47.749170,5.679521
202411,46.382853,97.234037,72.163135,5.687236
202412,45.555253,97.922840,83.780973,4.313639
202501,47.403837,93.449173,88.784985,3.247769
202502,44.670250,90.202286,80.773134,4.180107
202503,40.625140,98.466732,65.534931,5.436100
202504,35.248900,101.009653,45.852123,5.363394
202505,32.168930,99.803576,38.393449,5.551659
202506,29.496470,96.932539,33.571329,5.483183
202507,35.081853,103.708316,35.922891,5.719512
202508,32.612886,97.462104,33.025529,4.674780
202509,35.572479,99.891147,37.603922,5.371515
202510,41.011097,105.017574,54.603297,5.717010
202511,41.921529,93.729325,70.310630,5.502215
202512,41.439643,100.593577,82.839313,4.379640
202601,50.415785,,,2.973955
202602,,,,
202603,,,,
202604,,,,
202605,,,,
202606,,,,
202607,,,,
202608,,,,
202609,,,,
202610,,,,
202611,,,,
202612,,,,
