"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2002,,-8.329022,-8.424895,-13.169081,-13.169081,-14.144414,-25.823391,-23.026774,-13.746338,-14.015536,-17.696910,-12.008227,-7.416490,-6.973450,,-10.072753,-8.874658,-9.709796,-11.634325,-11.634877,-11.697713,-11.673456,-12.357003
2003,,,-8.186756,-13.676115,-13.676115,-13.733730,-26.230243,-23.435181,-15.236424,-15.491579,-18.310332,-13.329848,-6.913263,-6.476777,,-9.446077,-8.454902,-9.312398,-11.211049,-11.211580,-11.265342,-11.229549,-11.916970
2004,,,,-13.941704,-13.941704,-14.729680,-28.107288,-25.302826,-16.388862,-16.629974,-17.947832,-13.269493,-5.402913,-4.987272,,-5.649814,-4.776095,-5.621050,-7.496337,-7.496848,-7.551554,-7.504013,-8.195328
2005,,,,,-14.469763,-14.493012,-28.282986,-25.466554,-17.349160,-17.576228,-18.188585,-13.664967,-5.024789,-4.610848,,-5.225291,-4.219307,-5.069135,-6.917785,-6.918303,-6.972316,-6.913130,-7.608322
2006,,,,,,-17.852228,-32.587594,-29.748412,-20.465509,-20.678534,-20.020094,-15.603428,-6.070005,-5.650382,,-6.394180,-4.935808,-5.899538,-7.726143,-7.726638,-7.808086,-7.737252,-8.436323
2007,,,,,,,-32.018851,-28.992850,-21.887659,-22.086604,-18.789312,-15.032396,-5.359135,-4.936289,,-6.361578,-5.231983,-5.476763,-7.278746,-7.279218,-7.337653,-7.255078,-7.958029
2008,,,,,,,,-29.052075,-22.944516,-23.129455,-19.850893,-16.600490,-5.741210,-5.314740,,-6.923941,-5.693808,-5.885138,-7.666707,-7.667155,-7.727693,-7.633373,-8.340207
2009,,,,,,,,,-20.680696,-20.785697,-20.062068,-14.663190,-2.147516,-1.567490,,-4.352026,-3.047766,-2.993514,-4.763027,-4.763994,-4.854995,-4.740422,-4.915693
2010,,,,,,,,,,-17.335858,-16.613786,-11.415759,-0.101840,0.621754,,-2.361267,-0.973710,-1.257566,-2.995712,-2.996666,-3.087252,-2.953091,-3.132160
2011,,,,,,,,,,,-17.349542,-12.090069,-0.489999,0.380132,,-2.502504,-1.054480,-1.674898,-3.407968,-3.408967,-3.500763,-3.346974,-3.530143
2012,,,,,,,,,,,,-12.558599,-1.440843,-0.360994,,-4.694294,-3.136979,-3.049064,-4.786886,-4.787834,-4.881983,-4.707269,-4.894526
2013,,,,,,,,,,,,,-1.195273,0.151513,,-4.050655,-2.407033,-1.810096,-3.537507,-3.538338,-3.620142,-3.424481,-3.615795
2014,,,,,,,,,,,,,,3.133478,,0.231065,1.927688,1.900183,0.265105,0.264076,0.242432,0.438991,0.345505
2015,,,,,,,,,,,,,,,,-0.356678,0.574717,0.576863,-1.044362,-1.045329,-1.051639,-0.847619,-0.942183
2016,,,,,,,,,,,,,,,,-1.995529,-1.442209,-1.321003,-2.928879,-2.929766,-2.922584,-2.711105,-2.805527
2017,,,,,,,,,,,,,,,,,-2.857676,-2.551982,-4.159664,-4.430083,-4.424060,-4.205123,-4.299414
2018,,,,,,,,,,,,,,,,,,0.096770,-1.732891,-1.994471,-2.023234,-1.796836,-1.890979
2019,,,,,,,,,,,,,,,,,,,-2.580993,-3.803723,-3.687894,-3.363511,-3.604272
2020,,,,,,,,,,,,,,,,,,,,-0.758806,-0.606146,-0.649353,-0.878366
2021,,,,,,,,,,,,,,,,,,,,,0.956294,0.767640,0.544171
2022,,,,,,,,,,,,,,,,,,,,,,3.485387,4.242851
2023,,,,,,,,,,,,,,,,,,,,,,,3.226711
