"State","DELHI","DELHI","HARYANA","HARYANA","HIMACHAL PRADESH","HIMACHAL PRADESH","JAMMU AND KASHMIR","JAMMU AND KASHMIR","PUNJAB","PUNJAB","RAJASTHAN","RAJASTHAN","UTTAR PRADESH","UTTAR PRADESH","UTTARAKHAND","UTTARAKHAND","CHHATTISGARH","CHHATTISGARH","GOA","GOA","GUJARAT","GUJARAT","MADHYA PRADESH","MADHYA PRADESH","MAHARASHTRA","MAHARASHTRA","ANDHRA PRADESH","ANDHRA PRADESH","KARNATAKA","KARNATAKA","KERALA","KERALA","LAKSHADWEEP","LAKSHADWEEP","PUDUCHERRY","PUDUCHERRY","TAMIL NADU","TAMIL NADU","ANDAMAN & NICOBAR ISLANDS","ANDAMAN & NICOBAR ISLANDS","BIHAR","BIHAR","DVC","DVC","JHARKHAND","JHARKHAND","ODISHA","ODISHA","SIKKIM","SIKKIM","WEST BENGAL","WEST BENGAL","ARUNACHAL PRADESH","ARUNACHAL PRADESH","ASSAM","ASSAM","MANIPUR","MANIPUR","MEGHALAYA","MEGHALAYA","MIZORAM","MIZORAM","NAGALAND","NAGALAND","TRIPURA","TRIPURA","TELANGANA","TELANGANA","LADAKH","LADAKH","INDIA","INDIA"
"201811",0,0,0,0,50.590000,0,0,0,0,0,48.760000,0,66.730000,74.800000,62.780000,100.490000,0,0,65.270000,0,0,0,59.520000,48.900000,81.630000,0,57.050000,81.550000,49.210000,0,37.990000,100.490000,,0,0,0,0,0,58.750000,37.670000,,0,79.510000,0,-354.990000,0,244.920000,0,59.950000,0,0,0,282.250000,0,0,0,65.670000,0,,0,0,0,0,0,0,0,0,0,79.390000,0,0,0
"201812",0,0,0,0,64.160000,0,0,0,0,0,54.480000,0,62.920000,81.360000,60.260000,97.470000,0,0,58.460000,0,0,0,69.290000,51.030000,75.850000,0,52.140000,62.310000,51.610000,0,36.610000,100.630000,,0,0,0,0,0,63.170000,31.060000,,0,82.870000,0,-350.500000,0,223.050000,0,56.150000,0,0,0,297.320000,0,0,0,55.540000,0,,0,0,0,0,0,0,0,0,0,69.610000,0,0,0
"201901",0,0,0,0,57.500000,0,0,0,0,0,50.310000,0,72.680000,81.340000,61.040000,51.370000,0,0,54.320000,0,0,0,72.070000,51.580000,77.840000,0,51.960000,95.820000,47.700000,0,33.370000,77.470000,,0,0,0,0,0,59.690000,31.050000,,0,83.260000,0,-432.890000,0,296.980000,0,57.900000,0,0,0,325.860000,0,0,0,63.970000,0,,0,0,0,0,0,0,0,0,0,74.720000,0,0,0
"201902",0,0,0,0,43.640000,0,0,0,0,0,41.160000,0,68.620000,68.490000,55.900000,56.720000,0,0,61.550000,0,0,0,70.610000,51.410000,74.360000,0,49.900000,101.200000,49.800000,0,36.840000,79.210000,,0,0,0,0,0,66.480000,36.330000,,0,72.830000,0,-373.860000,0,281.670000,0,62.640000,0,0,0,289.480000,0,0,0,68.890000,0,,0,0,0,0,0,0,0,0,0,82.690000,0,0,0
"201903",0,0,0,0,39.880000,0,0,0,0,0,41.040000,0,58.530000,75.840000,57.270000,95.530000,0,0,62.800000,0,0,0,69.950000,51.350000,78.200000,0,55,100.670000,66.310000,0,53.490000,87.280000,,0,0,0,0,0,67.610000,32.460000,,0,74.890000,0,-456.840000,0,323.110000,0,66.520000,0,0,0,336.710000,0,0,0,70.090000,0,,0,0,0,0,0,0,0,0,0,82.290000,0,0,0
"201904",0,0,0,0,28.860000,0,0,0,0,0,47.930000,0,53.840000,77.440000,63.880000,98.040000,0,0,60.570000,0,0,0,70.610000,50.940000,77.530000,0,54.430000,96.510000,64.310000,0,45.200000,100.710000,,0,0,0,0,0,66.320000,31.110000,,0,68.530000,0,-426.660000,0,336.650000,0,64.870000,0,0,0,300.870000,0,0,0,64.660000,0,,0,0,0,0,0,0,0,0,0,88.130000,0,0,0
"201905",0,0,0,0,42.130000,0,0,0,0,0,41.220000,0,58.770000,78.260000,73.070000,96.460000,0,0,59.580000,0,0,0,74.700000,54.730000,74.220000,0,54.870000,99.920000,63.850000,0,36.760000,103.140000,,0,0,0,0,0,61.310000,48.710000,,0,67.440000,0,-376.030000,0,317.120000,0,61.080000,0,0,0,269.700000,0,0,0,64.330000,0,,0,0,0,0,0,0,0,0,0,87.020000,0,0,0
"201906",0,0,0,0,172.320000,0,0,0,0,0,254.730000,0,240.420000,86.350000,536.690000,94.400000,0,0,,0,0,0,429.500000,98.590000,501.700000,0,,90.110000,,0,,84.520000,,0,0,0,0,0,,63.350000,,0,264.420000,0,-388.280000,0,,0,,0,0,0,557.360000,0,0,0,63.480000,0,,0,0,0,0,0,0,0,0,0,258.770000,0,0,0
"201907",0,0,0,0,40.860000,0,0,0,0,0,63.160000,0,54.160000,86.270000,64.170000,94.700000,0,0,59.730000,0,0,0,55.610000,98.620000,62.990000,0,44.050000,97.260000,60.760000,0,22.780000,85.160000,,0,0,0,0,0,52.150000,69.720000,,0,64.080000,0,0,0,63.650000,0,52.580000,0,0,0,57.510000,0,0,0,61.130000,0,,0,0,0,0,0,0,0,0,0,71.340000,0,0,0
"201908",0,0,0,0,33.470000,0,0,0,0,0,54.970000,0,51.210000,81.810000,67.180000,94.210000,0,0,53.740000,0,0,0,56.350000,99.140000,56.860000,0,38.230000,100.280000,56.960000,0,14.210000,75.780000,,0,0,0,0,0,44.970000,69.970000,,0,66.550000,0,0,0,59.170000,0,32.600000,0,0,0,52.490000,0,0,0,47.160000,0,,0,0,0,0,0,0,0,0,0,73.710000,0,0,0
"201909",0,0,0,0,45.600000,0,0,0,0,0,57.240000,0,58.280000,84.870000,62.120000,94.340000,0,0,46.910000,0,0,0,54.700000,99.080000,57.150000,0,39.300000,90.020000,55.510000,0,13.740000,91.140000,,0,0,0,0,0,48.380000,70.250000,,0,68.340000,0,0,0,65.670000,0,38.480000,0,0,0,54.730000,0,0,0,45.030000,0,,0,0,0,0,0,0,0,0,0,72.190000,0,0,0
"201910",0,0,0,0,29.070000,0,0,0,0,0,40.440000,0,53.150000,83.840000,59.140000,97.490000,0,0,48.950000,0,0,0,58.460000,92.200000,55.250000,0,41.780000,99.250000,45.060000,0,15.250000,94.550000,,0,0,0,0,0,53.160000,63.840000,,0,57.250000,0,0,0,53.280000,0,45.540000,0,0,0,50.070000,0,0,0,53.650000,0,,0,0,0,0,0,0,0,0,0,62.490000,0,0,0
"201911",0,0,0,0,17.520000,0,0,0,0,0,34.560000,0,56.940000,88.140000,52.910000,99.860000,0,0,57.220000,0,0,0,59.170000,80.310000,62.480000,0,43.140000,59.760000,45,0,20.800000,79.070000,,0,0,0,0,0,54.620000,69.120000,,0,68.850000,0,0,0,56.520000,0,56.680000,0,0,0,50.590000,0,0,0,62.900000,0,,0,0,0,0,0,0,0,0,0,67.650000,0,0,0
"201912",0,0,0,0,26.060000,0,0,0,0,0,34.600000,0,61.160000,81.150000,51.500000,98.300000,0,0,60.040000,0,0,0,60.040000,94.600000,69.280000,0,48.110000,59.710000,53.200000,0,26.930000,96.690000,,0,0,0,0,0,49.130000,52.660000,,0,60.550000,0,0,0,67.530000,0,57.860000,0,0,0,53.420000,0,0,0,68.740000,0,,0,0,0,0,0,0,0,0,0,72.210000,0,0,0
"202001",0,0,0,0,35.540000,0,0,0,0,0,32,0,62.310000,80.150000,57.520000,101.530000,0,0,62.980000,0,0,0,64.510000,97.020000,71.590000,0,48.060000,63.960000,58.150000,0,34.570000,88.520000,,0,0,0,0,0,56.480000,41.830000,,0,60.530000,0,0,0,69.560000,0,58.260000,0,0,0,55.570000,0,0,0,67.820000,0,,0,0,0,0,0,0,0,0,0,75.030000,0,0,0
"202002",0,0,0,0,40.380000,0,0,0,0,0,24.980000,0,64.330000,63.130000,55.200000,101.040000,0,0,61.640000,0,0,0,65.050000,99.700000,76.070000,0,56.410000,82.670000,59.520000,0,41.760000,80.670000,,0,0,0,0,0,64.580000,39.190000,,0,63.940000,0,0,0,68.270000,0,63.580000,0,0,0,59.600000,0,0,0,64.100000,0,,0,0,0,0,0,0,0,0,0,77.530000,0,0,0
"202003",0,0,0,0,15.240000,0,0,0,0,0,8.650000,0,44.960000,65.890000,47.010000,97.290000,0,0,63.060000,0,0,0,49.300000,101.040000,59.990000,0,48.270000,87.240000,49.260000,0,47.980000,93.570000,,0,0,0,0,0,60.910000,66.880000,,0,69.750000,0,0,0,60.070000,0,62.330000,0,0,0,54.050000,0,0,0,52.420000,0,,0,0,0,0,0,0,0,0,0,72.130000,0,0,0
"202004",0,0,0,0,0.030000,0,0,0,0,0,0,0,31.900000,83.040000,46,82.310000,0,0,51.750000,0,0,0,42.060000,97.970000,54.210000,0,30.680000,89.140000,40.500000,0,30.600000,65.810000,,0,0,0,0,0,39.510000,88.350000,,0,56.620000,0,0,0,51.540000,0,57.850000,0,0,0,42.780000,0,0,0,40.040000,0,,0,0,0,0,0,0,0,0,0,75.900000,0,0,0
"202005",0,0,0,0,9.230000,0,0,0,0,0,3.260000,0,45.840000,82.650000,54.280000,87.890000,0,0,64.790000,0,0,0,44.150000,99.430000,64.470000,0,36.710000,87.280000,36.460000,0,23.630000,77.890000,,0,0,0,0,0,50.010000,55.660000,,0,57.350000,0,0,0,61.810000,0,61.050000,0,0,0,42.640000,0,0,0,38.270000,0,,0,0,0,0,0,0,0,0,0,68.130000,0,0,0
"202006",0,0,0,0,26.450000,0,0,0,0,0,48.550000,0,49.140000,84.670000,60.470000,91.790000,0,0,62.450000,0,0,0,47.330000,98.490000,59.090000,0,31.340000,88.720000,42.450000,0,10.020000,96.410000,,0,0,0,0,0,46.740000,49.670000,,0,60.380000,0,0,0,67.140000,0,62.080000,0,0,0,54.160000,0,0,0,52.840000,0,,0,0,0,0,0,0,0,0,0,56.890000,0,0,0
"202007",0,0,0,0,32.520000,0,0,0,0,0,57.460000,0,52.800000,67.500000,66.190000,88.840000,0,0,64.950000,0,0,0,49.300000,83.410000,68.970000,0,35.110000,81.480000,37.290000,0,9.990000,95.210000,,0,0,0,0,0,38.850000,35.110000,,0,61.490000,0,0,0,73.800000,0,65.120000,0,0,0,58.220000,0,0,0,43.370000,0,,0,0,0,0,0,0,0,0,0,72.430000,0,0,0
"202008",0,0,0,0,8.920000,0,0,0,0,0,61.900000,0,45.760000,56.370000,63.370000,89.420000,0,0,65.170000,0,0,0,40.190000,92.880000,65.670000,0,30.990000,77.800000,39.590000,0,5.670000,98.880000,,0,0,0,0,0,36.480000,53.730000,,0,49.240000,0,0,0,75.280000,0,59.540000,0,0,0,54.870000,0,0,0,36.080000,0,,0,0,0,0,0,0,0,0,0,67.350000,0,0,0
"202009",0,0,0,0,53.270000,0,0,0,0,0,63.060000,0,55.250000,70.580000,68.170000,91.190000,0,0,67.990000,0,0,0,59.550000,97.490000,67.570000,0,41.750000,44.540000,43.500000,0,10.470000,96.650000,,0,0,0,0,0,29.360000,87.560000,,0,59.170000,0,0,0,73.040000,0,55.540000,0,0,0,60.850000,0,0,0,46.190000,0,,0,0,0,0,0,0,0,0,0,68.190000,0,0,0
"202010",0,0,0,0,29.620000,0,0,0,0,0,23.210000,0,60.450000,69.610000,62.570000,95.080000,0,0,64.970000,0,0,0,65.240000,99.110000,73.230000,0,50.570000,38.940000,40.470000,0,13.940000,96.210000,,0,0,0,0,0,33.830000,88.250000,,0,62.880000,0,0,0,71.690000,0,61.920000,0,0,0,60.940000,0,0,0,46.770000,0,,0,0,0,0,0,0,0,0,0,69.850000,0,0,0
"202011",0,0,0,0,11.370000,0,0,0,0,0,7.900000,0,60.640000,71.710000,51.440000,97.340000,0,0,66.280000,0,0,0,61.550000,97.080000,75.360000,0,51.130000,62.060000,38.210000,0,17.760000,87.610000,,0,0,0,0,0,40.340000,76.640000,,0,49.330000,0,0,0,76.030000,0,56.400000,0,0,0,54.430000,0,0,0,38.700000,0,,0,0,0,0,0,0,0,0,0,73.150000,0,0,0
"202012",0,0,0,0,31.980000,0,0,0,0,0,31.690000,0,60.040000,72.670000,58.020000,88.600000,0,0,68.490000,0,0,0,66.580000,82.030000,69.530000,0,53.130000,74.850000,42.430000,0,28.460000,60.060000,,0,0,0,0,0,37.150000,81.330000,,0,54.790000,0,0,0,71.300000,0,65.640000,0,0,0,60.660000,0,0,0,39.920000,0,,0,0,0,0,0,0,0,0,0,82.260000,0,0,0
"202101",0,0,0,0,49.360000,0,0,0,0,0,42.660000,0,60.550000,62.450000,62.420000,24.160000,0,0,67.440000,0,0,0,62.420000,103.850000,72.900000,0,57.050000,39.190000,56.810000,0,43.420000,80.910000,,0,0,0,0,0,45.020000,68.780000,,0,65.440000,0,0,0,71.390000,0,62.800000,0,0,0,65.690000,0,0,0,39.760000,0,,0,0,0,0,0,0,0,0,0,79.310000,0,0,0
"202102",0,0,0,0,48.450000,0,0,0,0,0,45.690000,0,63.840000,48.950000,61.670000,73.560000,0,0,68.080000,0,0,0,64.580000,103.120000,71.800000,0,57.890000,39.220000,63.210000,0,46.910000,97.470000,,0,0,0,0,0,52.680000,48.380000,,0,74.430000,0,0,0,73.360000,0,65.920000,0,0,0,67.830000,0,0,0,43.290000,0,,0,0,0,0,0,0,0,0,0,83.090000,0,0,0
"202103",0,0,0,0,54.600000,0,0,0,0,0,47.550000,0,61.070000,63.370000,66.440000,97.660000,0,0,71.810000,0,0,0,55.650000,102.290000,72.790000,0,63.230000,49.420000,67.870000,0,54.830000,84.470000,,0,0,0,0,0,57.230000,44.200000,,0,80.880000,0,0,0,73.850000,0,64.650000,0,0,0,79.390000,0,0,0,74.330000,0,,0,0,0,0,0,0,0,0,0,87.520000,0,0,0
"202104",0,0,0,0,43.990000,0,0,0,0,0,42.480000,0,53.630000,79.780000,68.550000,92.890000,0,0,78.130000,0,0,0,55.470000,50.720000,75.420000,0,62.110000,70.330000,57.770000,0,53.400000,87.070000,,0,0,0,0,0,63.130000,51.180000,,0,84.790000,0,0,0,84.460000,0,62.680000,0,0,0,75.800000,0,0,0,75.860000,0,,0,0,0,0,0,0,0,0,0,90.040000,0,0,0
"202105",0,0,0,0,27.040000,0,0,0,0,0,34.080000,0,42.550000,83.520000,58.690000,92.070000,0,0,68.580000,0,0,0,36.630000,67.200000,66.130000,0,50.790000,66.300000,44.220000,0,22,91.500000,,0,0,0,0,0,47.500000,76.240000,,0,70.560000,0,0,0,81.280000,0,65.820000,0,0,0,62.030000,0,0,0,47.380000,0,,0,0,0,0,0,0,0,0,0,73.940000,0,0,0
"202106",0,0,0,0,48.070000,0,0,0,0,0,53.940000,0,44.390000,80,63.870000,92.350000,0,0,67.020000,0,0,0,35.230000,95.090000,62.110000,0,45.360000,77.710000,44.810000,0,15.100000,93.290000,,0,0,0,0,0,51.800000,65.210000,,0,74.650000,0,0,0,80.200000,0,67.300000,0,0,0,64.590000,0,0,0,62.250000,0,,0,0,0,0,0,0,0,0,0,74.200000,0,0,0
"202107",0,0,0,0,43.550000,0,0,0,0,0,57.500000,0,55.930000,79.390000,65.590000,90.350000,0,0,67.500000,0,0,0,38.280000,98.560000,62.660000,0,46.730000,78.010000,56.740000,0,25.570000,82.920000,,0,0,0,0,0,49,47.600000,,0,64.110000,0,0,0,79.750000,0,65.150000,0,0,0,63.440000,0,0,0,63.250000,0,,0,0,0,0,0,0,0,0,0,72.990000,0,0,0
"202108",0,0,0,0,51.970000,0,0,0,0,0,63.570000,0,50.590000,63.100000,67.910000,64.240000,0,0,69.350000,0,0,0,34.970000,89.540000,61.070000,0,56.390000,74.510000,56.960000,0,40.230000,74.760000,,0,0,0,0,0,55.580000,40.020000,,0,67.260000,0,0,0,70.100000,0,68.350000,0,0,0,60.200000,0,0,0,61.020000,0,,0,0,0,0,0,0,0,0,0,79.910000,0,0,0
"202109",0,0,0,0,49.550000,0,0,0,0,0,44.370000,0,45.430000,76.070000,66.980000,92.940000,0,0,56.970000,0,0,0,20.330000,72.590000,64.730000,0,48.070000,74.370000,49.320000,0,34.320000,92.220000,,0,0,0,0,0,46.700000,73.320000,,0,59.220000,0,0,0,71.520000,0,78.500000,0,0,0,61.380000,0,0,0,67.250000,0,,0,0,0,0,0,0,0,0,0,80.010000,0,0,0
"202110",0,0,0,0,50.820000,0,0,0,0,0,50.500000,0,49.420000,81.020000,59.740000,91.460000,0,0,60.590000,0,0,0,28.940000,101.570000,65.610000,0,51.360000,77.780000,50.640000,0,39.650000,90.940000,,0,0,0,0,0,47.910000,86.260000,,0,59.940000,0,0,0,72.140000,0,69.480000,0,0,0,62.020000,0,0,0,61.840000,0,,0,0,0,0,0,0,0,0,0,81.220000,0,0,0
"202111",0,0,0,0,40.900000,0,0,0,0,0,36.180000,0,60.950000,68.230000,52.310000,96.790000,0,0,59.440000,0,0,0,29.910000,102.240000,67.490000,0,53.850000,77.210000,42.350000,0,28.030000,94.830000,,0,0,0,0,0,36.850000,80.320000,,0,59.040000,0,0,0,67.700000,0,77.210000,0,0,0,65.920000,0,0,0,63.830000,0,,0,0,0,0,0,0,0,0,0,72.350000,0,0,0
"202112",0,0,0,0,54.050000,0,0,0,0,0,36.010000,0,66.890000,70.260000,58.480000,100.370000,0,0,67.990000,0,0,0,36.730000,103.640000,69.850000,0,56,77.970000,45.080000,0,37.120000,96.990000,,0,0,0,0,0,48.860000,90.860000,,0,70.950000,0,0,0,71.310000,0,63.720000,0,0,0,71.250000,0,0,0,65.420000,0,,0,0,0,0,0,0,0,0,0,69.920000,0,0,0
"202201",0,0,0,0,61.770000,0,0,0,0,0,45.490000,0,62.940000,74.930000,63,101.150000,0,0,67.470000,0,0,0,35.430000,104.190000,67.410000,0,56.660000,40.720000,53.960000,0,44.430000,97.860000,,0,0,0,0,0,49.990000,86.620000,,0,74.120000,0,0,0,78.200000,0,70.440000,0,0,0,69.480000,0,0,0,48.490000,0,,0,0,0,0,0,0,0,0,0,72.750000,0,0,0
"202202",0,0,0,0,53.640000,0,0,0,0,0,57.070000,0,69.930000,85.560000,63.200000,100.250000,0,0,72.330000,0,0,0,30.340000,104.200000,77.590000,0,59.780000,47.090000,62.910000,0,46.500000,101.420000,,0,0,0,0,0,51.900000,87.870000,,0,81.100000,0,0,0,84.190000,0,76.580000,0,0,0,70.730000,0,0,0,75.310000,0,,0,0,0,0,0,0,0,0,0,83.240000,0,0,0
"202203",0,0,0,0,60.610000,0,0,0,0,0,61.570000,0,73.260000,83.810000,64.540000,96.950000,0,0,77.400000,0,0,0,40.470000,102.610000,76.820000,0,65.140000,78.100000,64.900000,0,55.780000,100.880000,,0,0,0,0,0,49.450000,82.360000,,0,80.270000,0,0,0,81.840000,0,83.150000,0,0,0,78.020000,0,0,0,77,0,,0,0,0,0,0,0,0,0,0,90.620000,0,0,0
"202204",0,0,0,0,71.950000,0,0,0,0,0,67.420000,0,68.030000,73.460000,79.330000,78.070000,0,0,71.910000,0,0,0,53.920000,101.310000,81.570000,0,69.400000,77.440000,70.030000,0,57.160000,100.080000,,0,0,0,0,0,62.860000,49.250000,,0,86.960000,0,0,0,87.270000,0,77.010000,0,0,0,76.900000,0,0,0,91.720000,0,,0,0,0,0,0,0,0,0,0,86.870000,0,0,0
"202205",0,0,0,0,74.120000,0,0,0,0,0,63.750000,0,65.860000,81.030000,74.230000,36.930000,0,0,66.100000,0,0,0,45.370000,100.830000,80.430000,0,65.170000,77.470000,62.980000,0,50.020000,99.100000,,0,0,0,0,0,56.710000,46.980000,,0,80.840000,0,0,0,81.960000,0,74.980000,0,0,0,73.860000,0,0,0,80.870000,0,,0,0,0,0,0,0,0,0,0,81.510000,0,0,0
"202206",0,0,0,0,80.850000,0,0,0,0,0,71.070000,0,67.530000,57.700000,76.540000,42.550000,0,0,66.460000,0,0,0,49.440000,90.920000,78.660000,0,63.670000,77.740000,54.550000,0,51.290000,94.920000,,0,0,0,0,0,60.210000,86.300000,,0,79.570000,0,0,0,85.910000,0,74.690000,0,0,0,73.310000,0,0,0,87.620000,0,,0,0,0,0,0,0,0,0,0,77.770000,0,0,0
"202207",0,0,0,0,74.770000,0,0,0,0,0,60.050000,0,60.700000,67.060000,74.600000,88.320000,0,0,60.980000,0,0,0,30.300000,102.070000,70.690000,0,47.770000,69.130000,53.290000,0,28.220000,101.160000,,0,0,0,0,0,51.230000,76.620000,,0,73.730000,0,0,0,79.050000,0,72.450000,0,0,0,69.760000,0,0,0,84.260000,0,,0,0,0,0,0,0,0,0,0,57.120000,0,0,0
"202208",0,0,0,0,77.070000,0,0,0,0,0,72.100000,0,57.580000,70.040000,74.130000,81.020000,0,0,57.510000,0,0,0,29.230000,101.710000,64.750000,0,47.800000,77.480000,57.870000,0,29.400000,98.790000,,0,0,0,0,0,51.300000,48.630000,,0,69.400000,0,0,0,81.560000,0,71.770000,0,0,0,67.770000,0,0,0,83.540000,0,,0,0,0,0,0,0,0,0,0,61.640000,0,0,0
"202209",0,0,0,0,70.020000,0,0,0,0,0,60.290000,0,63.750000,64.600000,70.680000,81.560000,0,0,62.710000,0,0,0,36.810000,100.790000,65.020000,0,52.890000,77.460000,58.760000,0,33.480000,81.040000,,0,0,0,0,0,50.930000,56.010000,,0,75.590000,0,0,0,77.640000,0,73.460000,0,0,0,67.830000,0,0,0,80.110000,0,,0,0,0,0,0,0,0,0,0,70.640000,0,0,0
"202210",0,0,0,0,57.610000,0,0,0,0,0,46.190000,0,58.050000,69.110000,62.700000,89.680000,0,0,60.880000,0,0,0,33.110000,78.970000,60.360000,0,47.950000,77.490000,49.030000,0,20.420000,93.740000,,0,0,0,0,0,51.970000,89.170000,,0,65.740000,0,0,0,75.090000,0,77.670000,0,0,0,68.810000,0,0,0,63.960000,0,,0,0,0,0,0,0,0,0,0,70.240000,0,0,0
"202211",0,0,0,0,56.720000,0,0,0,0,0,55.520000,0,60.950000,53.830000,62.610000,95.540000,0,0,68.430000,0,0,0,36.660000,65.730000,71.370000,0,59.500000,66.680000,55.060000,0,35.510000,94.210000,,0,0,0,0,0,52.150000,88.660000,,0,75.200000,0,0,0,82.230000,0,72.990000,0,0,0,71.200000,0,0,0,58.100000,0,,0,0,0,0,0,0,0,0,0,73.010000,0,0,0
"202212",0,0,0,0,68.250000,0,0,0,0,0,65.680000,0,68.100000,49.130000,69.510000,99,0,0,72.990000,0,0,0,39.410000,87.720000,75.190000,0,61.380000,64.940000,59.360000,0,37.170000,74.980000,,0,,0,0,0,51.920000,91.010000,,0,72.890000,0,0,0,86.630000,0,81,0,0,0,68.970000,0,0,0,64.040000,0,,0,0,0,0,0,0,0,0,0,76.300000,0,0,0
"202301",0,0,0,0,74.190000,0,0,0,0,0,72.030000,0,68.930000,50.240000,72.400000,99.110000,0,0,76.910000,0,0,0,34.390000,103.110000,72.520000,0,61.560000,74.830000,60.280000,0,50.740000,101.520000,,0,,0,0,0,50.670000,84.880000,,0,75.180000,0,0,0,81.030000,0,79.610000,0,0,0,78.460000,0,0,0,79.380000,0,,0,0,0,0,0,0,0,0,0,80.630000,0,0,0
"202302",0,0,0,0,70.220000,0,0,0,0,0,59.530000,0,67.710000,45.750000,68.010000,96.480000,0,0,79.400000,0,0,0,33.970000,102.650000,70.600000,0,69.080000,77.710000,70.120000,0,59.260000,100.520000,,0,,0,0,0,60.190000,89.400000,,0,80.770000,0,0,0,65.430000,0,84.140000,0,0,0,82.260000,0,0,0,86.940000,0,,0,0,0,0,0,0,0,0,0,80.220000,0,0,0
"202303",0,0,0,0,50.180000,0,0,0,0,0,64.840000,0,59.010000,47.920000,65.800000,96.060000,0,0,80.600000,0,0,0,30.970000,97.740000,70.660000,0,67.990000,58.770000,69.090000,0,54.600000,100.930000,,0,,0,0,0,66.800000,93.040000,,0,75.790000,0,0,0,76.090000,0,86.060000,0,0,0,81.750000,0,0,0,58.410000,0,,0,0,0,0,0,0,0,0,0,86.370000,0,0,0
"202304",0,0,0,0,59.744371,0,0,0,0,0,69.011150,0,60.725853,72.301083,70.686482,95.170455,0,0,81.763270,0,0,0,45.644057,99.968434,76.516831,0,67.789142,38.727183,68.360536,0,56.605427,103.429609,,0,,0,0,0,72.505171,70.257286,,0,83.966766,0,0,0,81.776986,0,82.172141,0,0,0,83.995671,0,0,0,82.953704,0,,0,0,0,0,0,0,0,0,0,84.969362,0,0,0
"202305",0,0,0,0,52.199459,0,0,0,0,0,61.267842,0,62.576951,68.604201,71.103316,86.919599,0,0,80.615486,0,0,0,49.915940,97.794477,74.312404,0,64.466492,65.940860,68.150612,0,53.148110,91.100012,,0,,0,0,0,59.774958,55.396726,,0,76.069508,0,0,0,80.211276,0,83.982975,0,0,0,77.088595,0,0,0,78.195341,0,,0,0,0,0,0,0,0,0,0,80.494514,0,0,0
"202306",0,0,0,0,65.313217,0,0,0,0,0,68.273670,0,65.624735,70.915725,76.145136,92.234848,0,0,77.921897,0,0,0,44.178612,56.458333,75.276705,0,65.068478,69.107143,69.752541,0,57.253721,88.041351,,0,,0,0,0,62.622741,50.190688,,0,78.002480,0,0,0,80.386683,0,75.690659,0,0,0,76.363121,0,0,0,80.040741,0,,0,0,0,0,0,0,0,0,0,72.244182,0,0,0
"202307",0,0,0,0,60.149741,0,0,0,0,0,61.461173,0,56.284885,66.181429,74.472600,92.311217,0,0,73.207636,0,0,0,44.810218,81.752264,72.657371,0,56.202358,77.454877,60.942994,0,38.012256,95.860826,,0,,0,0,0,52.515312,51.975366,,0,71.705654,0,0,0,77.776318,0,66.353047,0,0,0,71.593833,0,0,0,76.408602,0,,0,0,0,0,0,0,0,0,0,75.131709,0,0,0
"202308",0,0,0,0,71.401481,0,0,0,0,0,79.628341,0,64.513012,70.902816,78.926867,84.686584,0,0,71.460063,0,0,0,54.552085,90.178740,73.005425,0,59.929131,77.699693,67.867414,0,42.951630,100.423082,,0,,0,0,0,53.213038,68.237154,,0,78.919806,0,0,0,80.668430,0,58.563688,0,0,0,71.940841,0,0,0,83.525090,0,,0,0,0,0,0,0,0,0,0,79.494140,0,0,0
"202309",0,0,0,0,66.076454,0,0,0,0,0,66.372995,0,64.874768,65.966337,78.077279,93.052399,0,0,75.777292,0,0,0,59.753811,97.937378,73.589331,0,60.421557,77.667659,69.425510,0,51.337465,103.183396,,0,,0,0,0,57.078919,81.397996,,0,76.043200,0,0,0,88.661462,0,75.637666,0,0,0,72.474832,0,0,0,79.324074,0,,0,0,0,0,0,0,0,0,0,68.812876,0,0,0
"202310",0,0,0,0,67.459753,0,0,0,0,0,67.107754,0,67.585583,50.123018,70.373622,82.071725,0,0,80.774475,0,0,0,68.759789,99.592058,78.522116,0,64.173628,77.133257,72.881586,0,59.376985,81.517290,,0,,0,0,0,63.009888,88.302045,,0,71.625691,0,0,0,81.775179,0,81.761147,0,0,0,73.402723,0,0,0,85.482079,0,,0,0,0,0,0,0,0,0,0,79.196488,0,0,0
"202311",0,0,0,0,49.151553,0,0,0,0,0,55.407619,0,59.738069,68.616996,64.859813,9.649621,0,0,74.024060,0,0,0,52.533177,97.504873,80.973485,0,60.828222,77.312500,58.951443,0,50.343120,95.626578,,0,,0,0,0,57.596720,92.522199,,0,71.014993,0,0,0,78.594705,0,86.085197,0,0,0,76.817491,0,0,0,73.262963,0,,0,0,0,0,0,0,0,0,0,69.643397,0,0,0
"202312",0,0,0,0,56.950413,0,0,0,0,0,61.163723,0,60.899565,74.951021,65.365402,0.586510,0,0,75.965543,0,0,0,52.948570,99.119270,79.861620,0,58.590429,58.894969,52.681910,0,50.963262,103.068487,,0,,0,0,0,53.043910,81.963357,,0,61.464045,0,0,0,79.565786,0,80.729413,0,0,0,70.871612,0,0,0,75.387097,0,,0,0,0,0,0,0,0,0,0,72.487955,0,0,0
