"Hubei","Utility-scale",1.670000,2.240000,3.040000,3.170000,3.310000,3.350000,3.520000,3.550000,3.540000,4.190000,4.300000,4.400000,4.850000,4.910000,5.157000,5.949000,7.130000,7.675000,8.280000,8.430000,9.756000,12.018000,14.117000,15.941000,17.492000,18.402000,19.470000,20.050000,21.478000,21.503000,22.043000
"Hubei","Total distributed",0.200000,0.460000,1.100000,1.440000,1.730000,1.750000,1.960000,1.960000,2.010000,2.020000,2.080000,2.070000,2.120000,2.160000,2.195000,2.269000,2.396000,2.519000,2.614000,2.899000,3.401000,3.964000,4.716000,6.049000,7.381000,8.599000,9.795000,12.011000,13.621000,16.290000,20.786000
"Hubei","Households",,,,,,,,,,,,,,,,,,,,,,0.919000,1.383000,2.110000,2.911000,3.034000,3.180000,3.218000,3.175000,3.256000,3.454000
"Hunan","Total",0.290000,0.890000,1.760000,2.260000,2.710000,2.920000,3.010000,3.110000,3.180000,3.440000,3.470000,3.600000,3.910000,3.970000,4.070000,4.164000,4.511000,4.794000,5.111000,5.480000,6.359000,7.197000,8.058000,9.867000,12.518000,13.414000,15.185000,17.146000,18.734000,20.830000,25.405000
"Hunan","Utility-scale",0,0.450000,0.850000,1.010000,1.170000,1.260000,1.310000,1.380000,1.380000,1.550000,1.580000,1.690000,1.900000,1.920000,1.967000,1.981000,2.201500,2.343000,2.486000,2.530000,2.861000,2.956000,3.172000,3.433000,3.992000,4.136000,4.428000,4.575000,4.861000,5.034000,6.248000
"Hunan","Total distributed",0.290000,0.440000,0.910000,1.250000,1.540000,1.660000,1.700000,1.730000,1.800000,1.890000,1.890000,1.910000,2.010000,2.050000,2.103000,2.183000,2.310000,2.452000,2.625000,2.951000,3.498000,4.241000,4.887000,6.435000,8.525000,9.278000,10.757000,12.571000,13.873000,15.796000,19.157000
"Hunan","Households",,,,,,,,,,,,,,,,,,,,,,1.576000,2.107000,2.731000,3.017000,3.136000,3.254000,3.395000,3.462000,3.517000,11.357000
"Guangdong","Total",1.560000,2.570000,3.310000,4.200000,4.940000,5.280000,5.520000,5.600000,5.770000,6.100000,6.700000,6.970000,7.970000,8.400000,8.600000,8.975000,10.201000,10.995000,11.806000,13.297000,15.902000,17.518000,19.537000,21.875000,25.223000,29.264000,32.740000,36.665000,41.155000,46.793000,57.422000
"Guangdong","Utility-scale",0.680000,1.520000,1.930000,2.140000,2.630000,2.817000,2.820000,2.820000,2.850000,3.020000,3.520000,3.710000,4.120000,4.150000,4.224000,4.276000,5.082000,5.313000,5.572000,6.098000,7.534000,8.359000,8.904000,9.434000,10.535000,12.245000,12.436000,13.232000,13.733000,14.418000,15.632000
"Guangdong","Total distributed",0.880000,1.050000,1.380000,2.060000,2.310000,2.463000,2.700000,2.780000,2.920000,3.080000,3.180000,3.260000,3.850000,4.250000,4.376000,4.699000,5.119000,5.681000,6.234000,7.199000,8.368000,9.158000,10.633000,12.441000,14.687000,17.019000,20.304000,23.433000,27.423000,32.375000,41.790000
"Guangdong","Households",,,,,,,,,,,,,,,,,,,,,,1.473000,1.698000,1.991000,2.230000,2.421000,2.672000,3.040000,3.421000,3.677000,6.226000
"Guangxi","Total",0.180000,0.410000,0.690000,0.930000,1.090000,1.240000,1.300000,1.340000,1.340000,1.350000,1.580000,1.650000,2.070000,2.270000,2.392000,2.612000,3.117000,3.331000,3.994000,4.291000,5.204000,5.560000,6.781000,8.235000,10.897000,13.190000,14.590000,17.336000,20.523000,23.161000,27.920000
"Guangxi","Utility-scale",0.090000,0.310000,0.640000,0.740000,0.860000,0.940000,1,1.040000,1.040000,1.060000,1.270000,1.320000,1.640000,1.830000,1.937000,2.148000,2.591600,2.757000,3.385000,3.670000,4.373000,4.701000,5.727000,6.330000,8.119000,8.545000,8.831000,9.579000,10.886000,11.353000,12.753000
"Guangxi","Total distributed",0.090000,0.100000,0.050000,0.190000,0.230000,0.300000,0.300000,0.300000,0.300000,0.290000,0.310000,0.330000,0.430000,0.440000,0.455000,0.464000,0.526000,0.574000,0.609000,0.621000,0.830000,0.859000,1.054000,1.905000,2.778000,4.645000,5.759000,7.757000,9.637000,11.809000,15.167000
"Guangxi","Households",,,,,,,,,,,,,,,,,,,,,,0.144000,0.160000,0.176000,0.185000,0.190000,0.197000,0.204000,0.216000,0.225000,0.504000
"Hainan","Total",0.340000,0.320000,0.320000,0.460000,1,1.359000,1.360000,1.400000,1.400000,1.400000,1.400000,1.400000,1.400000,1.430000,1.430000,1.430000,1.465000,1.475000,1.822000,2.237000,2.458000,2.797000,3.412000,3.865000,4.724000,6.494000,6.323000,6.809000,7.408000,7.760000,9.564000
"Hainan","Utility-scale",0.250000,0.270000,0.260000,0.330000,0.870000,1.229000,1.230000,1.270000,1.270000,1.270000,1.270000,1.270000,,1.270000,1.271000,1.271000,1.271000,1.281000,1.628000,1.847000,1.997000,2.213000,2.568000,2.727000,3.279000,4.689000,4.147000,4.363000,4.725000,4.954000,6.075000
"Hainan","Total distributed",0.090000,0.050000,0.060000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.160000,0.159000,0.159000,0.194000,0.194000,0.194000,0.390000,0.461000,0.584000,0.844000,1.138000,1.445000,1.805000,2.175000,2.446000,2.684000,2.806000,3.489000
"Hainan","Households",,,,,,,,,,,,,,,,,,,,,,0.105000,0.149000,0.196000,0.218000,0.227000,0.236000,0.248000,0.255000,0.258000,0.268000
"Chongqing","Total",0.010000,0.010000,0.130000,0.420000,0.420000,0.427000,0.430000,0.630000,0.640000,0.650000,0.650000,0.650000,0.670000,0.680000,0.684000,0.687000,0.634000,0.650000,0.661000,0.677000,0.693000,0.821000,0.906000,1.164000,1.609000,1.884000,2.045000,2.545000,3.098000,3.527000,5.018000
"Chongqing","Utility-scale",0,0,0.110000,0.390000,0.390000,0.390000,0.390000,0.580000,0.580000,0.580000,0.580000,0.580000,,0.600000,0.597000,0.597000,0.541700,0.542000,0.542000,0.542000,0.542000,0.542000,0.542000,0.562000,0.900000,0.967000,0.978000,0.990000,1.072000,1.155000,1.404000
"Chongqing","Total distributed",0.010000,0.010000,0.020000,0.030000,0.030000,0.037000,0.040000,0.050000,0.060000,0.070000,0.070000,0.070000,0.070000,0.080000,0.087000,0.091000,0.092000,0.109000,0.119000,0.136000,0.151000,0.279000,0.364000,0.602000,0.709000,0.917000,1.066000,1.554000,2.026000,2.372000,3.614000
"Chongqing","Households",,,,,,,,,,,,,,,,,,,,,,0.033000,0.036000,0.041000,0.047000,0.052000,0.055000,0.058000,0.063000,0.066000,0.461000
"Sichuan","Total",0.960000,0.990000,1.340000,1.380000,1.720000,1.803000,1.810000,1.850000,1.870000,1.880000,1.890000,1.890000,,1.910000,1.923000,1.936000,1.959000,1.967000,1.982000,2.044000,2.062000,2.379000,3.589000,3.726000,5.736000,6.598000,7.451000,8.198000,10.823000,12.350000,15.703000
"Sichuan","Utility-scale",0.900000,0.920000,1.260000,1.280000,1.610000,1.670000,1.670000,1.680000,1.690000,1.690000,1.690000,1.690000,,1.690000,1.690000,1.690000,1.690100,1.690000,1.690000,1.730000,1.730000,2.024000,3.212000,3.284000,5.228000,6.034000,6.784000,7.143000,8.893000,9.465000,10.472000
"Sichuan","Total distributed",0.060000,0.070000,0.080000,0.100000,0.110000,0.133000,0.140000,0.170000,0.180000,0.190000,0.200000,0.200000,0.220000,0.220000,0.233000,0.246000,0.269000,0.277000,0.292000,0.314000,0.332000,0.355000,0.376000,0.441000,0.507000,0.564000,0.667000,1.055000,1.930000,2.885000,5.231000
"Sichuan","Households",,,,,,,,,,,,,,,,,,,,,,0.122000,0.128000,0.125000,0.136000,0.153000,0.191000,0.221000,0.239000,0.259000,0.836000
