"Year","Conc_monthly_ppm","Conc_trend_ppm"
1963.621900,"NaN",319.210000
1963.706800,"NaN",319.090000
1963.789000,"NaN",319.380000
1963.874000,"NaN",319.550000
1963.956200,"NaN",319.480000
1964.041000,"NaN",319.520000
1964.125700,"NaN",319.550000
1964.204900,"NaN",319.540000
1964.289600,"NaN",319.710000
1964.371600,"NaN",319.720000
1964.456300,"NaN",319.850000
1964.538300,"NaN",319.700000
1964.623000,"NaN",319.820000
1964.707700,"NaN",319.780000
1964.789600,"NaN",319.690000
1964.874300,"NaN",319.670000
1964.956300,"NaN",319.880000
1965.041100,"NaN",319.790000
1965.126000,"NaN",319.930000
1965.202700,"NaN",319.720000
1965.287700,"NaN",319.960000
1965.369900,"NaN",320.490000
1965.454800,"NaN",320.230000
1965.537000,"NaN",320.590000
1965.621900,"NaN",320.390000
1965.706800,"NaN",320.790000
1965.789000,"NaN",320.570000
1965.874000,"NaN",320.760000
1965.956200,"NaN",321.080000
1966.041100,"NaN",321.290000
1966.126000,"NaN",321.450000
1966.202700,"NaN",321.380000
1966.287700,"NaN",321.710000
1966.369900,"NaN",321.770000
1966.454800,"NaN",321.700000
1966.537000,"NaN",321.730000
1966.621900,"NaN",321.500000
1966.706800,"NaN",321.830000
1966.789000,"NaN",321.970000
1966.874000,"NaN",322.170000
1966.956200,"NaN",321.930000
1967.041100,"NaN",321.960000
1967.126000,"NaN",322.230000
1967.202700,"NaN",322.200000
1967.287700,"NaN",322.150000
1967.369900,"NaN",322.130000
1967.454800,"NaN",322.220000
1967.537000,"NaN",322.190000
1967.621900,"NaN",322.480000
1967.706800,"NaN",322.660000
1967.789000,"NaN",322.580000
1967.874000,"NaN",322.560000
1967.956200,"NaN",322.610000
1968.041000,"NaN",322.610000
1968.125700,"NaN",322.690000
1968.204900,"NaN",322.750000
1968.289600,"NaN",323.170000
1968.371600,"NaN",323.170000
1968.456300,"NaN",323.040000
1968.538300,"NaN",323.230000
1968.623000,"NaN",323.250000
1968.707700,"NaN",323.260000
1968.789600,"NaN",323.500000
1968.874300,"NaN",323.710000
1968.956300,"NaN",323.680000
1969.041100,"NaN",323.910000
1969.126000,"NaN",323.990000
1969.202700,"NaN",324.140000
1969.287700,"NaN",324.190000
1969.369900,"NaN",324.590000
1969.454800,"NaN",324.480000
1969.537000,"NaN",324.820000
1969.621900,"NaN",324.610000
1969.706800,"NaN",324.760000
1969.789000,"NaN",324.730000
1969.874000,"NaN",324.860000
1969.956200,"NaN",325.070000
1970.041100,"NaN",325.190000
1970.126000,"NaN",325.340000
1970.202700,"NaN",325.090000
1970.287700,"NaN",325.330000
1970.369900,"NaN",325.410000
1970.454800,"NaN",325.730000
1970.537000,"NaN",325.800000
1970.621900,"NaN",325.870000
1970.706800,"NaN",325.860000
1970.789000,"NaN",325.860000
1970.874000,"NaN",326.060000
1970.956200,"NaN",325.950000
1971.041100,"NaN",325.900000
1971.126000,"NaN",325.700000
1971.202700,"NaN",325.950000
1971.287700,"NaN",326.180000
1971.369900,"NaN",326.360000
1971.454800,"NaN",326.480000
1971.537000,"NaN",326.280000
1971.621900,"NaN",326.490000
1971.706800,"NaN",326.550000
1971.789000,"NaN",326.610000
1971.874000,"NaN",326.610000
1971.956200,"NaN",326.740000
1972.041000,"NaN",326.470000
1972.125700,"NaN",326.960000
1972.204900,"NaN",326.890000
1972.289600,"NaN",326.800000
1972.371600,"NaN",327.040000
1972.456300,"NaN",327.380000
1972.538300,"NaN",327.560000
1972.623000,"NaN",327.890000
1972.707700,"NaN",327.790000
1972.789600,"NaN",327.870000
1972.874300,"NaN",328.100000
1972.956300,"NaN",328.330000
1973.041100,"NaN",328.430000
1973.126000,"NaN",328.420000
1973.202700,"NaN",328.730000
1973.287700,"NaN",329.100000
1973.369900,"NaN",329.340000
1973.454800,"NaN",329.670000
1973.537000,"NaN",329.660000
1973.621900,"NaN",329.740000
1973.706800,"NaN",329.710000
1973.789000,"NaN",329.340000
1973.874000,"NaN",329.330000
1973.956200,"NaN",329.790000
1974.041100,"NaN",329.790000
1974.126000,"NaN",329.860000
1974.202700,"NaN",329.900000
1974.287700,"NaN",329.760000
1974.369900,"NaN",329.950000
1974.454800,"NaN",329.940000
1974.537000,"NaN",329.990000
1974.621900,"NaN",329.980000
1974.706800,"NaN",329.980000
1974.789000,"NaN",330
1974.874000,"NaN",330.120000
1974.956200,"NaN",330.330000
1975.041100,"NaN",330.370000
1975.126000,"NaN",330.600000
1975.202700,"NaN",330.720000
1975.287700,"NaN",330.920000
1975.369900,"NaN",330.770000
1975.454800,"NaN",330.870000
1975.537000,"NaN",330.990000
1975.621900,"NaN",331.040000
1975.706800,"NaN",331.140000
1975.789000,"NaN",331.370000
1975.874000,"NaN",331.460000
1975.956200,"NaN",331.560000
1976.041000,"NaN",331.780000
1976.125700,"NaN",331.770000
1976.204900,"NaN",331.700000
1976.289600,"NaN",331.640000
1976.371600,"NaN",331.850000
1976.456300,"NaN",331.780000
1976.538300,"NaN",331.930000
1976.623000,"NaN",331.930000
1976.707700,"NaN",332.130000
1976.789600,"NaN",332.400000
1976.874300,"NaN",332.630000
1976.956300,"NaN",332.560000
1977.041100,"NaN",332.880000
1977.126000,"NaN",333.010000
1977.202700,"NaN",333.100000
1977.287700,"NaN",333.440000
1977.369900,"NaN",333.510000
1977.454800,"NaN",333.500000
1977.537000,"NaN",333.870000
1977.621900,"NaN",333.770000
1977.706800,"NaN",333.920000
1977.789000,"NaN",334.180000
1977.874000,"NaN",334.500000
1977.956200,"NaN",334.420000
1978.041100,"NaN",334.630000
1978.126000,"NaN",334.710000
1978.202700,"NaN",334.720000
1978.287700,"NaN",335.070000
1978.369900,"NaN",335.200000
1978.454800,"NaN",335.340000
1978.537000,"NaN",335.350000
1978.621900,"NaN",335.380000
1978.706800,"NaN",335.620000
1978.789000,"NaN",335.590000
1978.874000,"NaN",335.760000
1978.956200,"NaN",335.670000
1979.042000,336.560000,335.920000
1979.125000,337.290000,336.250000
1979.208000,337.880000,336.510000
1979.292000,338.320000,336.720000
1979.375000,338.260000,336.710000
1979.458000,337.380000,336.610000
1979.542000,335.560000,336.410000
1979.625000,334.360000,336.650000
1979.708000,335.020000,337.410000
1979.792000,336.360000,337.710000
1979.875000,337.360000,337.680000
1979.958000,337.890000,337.660000
1980.042000,338.580000,337.940000
1980.125000,339.260000,338.230000
1980.208000,339.600000,338.230000
1980.292000,340,338.400000
1980.375000,340.440000,338.890000
1980.458000,339.990000,339.220000
1980.542000,338.440000,339.280000
1980.625000,337.210000,339.500000
1980.708000,337.050000,339.440000
1980.792000,337.820000,339.170000
1980.875000,338.930000,339.260000
1980.958000,339.640000,339.400000
1981.042000,340.190000,339.550000
1981.125000,340.750000,339.720000
1981.208000,341.380000,340.020000
1981.292000,341.680000,340.080000
1981.375000,341.430000,339.880000
1981.458000,340.630000,339.860000
1981.542000,339.230000,340.070000
1981.625000,338.080000,340.370000
1981.708000,337.970000,340.360000
1981.792000,339.070000,340.420000
1981.875000,340.180000,340.500000
1981.958000,340.750000,340.510000
1982.042000,341.370000,340.740000
1982.125000,341.950000,340.910000
1982.208000,342.230000,340.840000
1982.292000,342.520000,340.910000
1982.375000,342.360000,340.820000
1982.458000,341.490000,340.720000
1982.542000,339.750000,340.610000
1982.625000,338.110000,340.400000
1982.708000,338.160000,340.540000
1982.792000,339.610000,340.970000
1982.875000,340.950000,341.270000
1982.958000,341.770000,341.530000
1983.042000,342.370000,341.710000
1983.125000,342.740000,341.710000
1983.208000,343.040000,341.700000
1983.292000,343.510000,341.940000
1983.375000,343.840000,342.300000
1983.458000,343.500000,342.710000
1983.542000,342.140000,342.900000
1983.625000,340.620000,342.850000
1983.708000,340.530000,342.940000
1983.792000,341.750000,343.150000
1983.875000,342.830000,343.190000
1983.958000,343.490000,343.260000
1984.042000,344.320000,343.660000
1984.125000,344.820000,343.820000
1984.208000,344.960000,343.600000
1984.292000,345.190000,343.560000
1984.375000,345.330000,343.780000
1984.458000,344.570000,343.800000
1984.542000,343.200000,344.020000
1984.625000,342.210000,344.510000
1984.708000,342.130000,344.570000
1984.792000,342.990000,344.370000
1984.875000,344.160000,344.470000
1984.958000,345,344.720000
1985.042000,345.350000,344.660000
1985.125000,345.800000,344.780000
1985.208000,346.640000,345.320000
1985.292000,346.940000,345.330000
1985.375000,346.780000,345.200000
1985.458000,346.260000,345.470000
1985.542000,344.920000,345.750000
1985.625000,343.410000,345.730000
1985.708000,343.370000,345.820000
1985.792000,344.640000,346.030000
1985.875000,345.790000,346.110000
1985.958000,346.550000,346.250000
1986.042000,347.110000,346.420000
1986.125000,347.340000,346.340000
1986.208000,347.710000,346.380000
1986.292000,348.220000,346.610000
1986.375000,348.320000,346.750000
1986.458000,347.760000,346.990000
1986.542000,346.290000,347.140000
1986.625000,344.920000,347.220000
1986.708000,344.860000,347.260000
1986.792000,346.030000,347.400000
1986.875000,347.300000,347.630000
1986.958000,347.760000,347.460000
1987.042000,348.020000,347.240000
1987.125000,348.570000,347.470000
1987.208000,349.290000,347.880000
1987.292000,349.980000,348.290000
1987.375000,350.260000,348.690000
1987.458000,349.480000,348.820000
1987.542000,347.860000,348.850000
1987.625000,346.610000,349.010000
1987.708000,346.700000,349.150000
1987.792000,347.970000,349.360000
1987.875000,349.250000,349.580000
1987.958000,350.210000,349.880000
1988.042000,350.910000,350.130000
1988.125000,351.470000,350.370000
1988.208000,351.850000,350.390000
1988.292000,352.300000,350.520000
1988.375000,352.460000,350.830000
1988.458000,351.760000,351.070000
1988.542000,350.280000,351.270000
1988.625000,349.100000,351.560000
1988.708000,349.270000,351.790000
1988.792000,350.440000,351.850000
1988.875000,351.610000,351.980000
1988.958000,352.460000,352.160000
1989.042000,353.010000,352.190000
1989.125000,353.460000,352.340000
1989.208000,354.010000,352.580000
1989.292000,354.380000,352.600000
1989.375000,354.190000,352.510000
1989.458000,353.270000,352.570000
1989.542000,351.560000,352.590000
1989.625000,350.210000,352.700000
1989.708000,350.560000,353.100000
1989.792000,351.850000,353.280000
1989.875000,353.040000,353.390000
1989.958000,353.910000,353.580000
1990.042000,354.470000,353.690000
1990.125000,354.870000,353.820000
1990.208000,355.200000,353.770000
1990.292000,355.510000,353.730000
1990.375000,355.400000,353.740000
1990.458000,354.320000,353.660000
1990.542000,352.710000,353.800000
1990.625000,351.590000,354.100000
1990.708000,351.790000,354.310000
1990.792000,353.190000,354.600000
1990.875000,354.450000,354.700000
1990.958000,355.190000,354.760000
1991.042000,355.760000,354.960000
1991.125000,356.190000,355.100000
1991.208000,356.680000,355.240000
1991.292000,357.190000,355.440000
1991.375000,357.110000,355.480000
1991.458000,356.170000,355.560000
1991.542000,354.530000,355.650000
1991.625000,353.050000,355.560000
1991.708000,352.930000,355.450000
1991.792000,354,355.410000
1991.875000,355.160000,355.380000
1991.958000,355.950000,355.490000
1992.042000,356.540000,355.720000
1992.125000,356.890000,355.780000
1992.208000,357.260000,355.790000
1992.292000,357.750000,355.960000
1992.375000,357.830000,356.190000
1992.458000,356.870000,356.280000
1992.542000,355.180000,356.340000
1992.625000,353.660000,356.220000
1992.708000,353.570000,356.130000
1992.792000,354.810000,356.210000
1992.875000,355.990000,356.200000
1992.958000,356.740000,356.270000
1993.042000,357.210000,356.370000
1993.125000,357.550000,356.400000
1993.208000,357.960000,356.520000
1993.292000,358.430000,356.660000
1993.375000,358.380000,356.730000
1993.458000,357.340000,356.680000
1993.542000,355.720000,356.740000
1993.625000,354.440000,356.910000
1993.708000,354.470000,357.050000
1993.792000,355.710000,357.190000
1993.875000,356.950000,357.290000
1993.958000,357.850000,357.490000
1994.042000,358.480000,357.610000
1994.125000,359.010000,357.850000
1994.208000,359.360000,357.910000
1994.292000,359.710000,357.930000
1994.375000,359.740000,358.070000
1994.458000,358.810000,358.100000
1994.542000,357.280000,358.270000
1994.625000,356.060000,358.560000
1994.708000,356.020000,358.670000
1994.792000,357.260000,358.810000
1994.875000,358.690000,359.040000
1994.958000,359.550000,359.150000
1995.042000,360.130000,359.270000
1995.125000,360.610000,359.510000
1995.208000,361.080000,359.700000
1995.292000,361.550000,359.850000
1995.375000,361.470000,359.840000
1995.458000,360.610000,359.920000
1995.542000,358.990000,360
1995.625000,357.730000,360.200000
1995.708000,358.050000,360.640000
1995.792000,359.420000,360.890000
1995.875000,360.770000,361.040000
1995.958000,361.650000,361.200000
1996.042000,362.140000,361.230000
1996.125000,362.500000,361.330000
1996.208000,362.820000,361.400000
1996.292000,363.140000,361.420000
1996.375000,363.290000,361.680000
1996.458000,362.880000,362.230000
1996.542000,361.570000,362.610000
1996.625000,360.070000,362.570000
1996.708000,359.700000,362.310000
1996.792000,360.670000,362.150000
1996.875000,361.780000,362.090000
1996.958000,362.630000,362.190000
1997.042000,363.280000,362.340000
1997.125000,363.650000,362.470000
1997.208000,364.030000,362.620000
1997.292000,364.500000,362.810000
1997.375000,364.510000,362.930000
1997.458000,363.600000,362.970000
1997.542000,361.930000,362.960000
1997.625000,360.410000,362.890000
1997.708000,360.410000,363.010000
1997.792000,361.940000,363.420000
1997.875000,363.610000,363.890000
1997.958000,364.680000,364.220000
1998.042000,365.190000,364.260000
1998.125000,365.470000,364.310000
1998.208000,365.930000,364.530000
1998.292000,366.580000,364.910000
1998.375000,366.860000,365.330000
1998.458000,366.260000,365.670000
1998.542000,364.840000,365.880000
1998.625000,363.790000,366.280000
1998.708000,364.030000,366.610000
1998.792000,365.340000,366.780000
1998.875000,366.600000,366.850000
1998.958000,367.470000,366.970000
1999.042000,368.110000,367.180000
1999.125000,368.510000,367.370000
1999.208000,368.910000,367.520000
1999.292000,369.290000,367.640000
1999.375000,369.210000,367.700000
1999.458000,368.360000,367.790000
1999.542000,366.690000,367.740000
1999.625000,365.330000,367.780000
1999.708000,365.450000,367.990000
1999.792000,366.750000,368.180000
1999.875000,368.040000,368.270000
1999.958000,368.880000,368.360000
2000.042000,369.390000,368.470000
2000.125000,369.650000,368.510000
2000.208000,369.970000,368.570000
2000.292000,370.350000,368.670000
2000.375000,370.240000,368.720000
2000.458000,369.310000,368.780000
2000.542000,367.910000,369.050000
2000.625000,366.760000,369.270000
2000.708000,366.710000,369.250000
2000.792000,367.910000,369.310000
2000.875000,369.280000,369.440000
2000.958000,370.100000,369.540000
2001.042000,370.690000,369.790000
2001.125000,371.180000,370.030000
2001.208000,371.590000,370.170000
2001.292000,371.900000,370.220000
2001.375000,371.760000,370.240000
2001.458000,370.810000,370.280000
2001.542000,369.450000,370.560000
2001.625000,368.320000,370.790000
2001.708000,368.360000,370.880000
2001.792000,369.710000,371.110000
2001.875000,371.050000,371.250000
2001.958000,371.970000,371.460000
2002.042000,372.510000,371.560000
2002.125000,372.910000,371.640000
2002.208000,373.380000,371.860000
2002.292000,373.730000,371.960000
2002.375000,373.710000,372.140000
2002.458000,372.840000,372.300000
2002.542000,371.410000,372.540000
2002.625000,370.350000,372.890000
2002.708000,370.670000,373.290000
2002.792000,371.950000,373.440000
2002.875000,373.280000,373.580000
2002.958000,374.260000,373.800000
2003.042000,374.940000,373.940000
2003.125000,375.470000,374.130000
2003.208000,375.910000,374.340000
2003.292000,376.390000,374.590000
2003.375000,376.550000,374.950000
2003.458000,375.710000,375.170000
2003.542000,374.160000,375.310000
2003.625000,372.930000,375.510000
2003.708000,373.090000,375.770000
2003.792000,374.360000,375.890000
2003.875000,375.660000,375.990000
2003.958000,376.520000,376.090000
2004.042000,377.210000,376.230000
2004.125000,377.730000,376.410000
2004.208000,378.160000,376.560000
2004.292000,378.470000,376.680000
2004.375000,378.400000,376.820000
2004.458000,377.510000,376.960000
2004.542000,375.960000,377.150000
2004.625000,374.490000,377.130000
2004.708000,374.390000,377.060000
2004.792000,375.730000,377.230000
2004.875000,377.200000,377.490000
2004.958000,378.170000,377.690000
2005.042000,378.730000,377.750000
2005.125000,379.270000,377.950000
2005.208000,379.870000,378.260000
2005.292000,380.320000,378.510000
2005.375000,380.420000,378.800000
2005.458000,379.600000,379.010000
2005.542000,377.940000,379.110000
2005.625000,376.730000,379.370000
2005.708000,376.760000,379.470000
2005.792000,378.070000,379.640000
2005.875000,379.530000,379.860000
2005.958000,380.530000,380.050000
2006.042000,381.330000,380.320000
2006.125000,381.950000,380.580000
2006.208000,382.340000,380.700000
2006.292000,382.670000,380.840000
2006.375000,382.630000,380.970000
2006.458000,381.760000,381.140000
2006.542000,380.070000,381.270000
2006.625000,378.490000,381.210000
2006.708000,378.630000,381.400000
2006.792000,380.080000,381.670000
2006.875000,381.440000,381.760000
2006.958000,382.390000,381.910000
2007.042000,383.030000,382.010000
2007.125000,383.550000,382.140000
2007.208000,384.020000,382.360000
2007.292000,384.280000,382.450000
2007.375000,384.130000,382.500000
2007.458000,383.260000,382.690000
2007.542000,381.550000,382.820000
2007.625000,380.290000,383.060000
2007.708000,380.680000,383.460000
2007.792000,382.100000,383.650000
2007.875000,383.450000,383.730000
2007.958000,384.460000,383.960000
2008.042000,385.230000,384.210000
2008.125000,385.740000,384.360000
2008.208000,386.150000,384.510000
2008.292000,386.530000,384.720000
2008.375000,386.490000,384.860000
2008.458000,385.580000,385.020000
2008.542000,384.100000,385.420000
2008.625000,382.770000,385.570000
2008.708000,382.540000,385.290000
2008.792000,383.670000,385.150000
2008.875000,385.180000,385.400000
2008.958000,386.270000,385.740000
2009.042000,387.030000,385.980000
2009.125000,387.480000,386.060000
2009.208000,387.710000,386.050000
2009.292000,387.990000,386.180000
2009.375000,387.950000,386.350000
2009.458000,386.960000,386.450000
2009.542000,385.010000,386.430000
2009.625000,383.630000,386.500000
2009.708000,383.930000,386.660000
2009.792000,385.490000,386.910000
2009.875000,386.940000,387.120000
2009.958000,387.840000,387.280000
2010.042000,388.620000,387.610000
2010.125000,389.330000,387.940000
2010.208000,389.680000,388.030000
2010.292000,389.980000,388.170000
2010.375000,389.950000,388.350000
2010.458000,389.010000,388.510000
2010.542000,387.350000,388.740000
2010.625000,386.230000,389.040000
2010.708000,386.700000,389.400000
2010.792000,388.250000,389.670000
2010.875000,389.610000,389.800000
2010.958000,390.340000,389.790000
2011.042000,390.850000,389.820000
2011.125000,391.290000,389.870000
2011.208000,391.670000,390.030000
2011.292000,392.050000,390.240000
2011.375000,392.070000,390.450000
2011.458000,391.130000,390.630000
2011.542000,389.190000,390.560000
2011.625000,387.860000,390.640000
2011.708000,388.260000,390.980000
2011.792000,389.830000,391.290000
2011.875000,391.200000,391.420000
2011.958000,392.040000,391.530000
2012.042000,392.610000,391.560000
2012.125000,393.200000,391.790000
2012.208000,393.720000,392.080000
2012.292000,393.990000,392.190000
2012.375000,393.880000,392.270000
2012.458000,392.840000,392.360000
2012.542000,391,392.420000
2012.625000,389.890000,392.730000
2012.708000,390.550000,393.260000
2012.792000,392.160000,393.580000
2012.875000,393.560000,393.730000
2012.958000,394.390000,393.820000
2013.042000,395.070000,394.090000
2013.125000,395.690000,394.340000
2013.208000,396.290000,394.660000
2013.292000,396.740000,394.930000
2013.375000,396.750000,395.140000
2013.458000,395.960000,395.440000
2013.542000,394.470000,395.830000
2013.625000,393.230000,396.010000
2013.708000,393.210000,395.880000
2013.792000,394.510000,395.930000
2013.875000,395.960000,396.150000
2013.958000,396.870000,396.350000
2014.042000,397.510000,396.460000
2014.125000,397.970000,396.540000
2014.208000,398.270000,396.600000
2014.292000,398.630000,396.770000
2014.375000,398.690000,397.030000
2014.458000,397.720000,397.160000
2014.542000,396.130000,397.450000
2014.625000,395.020000,397.830000
2014.708000,395.120000,397.890000
2014.792000,396.380000,397.910000
2014.875000,397.860000,398.150000
2014.958000,398.830000,398.340000
2015.042000,399.560000,398.520000
2015.125000,400.120000,398.690000
2015.208000,400.570000,398.860000
2015.292000,400.960000,399.090000
2015.375000,400.910000,399.270000
2015.458000,400.060000,399.500000
2015.542000,398.380000,399.660000
2015.625000,397.070000,399.850000
2015.708000,397.340000,400.140000
2015.792000,398.800000,400.370000
2015.875000,400.360000,400.680000
2015.958000,401.660000,401.170000
2016.042000,402.610000,401.590000
2016.125000,403.250000,401.850000
2016.208000,403.840000,402.170000
2016.292000,404.360000,402.500000
2016.375000,404.400000,402.760000
2016.458000,403.620000,403.030000
2016.542000,402.100000,403.310000
2016.625000,400.780000,403.520000
2016.708000,400.950000,403.750000
2016.792000,402.400000,403.990000
2016.875000,403.760000,404.080000
2016.958000,404.670000,404.190000
2017.042000,405.330000,404.250000
2017.125000,405.910000,404.470000
2017.208000,406.320000,404.630000
2017.292000,406.600000,404.730000
2017.375000,406.640000,405
2017.458000,405.850000,405.280000
2017.542000,404.110000,405.370000
2017.625000,402.570000,405.390000
2017.708000,402.660000,405.500000
2017.792000,404.160000,405.740000
2017.875000,405.700000,406
2017.958000,406.750000,406.230000
2018.042000,407.530000,406.480000
2018.125000,408.230000,406.850000
2018.208000,408.770000,407.120000
2018.292000,409.070000,407.240000
2018.375000,408.930000,407.300000
2018.458000,408.060000,407.470000
2018.542000,406.490000,407.760000
2018.625000,405.110000,407.950000
2018.708000,405.180000,408.030000
2018.792000,406.650000,408.200000
2018.875000,408.120000,408.340000
2018.958000,409.190000,408.600000
2019.042000,409.920000,408.900000
2019.125000,410.340000,408.990000
2019.208000,410.890000,409.240000
2019.292000,411.330000,409.500000
2019.375000,411.340000,409.700000
2019.458000,410.530000,409.950000
2019.542000,408.880000,410.170000
2019.625000,407.640000,410.480000
2019.708000,407.920000,410.760000
2019.792000,409.440000,410.980000
2019.875000,410.870000,411.040000
2019.958000,411.760000,411.150000
2020.042000,412.430000,411.340000
2020.125000,412.950000,411.580000
2020.208000,413.440000,411.810000
2020.292000,413.860000,412.050000
2020.375000,413.810000,412.190000
2020.458000,412.880000,412.350000
2020.542000,411.170000,412.520000
2020.625000,409.730000,412.620000
2020.708000,410,412.850000
2020.792000,411.660000,413.180000
2020.875000,413.250000,413.380000
2020.958000,414.140000,413.460000
2021.042000,414.740000,413.700000
2021.125000,415.200000,413.900000
2021.208000,415.490000,413.900000
2021.292000,415.810000,414.020000
2021.375000,416.010000,414.410000
2021.458000,415.200000,414.680000
2021.542000,413.450000,414.820000
2021.625000,412.150000,415.020000
2021.708000,412.380000,415.200000
2021.792000,413.830000,415.300000
2021.875000,415.580000,415.620000
2021.958000,416.600000,415.870000
2022.042000,417.180000,416.030000
2022.125000,417.640000,416.220000
2022.208000,418.160000,416.520000
2022.292000,418.580000,416.750000
2022.375000,418.450000,416.830000
2022.458000,417.430000,416.920000
2022.542000,415.670000,417.050000
2022.625000,414.400000,417.320000
2022.708000,414.620000,417.500000
2022.792000,416.130000,417.650000
2022.875000,417.840000,417.980000
2022.958000,418.930000,418.240000
2023.042000,419.380000,418.240000
2023.125000,419.650000,418.230000
2023.208000,419.980000,418.350000
2023.292000,420.510000,418.680000
2023.375000,420.600000,418.990000
2023.458000,419.600000,419.100000
2023.542000,417.930000,419.310000
2023.625000,416.780000,419.690000
2023.708000,417.180000,420.060000
2023.792000,418.850000,420.380000
2023.875000,420.400000,420.540000
2023.958000,421.500000,420.810000
2024.042000,422.220000,421.070000
2024.125000,422.810000,421.400000
2024.208000,423.410000,421.780000
2024.292000,423.890000,422.060000
2024.375000,423.940000,422.330000
2024.458000,423.220000,422.720000
2024.542000,421.610000,422.980000
2024.625000,420.260000,423.170000
2024.708000,420.580000,423.470000
2024.792000,422.350000,423.870000
2024.875000,424.060000,424.200000
2024.958000,425.190000,424.510000
2025.042000,425.990000,424.840000
2025.125000,426.390000,424.970000
2025.208000,426.530000,424.890000
2025.292000,426.820000,424.990000
2025.375000,426.790000,425.180000
2025.458000,425.830000,425.320000
