"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric"
196806,19,1844,0,0,0
196807,26,1549,0,0,0
196808,19,1004,0,0,0
196809,21,1245,0,0,0
196810,17,1466,0,0,0
196811,22,1172,0,0,0
196812,23,1027,0,0,0
196901,279,10051,0,0,0
196902,41,1310,0,0,0
196903,36,2193,0,0,0
196904,47,2366,0,0,0
196905,42,2933,0,0,0
196906,48,2971,0,0,0
196907,38,2721,0,0,0
196908,39,1568,0,0,0
196909,51,2282,0,0,0
196910,43,3293,0,0,0
196911,23,2540,0,0,0
196912,46,2994,0,0,0
197001,303,7914,0,0,0
197002,29,584,0,0,0
197003,22,975,0,0,0
197004,31,1733,0,0,0
197005,48,2274,0,0,0
197006,46,2556,0,0,0
197007,37,2408,0,0,0
197008,26,1554,0,0,0
197009,31,2030,0,0,0
197010,43,2551,0,0,0
197011,53,2131,0,0,0
197012,47,1807,0,0,0
197101,393,12081,0,0,0
197102,52,1749,0,0,0
197103,58,2472,0,0,0
197104,53,3251,0,0,0
197105,58,3449,0,0,0
197106,55,3810,0,0,0
197107,68,3637,0,0,0
197108,57,2497,0,0,0
197109,55,2379,0,0,0
197110,58,2358,0,0,0
197111,42,2088,0,0,0
197112,28,1897,0,0,0
197201,334,13499,0,0,0
197202,53,2146,0,0,0
197203,59,2709,0,0,0
197204,63,2904,0,0,0
197205,42,2640,0,0,0
197206,97,4600,0,0,0
197207,46,3151,0,0,0
197208,75,2651,0,0,0
197209,69,3407,0,0,0
197210,69,3153,0,0,0
197211,57,2764,0,0,0
197212,67,2324,0,0,0
197301,603,16011,0,0,0
197302,80,2806,0,0,0
197303,95,4040,0,0,0
197304,71,3525,0,0,0
197305,98,4383,0,0,0
197306,73,4643,0,0,0
197307,71,4014,0,0,0
197308,96,3548,0,0,0
197309,71,3378,0,0,0
197310,89,3895,0,0,0
197311,96,3088,0,0,0
197312,76,1768,0,0,0
197401,613,16242,0,0,0
197402,113,3234,0,0,0
197403,120,4411,0,0,0
197404,136,4787,0,0,0
197405,157,4970,0,0,0
197406,143,4191,0,0,0
197407,119,4482,0,0,1
197408,121,3812,0,0,0
197409,133,4345,0,0,0
197410,142,4291,0,0,0
197411,133,3663,0,0,0
197412,99,3008,0,0,0
197501,788,19009,0,0,0
197502,140,4098,0,0,0
197503,147,4469,0,0,0
197504,157,6212,0,0,0
197505,170,6316,0,0,0
197506,159,6191,0,0,0
197507,124,5513,0,0,0
197508,97,4562,0,0,0
197509,130,6360,0,0,0
197510,159,7477,0,0,0
197511,143,5252,0,0,0
197512,117,4569,0,0,0
197601,583,21675,0,0,0
197602,103,6407,0,0,0
197603,125,8321,0,0,0
197604,134,7887,0,0,0
197605,144,8566,0,0,0
197606,202,10238,0,0,0
197607,162,8687,0,0,0
197608,100,7045,0,0,0
197609,127,8599,0,0,0
197610,155,8317,0,0,0
197611,143,7689,0,0,0
197612,119,6215,0,0,0
197701,478,22240,0,0,0
197702,143,8042,0,0,0
197703,176,12047,0,0,0
197704,150,10440,0,0,0
197705,210,12188,0,0,0
197706,187,13484,0,0,0
197707,147,9787,0,0,0
197708,172,8289,0,0,0
197709,163,10253,0,0,0
197710,166,9807,0,0,0
197711,173,9271,0,0,0
197712,172,9310,0,0,0
197801,409,12311,0,0,0
197802,194,5931,0,0,0
197803,242,6485,0,0,0
197804,187,7360,0,0,0
197805,179,6683,0,0,0
197806,183,6155,0,0,0
197807,152,4920,0,0,0
197808,138,4896,0,0,0
197809,171,5610,0,0,0
197810,216,5932,0,0,0
197811,255,5497,0,0,0
197812,229,3921,0,0,0
197901,404,8776,0,0,0
197902,203,5431,0,0,0
197903,235,7290,0,0,0
197904,291,6802,0,0,0
197905,487,9188,0,0,0
197906,416,8684,0,0,0
197907,432,6672,0,0,0
197908,508,6393,0,0,0
197909,389,7259,0,0,0
197910,501,9101,0,0,0
197911,388,7621,0,0,0
197912,556,5425,0,0,0
198001,614,8662,0,0,0
198002,389,6689,0,0,0
198003,409,7514,0,0,0
198004,370,7439,0,0,0
198005,409,8556,0,0,0
198006,436,8648,0,0,0
198007,451,7922,0,0,0
198008,396,6785,0,0,0
198009,389,7655,0,0,0
198010,590,9295,0,0,0
198011,469,6802,0,0,0
198012,450,5689,0,0,0
198101,646,8426,0,0,0
198102,692,8071,0,0,0
198103,838,8533,0,0,0
198104,862,8141,0,0,0
198105,796,9081,0,0,0
198106,792,9308,0,0,0
198107,819,9608,0,0,0
198108,647,6450,0,0,0
198109,743,7762,0,0,0
198110,858,9238,0,0,0
198111,741,8123,0,0,0
198112,493,6331,0,0,0
198201,855,9682,0,0,0
198202,636,8371,0,0,0
198203,676,9971,0,0,0
198204,608,9130,0,0,0
198205,572,8973,0,0,0
198206,832,11266,0,0,0
198207,785,10186,0,0,0
198208,595,7417,0,0,0
198209,902,10639,0,0,0
198210,798,10615,0,0,0
198211,672,9156,0,0,0
198212,508,5670,0,0,0
198301,857,9676,0,0,0
198302,694,8823,0,0,0
198303,783,10742,0,0,0
198304,622,8883,0,0,0
198305,652,9390,0,0,0
198306,706,10280,0,0,0
198307,550,8103,0,0,0
198308,532,7958,0,0,0
198309,538,9644,0,0,0
198310,558,10283,0,0,0
198311,528,8488,0,0,0
198312,504,5769,0,0,0
198401,540,8706,0,0,1
198402,472,7869,0,0,0
198403,586,9274,0,0,0
198404,435,8191,0,0,0
198405,492,10717,0,0,0
198406,475,9798,0,0,0
198407,380,9003,0,0,0
198408,311,8115,0,0,0
198409,389,8900,0,0,0
198410,585,11479,0,0,0
198411,438,9657,0,0,0
198412,375,7101,0,0,0
198501,490,11737,0,0,0
198502,464,10623,0,0,0
198503,610,13794,0,0,0
198504,436,12427,0,0,0
198505,574,15337,0,0,0
198506,489,14673,0,0,0
198507,594,14585,0,0,0
198508,526,12539,0,0,0
198509,581,13824,0,0,1
198510,826,18470,0,0,0
198511,731,15804,0,0,0
198512,713,11771,0,0,0
198601,848,16702,0,0,0
198602,753,16584,0,0,0
198603,273,14671,0,0,1
198604,356,18807,0,0,0
198605,429,20647,0,0,0
198606,480,16244,0,0,0
198607,374,12230,0,0,0
198608,242,9348,0,0,0
198609,449,12756,0,0,0
198610,537,13410,0,0,0
198611,452,9427,0,0,0
198612,507,8919,0,0,0
198701,310,10398,0,0,0
198702,239,9879,0,0,0
198703,293,11183,0,0,0
198704,273,10304,0,0,0
198705,313,11657,0,0,0
198706,412,11043,0,0,0
198707,396,10229,0,0,0
198708,269,6916,0,0,0
198709,346,9416,0,0,0
198710,336,10088,0,0,0
198711,326,8216,0,0,0
198712,383,7518,0,0,0
198801,348,8944,0,0,0
198802,255,6517,0,0,0
198803,411,6743,0,0,0
198804,235,6402,0,0,0
198805,235,6088,0,0,0
198806,252,6063,0,0,0
198807,243,5259,0,0,0
198808,211,4855,0,0,0
198809,208,5508,0,0,0
198810,175,5138,0,0,0
198811,197,4752,0,0,0
198812,162,3302,0,0,0
198901,195,4175,0,0,0
198902,154,3958,0,0,0
198903,177,4182,0,0,0
198904,204,5139,0,0,0
198905,199,4661,0,0,0
198906,248,5589,0,0,0
198907,253,4210,0,0,0
198908,238,4481,0,0,0
198909,259,4971,0,0,0
198910,254,5164,0,0,0
198911,292,5303,0,0,0
198912,283,4065,0,0,0
199001,339,5394,0,0,0
199002,255,4990,0,0,0
199003,360,5646,0,0,1
199004,339,4963,0,0,0
199005,427,6039,0,0,0
199006,424,5909,0,0,1
199007,402,4988,0,0,0
199008,418,4775,0,0,0
199009,403,4911,0,0,0
199010,451,5836,0,0,0
199011,449,5217,0,0,0
199012,368,3246,0,0,0
199101,469,4230,0,0,0
199102,386,3990,0,0,0
199103,432,4372,0,0,0
199104,426,5018,0,0,0
199105,606,4495,0,0,0
199106,638,4553,0,0,0
199107,591,4277,0,0,0
199108,469,3696,0,0,0
199109,557,4355,0,0,0
199110,715,5239,0,0,0
199111,669,4257,0,0,0
199112,427,2908,0,0,0
199201,605,5110,0,0,1
199202,584,4273,0,0,0
199203,801,5131,0,0,2
199204,666,4666,0,0,6
199205,712,5239,0,0,2
199206,827,5083,0,0,4
199207,892,5090,0,0,7
199208,745,3693,0,0,3
199209,945,4689,0,0,5
199210,1211,5008,0,0,5
199211,1043,4273,0,0,6
199212,1121,3974,0,0,1
199301,1640,4674,0,0,1
199302,891,3926,0,0,1
199303,884,4344,0,0,2
199304,911,4117,0,0,0
199305,891,4621,0,0,1
199306,1007,4438,0,0,0
199307,1313,5422,0,0,2
199308,903,4454,0,0,1
199309,1154,5031,0,0,0
199310,1284,5221,0,0,3
199311,1126,4878,0,0,0
199312,1060,4977,0,0,2
199401,1503,6470,0,0,1
199402,953,5290,0,0,13
199403,1222,6279,0,0,2
199404,1109,7130,0,0,0
199405,1063,7384,0,0,0
199406,1091,7666,0,0,0
199407,1204,7414,0,0,0
199408,864,5994,0,0,0
199409,960,7005,0,0,0
199410,1083,7097,0,0,1
199411,1094,7580,0,0,3
199412,977,5565,0,0,0
199501,1153,7429,0,0,0
199502,923,6509,0,0,0
199503,1361,8481,0,0,0
199504,933,6794,0,0,0
199505,1126,8920,0,0,0
199506,1142,8395,0,0,0
199507,993,8772,0,0,5
199508,784,7404,0,0,1
199509,844,7535,0,0,0
199510,887,8474,0,0,1
199511,1022,7600,0,0,0
199512,813,3782,0,0,0
199601,1243,9952,0,0,1
199602,1080,9650,0,0,0
199603,1306,11753,0,0,11
199604,1269,9974,0,0,2
199605,1478,11035,0,0,10
199606,1444,10215,0,0,0
199607,1515,11800,0,0,0
199608,1284,8296,0,0,0
199609,1145,8838,0,0,0
199610,1361,11556,0,0,15
199611,1490,9367,0,0,8
199612,1303,7697,0,0,1
199701,1617,10735,0,0,1
199702,1089,9239,0,0,1
199703,915,8466,0,0,0
199704,1229,12078,0,0,1
199705,1147,11254,0,0,2
199706,1215,11041,0,0,3
199707,1374,11690,0,0,3
199708,1035,8974,0,0,0
199709,1128,9480,0,0,0
199710,1341,10721,0,0,2
199711,1260,9646,0,0,10
199712,1223,9985,0,0,2
199801,1186,7683,0,0,1
199802,1002,7966,0,0,3
199803,1186,10838,0,0,0
199804,1191,10335,0,0,2
199805,1222,12187,0,0,2
199806,1170,11030,0,0,27
199807,1284,12183,0,0,3
199808,1081,8621,0,0,1
199809,1184,9088,0,0,0
199810,1174,8785,0,0,1
199811,1311,8382,0,0,0
199812,1071,5834,0,0,0
199901,1245,7693,0,0,7
199902,1022,7286,0,0,6
199903,1223,8887,0,0,18
199904,1039,8063,0,0,0
199905,1069,7702,0,0,3
199906,1247,8646,0,0,1
199907,1525,9509,0,0,13
199908,1109,6900,0,0,4
199909,1202,7833,0,0,6
199910,1168,8084,0,0,17
199911,1437,8280,0,0,6
199912,1359,6674,0,0,3
200001,1696,9015,0,0,10
200002,1226,7483,0,0,24
200003,1369,8704,0,0,24
200004,1113,7287,0,0,2
200005,1452,9320,0,0,34
200006,1247,8075,0,0,9
200007,1194,8606,0,0,17
200008,1123,7100,0,0,22
200009,994,6924,0,0,28
200010,1130,6987,0,0,5
200011,1487,6974,0,0,7
200012,1396,5991,0,0,8
200101,1657,7317,0,0,13
200102,1615,6365,0,0,2
200103,2108,8490,0,0,1
200104,1454,6842,0,0,4
200105,1445,8003,0,0,8
200106,1321,7192,0,0,6
200107,1540,7915,0,0,45
200108,1426,7048,0,0,19
200109,1231,6632,0,0,15
200110,1579,7359,0,0,23
200111,1648,6486,0,0,4
200112,1398,5048,0,0,1
200201,1556,6313,0,0,28
200202,1367,6157,0,0,51
200203,1410,6139,0,0,16
200204,1716,7605,0,0,11
200205,1647,6851,0,0,15
200206,1645,6208,0,0,3
200207,1810,7455,0,0,16
200208,1591,6180,0,0,7
200209,1457,6106,0,0,21
200210,1892,6815,0,0,5
200211,1754,5539,0,0,9
200212,1721,4164,0,0,7
200301,2005,5440,0,0,1
200302,1786,5319,0,0,1
200303,1945,5614,0,0,3
200304,1969,5669,0,0,4
200305,2388,6418,0,0,4
200306,2206,6233,0,0,2
200307,2497,6899,0,0,3
200308,2012,5319,0,0,1
200309,2182,6280,0,0,7
200310,2791,7088,0,0,3
200311,2620,6162,0,0,1
200312,2274,4718,0,0,1
200401,2443,6466,0,0,1
200402,2950,6418,0,0,3
200403,3346,8406,0,0,2
200404,2923,7190,0,0,6
200405,3174,6815,0,0,2
200406,3535,7017,0,0,9
200407,3332,7344,0,0,3
200408,2571,6140,0,0,0
200409,3507,6608,0,0,4
200410,3821,6860,0,0,1
200411,3809,7246,0,0,0
200412,4648,8728,0,0,1
200501,2839,4971,0,0,2
200502,3235,5670,0,0,0
200503,3808,6462,0,0,1
200504,4482,6421,0,0,0
200505,4294,6274,0,0,0
200506,4601,6205,0,0,1
200507,4492,6071,0,0,1
200508,4063,5284,0,0,0
200509,4618,5074,0,0,0
200510,4722,4890,0,0,0
200511,5339,4657,0,0,0
200512,5849,4978,0,0,0
200601,4568,3543,0,0,0
200602,4183,3990,0,0,0
200603,5688,5107,0,0,0
200604,4832,4310,0,0,0
200605,6197,5259,0,0,2
200606,5783,4797,0,0,0
200607,5972,5035,0,0,0
200608,5204,4355,0,0,0
200609,5300,4379,0,0,0
200610,5001,4471,0,0,5
200611,5008,4656,0,0,2
200612,6704,6466,0,0,4
200701,10372,2591,0,0,2
200702,7799,2564,0,0,0
200703,8874,3293,0,0,0
200704,6803,2734,0,0,1
200705,9483,3477,0,0,0
200706,9078,2764,1,0,0
200707,9971,2846,0,0,0
200708,8649,2827,0,0,2
200709,7650,2312,0,0,0
200710,9732,2668,0,0,0
200711,8370,2771,0,0,0
200712,8049,2166,0,0,0
200801,7571,2628,0,0,0
200802,8470,2608,0,0,4
200803,7592,2563,0,0,0
200804,9378,3140,0,0,0
200805,8253,2623,0,0,0
200806,7809,2538,0,0,5
200807,7344,2831,0,0,48
200808,5914,2345,1,0,33
200809,6412,2480,1,0,0
200810,6142,2602,0,0,0
200811,5360,1903,0,0,10
200812,6279,1889,0,0,65
200901,3776,1729,0,0,0
200902,4614,1851,0,0,28
200903,5703,2221,0,0,27
200904,5646,2191,1,0,14
200905,5768,2055,0,0,0
200906,6001,2013,0,0,5
200907,7334,2425,0,0,6
200908,5769,2457,0,0,7
200909,6973,2804,0,0,4
200910,7699,2724,0,0,8
200911,7538,2251,1,0,6
200912,8658,1898,0,0,5
201001,7137,2696,8,0,0
201002,6948,2327,6,0,0
201003,9067,2882,14,0,39
201004,8309,2819,21,0,40
201005,7753,2619,16,0,38
201006,8870,2735,19,0,17
201007,9270,2698,11,0,11
201008,8014,2654,20,0,55
201009,8608,2798,11,0,46
201010,8443,2406,4,0,38
201011,9446,2596,6,0,29
201012,8291,2110,9,0,25
201101,7554,2902,78,0,101
201102,8249,2406,53,0,117
201103,9856,3104,176,0,234
201104,9086,2527,156,0,129
201105,10714,2682,143,0,137
201106,8536,2137,102,0,78
201107,9085,2429,140,0,40
201108,8915,2608,166,0,131
201109,9167,2485,158,0,186
201110,9160,2329,116,0,193
201111,9746,2444,98,0,318
201112,9507,2034,65,0,215
201201,7836,2792,189,0,243
201202,7937,2867,90,0,294
201203,9318,3673,210,0,311
201204,7712,3167,199,0,253
201205,9061,3644,195,1,292
201206,7957,3032,321,2,247
201207,8245,3563,322,1,245
201208,7430,3667,596,29,407
201209,6923,3286,552,56,541
201210,7427,3894,784,146,399
201211,6968,4161,687,52,303
201212,6185,2717,374,26,224
201301,6579,4181,728,59,326
201302,6303,4016,843,35,328
201303,6304,3886,615,37,330
201304,7921,5475,731,18,469
201305,7004,4368,729,8,340
201306,6423,3981,617,16,357
201307,6441,4232,763,28,272
201308,6079,4185,860,28,675
201309,6306,4065,845,35,989
201310,6502,4457,1105,42,893
201311,5909,3913,838,15,1384
201312,6574,3151,490,18,1217
201401,5857,3520,893,67,1078
201402,5604,3420,758,143,1333
201403,6305,3947,774,268,2696
201404,6404,3891,740,188,1218
201405,6497,3935,843,126,1290
201406,5891,3564,772,88,1401
201407,5932,3677,810,114,1333
201408,5566,3422,692,135,1689
201409,5428,3674,983,196,1267
201410,6301,4107,1050,102,1362
201411,5529,3413,915,134,1392
201412,6929,3224,727,120,1490
201501,4625,2873,780,328,1868
201502,4673,2949,890,218,1879
201503,5984,3494,1041,360,3335
201504,5937,3576,963,587,1937
201505,5344,3477,877,802,1833
201506,6079,3930,860,1076,2581
201507,5329,4077,811,776,1732
201508,5010,4221,884,468,2140
201509,5014,3802,1037,526,2105
201510,5358,3881,1053,944,2034
201511,5012,3557,888,1061,2013
201512,5417,4129,630,822,1956
201601,4189,2904,1095,896,1876
201602,4279,3289,1233,1558,1914
201603,4343,3747,1348,2041,2572
201604,4652,4266,1322,2219,1962
201605,4287,4074,1573,1870,1407
201606,4683,4372,1433,1737,1888
201607,3854,3556,1047,1860,1101
201608,3993,3766,1910,1761,2001
201609,3836,3533,2064,1922,2609
201610,3615,3383,1438,1765,1841
201611,3836,3529,1533,1729,2542
201612,4887,3718,1450,1279,2299
201701,3173,3202,1808,2606,2272
201702,3307,2918,1715,2049,1850
201703,3557,3516,1890,1832,2801
201704,3706,3175,1421,1668,1676
201705,4341,3934,2149,2159,2168
201706,4017,3141,1610,2062,3925
201707,3132,3099,1755,2145,1819
201708,3397,3196,1780,2608,2738
201709,2656,2919,1562,2668,3806
201710,2687,2815,1774,2689,2652
201711,3018,3297,1692,3103,2678
201712,3073,3585,1358,3577,4401
201801,1954,2390,1237,1546,2122
201802,2303,2389,1214,2237,2191
201803,2656,2843,1188,2667,5339
201804,3231,3624,1573,2548,3542
201805,2897,3402,1837,2600,2902
201806,2947,3712,1802,3996,3958
201807,2579,2540,1262,1475,2284
201808,3383,3610,1730,1953,4149
201809,1578,1671,1231,1584,4792
201810,1913,2138,1399,1968,4493
201811,2197,2091,1161,1913,5080
201812,2627,1689,1015,2030,5129
201901,1661,1663,1067,1294,3378
201902,1960,2051,1265,1411,4489
201903,2166,2169,1532,2032,10690
201904,2510,2245,1354,1138,4447
201905,2852,2304,2455,1444,4640
201906,2544,2312,2084,1440,7401
201907,2222,1639,1412,943,3478
201908,2522,2244,1699,1205,4707
201909,1578,1100,1520,1136,6069
201910,1805,1106,1668,2361,3738
201911,1624,881,1650,2272,3692
201912,2414,1385,1488,2594,3413
202001,1078,856,1544,1918,4223
202002,1207,813,1372,1909,5137
202003,1341,713,1182,2391,6955
202004,1159,613,795,1497,3665
202005,1453,671,1196,1802,3443
202006,2030,1067,1483,2546,5012
202007,1772,767,1120,2281,4404
202008,1302,964,1251,1880,5698
202009,1015,649,1471,3131,9549
202010,837,481,1558,2372,7870
202011,739,430,1450,2983,7030
202012,921,361,1476,4193,13698
202101,677,295,1085,2873,5458
202102,819,331,1224,3381,5069
202103,953,334,1350,4380,8610
202104,992,403,1574,3317,7220
202105,948,275,1564,3223,8496
202106,1339,360,1921,4140,13168
202107,786,278,969,2166,6718
202108,771,486,1055,2599,11802
202109,564,253,927,2508,13932
202110,436,190,786,2227,8104
202111,465,174,799,2650,11266
202112,707,349,1077,4701,13786
202201,271,70,490,539,6654
202202,468,187,606,852,6153
202203,579,185,774,947,13969
202204,536,239,1020,982,7193
202205,647,190,1171,1375,8440
202206,838,205,802,1666,11709
202207,545,148,780,890,5117
202208,603,184,1127,1394,9243
202209,514,196,1017,1669,11371
202210,531,152,1125,1127,9723
202211,462,138,1587,1500,15908
202212,916,372,2387,3150,32692
202301,175,15,293,182,1236
202302,278,60,479,520,6183
202303,496,112,1293,837,16811
202304,461,73,460,703,7470
202305,490,102,1114,1093,10772
202306,674,119,959,1354,12799
202307,355,62,510,613,6144
202308,440,72,754,724,9248
202309,288,40,513,617,9000
202310,284,44,551,636,7516
202311,244,29,753,940,8440
202312,384,82,850,1954,8957
202401,140,14,198,94,4716
202402,247,24,374,147,6647
202403,332,37,608,210,8709
202404,501,55,622,178,10050
202405,692,42,1352,546,7894
202406,564,25,2223,931,13992
202407,377,26,192,153,5938
202408,299,27,299,161,10480
202409,240,18,183,147,12495
202410,357,25,249,178,10862
202411,293,16,344,154,10932
202412,331,28,1075,594,11667
202501,160,11,158,95,8954
202502,145,37,154,136,8477
202503,238,101,563,1210,11192
202504,165,25,98,56,10942
202505,174,53,497,152,13384
202506,142,57,223,152,17799
