"Year","BLUE","H&C2023","OSCAR"
1998,2.048286,-29.501759,-3.506082
1999,16.506906,-16.628991,35.234819
2000,11.117858,-30.551934,35.338144
2001,-27.358941,-31.231460,-2.220640
2002,-24.944219,-35.771046,-26.361784
2003,-19.702171,-38.453607,-28.103540
2004,-20.234330,-42.466786,-31.086072
2005,-20.561305,-44.285412,-41.083809
2006,-12.986608,-41.323801,-34.349963
2007,-14.505593,-41.802686,-37.795882
2008,-7.822860,-37.517748,-35.357637
2009,-10.210945,-38.404985,-35.548971
2010,-8.130233,-36.766628,-40.676482
2011,-5.766733,-34.696101,-40.663438
2012,-4.515220,-33.570667,-40.116770
2013,-0.644681,-31.707633,-37.908513
2014,-0.313382,-30.164063,-35.776468
2015,-0.877858,-27.215899,-36.627213
2016,-0.597305,-25.770231,-39.216195
2017,1.606737,-23.886825,-35.007285
2018,1.936277,-18.271379,-33.801169
2019,2.682048,-16.634304,-32.351435
2020,2.755108,-16.570550,-31.859396
2021,2.575279,-16.822487,-32.504150
2022,2.565240,-16.826077,-33.051295
