"Year","BLUE","H&C2023","OSCAR"
2004,16.652404,-13.371621,10.358018
2005,-9.407503,-14.784093,7.971032
2006,-31.686822,-18.331908,6.746523
2007,-37.518737,-20.766270,5.102816
2008,-38.020522,-25.937529,3.230366
2009,-26.326646,-29.324568,5.327016
2010,-45.885444,-32.897041,3.415654
2011,-29.196767,-34.540638,3.747832
2012,-29.755894,-35.407064,3.708884
2013,-19.845763,-35.460522,1.615311
2014,-23.968129,-33.334156,2.660687
2015,-18.038605,-32.639498,3.191820
2016,-19.064561,-31.143340,2.390613
2017,-14.010843,-29.873911,1.076410
2018,-40.356725,-30.442930,2.420658
2019,-36.066401,-30.809220,1.698594
2020,-34.924369,-31.701368,0.185838
2021,-34.240190,-31.702687,0.063717
2022,-33.373800,-31.702687,0.083393
