"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
201804,5.080913,1.795116,0.939080,
201805,4.821435,1.977333,0.694237,
201806,4.637417,1.919947,0.679128,
201807,4.851955,1.955628,0.677292,
201808,5.570712,1.988995,0.674879,
201809,4.984942,1.792949,0.801261,
201810,5.457342,2.092117,1.325730,
201811,5.475313,1.982076,1.848362,
201812,5.633716,1.722585,2.248442,
201901,5.166761,1.688942,2.588201,
201902,5.236667,1.634593,2.013149,
201903,5.578218,1.865433,1.698044,
201904,4.974516,1.891917,1.223092,
201905,4.559811,1.958318,1.126017,
201906,4.231073,1.907079,0.784635,
201907,4.022050,1.993339,0.795636,
201908,4.415509,2.004910,0.789432,
201909,4.448472,1.928420,0.968047,
201910,4.798304,2.027171,1.439401,
201911,4.996479,1.863533,1.818372,
201912,5.040426,1.683802,2.116794,
202001,5.346785,1.709600,2.405139,
202002,4.697872,1.723104,1.941534,
202003,4.715675,1.618377,1.815954,
202004,3.938771,1.343558,1.149609,
202005,3.401532,1.655473,0.987573,
202006,3.204523,1.776171,0.817844,
202007,2.949180,2.004426,0.841525,
202008,3.576957,1.984736,0.798063,
202009,3.677766,1.989550,0.840729,
202010,4.370648,1.903734,1.481794,
202011,4.761098,1.812349,2.033148,
202012,5.085858,1.543791,2.334742,
202101,4.873836,1.503460,2.580023,
202102,4.197606,1.518014,2.366314,
202103,4.664829,1.609438,2.199816,
202104,3.987375,1.698353,1.774447,
202105,3.382668,1.895608,1.187619,
202106,3.299306,1.970383,0.834367,
202107,3.704482,2.121945,0.790554,
202108,4.045353,2.158792,0.748829,
202109,4.074358,2.122423,0.878780,
202110,4.991090,2.187470,1.419207,
202111,5.186953,1.980066,1.989224,
202112,4.998194,1.763000,2.275364,
202201,5.009261,1.769559,2.308453,
202202,4.594229,1.747039,1.833483,
202203,4.821828,1.948400,1.863401,
202204,4.075084,1.717660,1.422449,
202205,3.960824,1.880075,0.810303,
202206,4.019576,2.012266,0.704386,
202207,4.139066,1.882417,0.641612,
202208,4.275828,1.999009,0.641494,
202209,4.182622,2.002101,0.828373,
202210,4.480986,2.119866,1.108254,
202211,4.536303,1.961128,1.601810,
202212,4.813507,1.802728,2.041283,
202301,4.710986,1.702808,1.837425,
202302,4.193187,1.758718,1.779088,
202303,4.011139,1.992901,1.588849,
202304,3.670729,1.815443,1.258747,
202305,2.883692,2.059694,0.764618,
202306,2.479334,2.071288,0.663543,
202307,3.040541,2.160215,0.599038,
202308,3.220451,1.987523,0.598436,
202309,3.630268,2.024930,0.643752,
202310,3.978241,2.000319,0.980348,
202311,3.526841,1.979978,1.519805,
202312,3.717317,1.798139,1.825723,
202401,3.507381,1.869540,2.193580,
202402,3.378038,1.785435,1.483883,
202403,3.084753,1.956888,1.392677,
202404,2.451775,2.041671,0.986439,
202405,2.530014,2.026750,0.687359,
202406,2.331450,1.975792,0.635505,
202407,2.568171,2.099055,0.564556,
202408,2.638226,2.050839,0.598733,
202409,2.899199,2.067574,0.701202,
202410,3.461335,2.196783,1.186170,
202411,3.842158,2.136284,1.808164,
202412,3.604475,1.830387,1.977671,
202501,3.712452,1.774943,2.194844,
202502,3.594179,1.762217,2.010186,
202503,3.651408,2.004691,1.573893,
202504,3.212161,1.970073,1.057918,
202505,2.445834,1.959837,0.879433,
202506,2.090724,2.078796,0.628688,
202507,2.745138,2.175316,0.617056,
202508,2.333118,2.063303,0.568021,
202509,2.224381,2.108752,0.674884,
202510,3.264249,2.065558,1.308766,
202511,3.455204,2.056662,1.698785,
202512,3.514304,1.861266,1.966639,
202601,3.709855,1.816702,2.588778,
202602,3.494722,1.809117,1.943718,
202603,3.875063,2.139316,1.510042,
202604,3.026009,1.909584,1.158837,
202605,2.605314,2.019440,0.762933,
202606,2.540484,2.136769,0.667974,
202607,,2.298625,0.616993,
202608,,,0.285253,
202609,,,,
202610,,,,
202611,,,,
202612,,,,
