"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
2003,,,,128.075362,128.075358,125.880826,126.318195,124.631891,124.507216,125.883587,125.510872,126.599573,125.590286,126.158049,126.092528,127.048374,127.376020,127.382803,127.413414,127.478649,127.571697,127.571891,127.591673,127.646134
2004,,,,127.297226,127.297233,126.604938,127.032649,125.734287,125.048823,127.390868,126.509639,127.570630,126.331755,126.883316,126.838974,127.759325,128.110185,128.113811,128.169219,128.247534,128.291628,128.291814,128.313663,128.366129
2005,,,,,125.932028,125.943168,126.375319,125.240085,124.566867,127.211940,125.744391,126.155764,124.040975,124.596538,124.558948,125.294531,125.671317,125.671942,125.678621,125.688561,125.690737,125.690859,125.713452,125.766103
2006,,,,,,127.917960,128.615329,126.284757,125.359966,128.939399,127.127705,126.957977,125.340296,125.929802,125.889259,126.380291,126.447336,126.449455,126.493458,126.566097,126.555141,126.537099,126.532559,126.585519
2007,,,,,,,129.949917,126.407174,126.050686,128.971059,127.346269,127.237236,126.337270,126.939563,127.402862,128.180734,128.260880,128.264330,128.307200,128.369906,128.382088,128.366404,128.363635,128.416747
2008,,,,,,,,120.760750,120.433415,123.921179,122.004674,121.731454,121.212680,121.805179,122.315935,122.933868,122.973819,122.941373,122.995055,122.912256,122.951001,122.934900,122.927724,122.978812
2009,,,,,,,,,113.388290,116.012506,114.427739,114.471946,113.369486,113.985700,114.684104,115.255284,115.223653,115.193743,115.238793,115.013223,114.999012,114.982539,114.972076,115.020884
2010,,,,,,,,,,120.038726,118.005006,117.141139,115.033969,115.770775,116.159335,117.495552,117.459825,117.500712,117.603433,117.482148,117.490709,117.476262,117.464092,117.509067
2011,,,,,,,,,,,114.296491,115.069256,113.284331,114.125608,114.037617,115.023302,115.005466,115.060259,115.167624,115.185836,115.201992,115.189178,115.178142,115.229626
2012,,,,,,,,,,,,111.301871,109.011192,109.863704,110.621246,110.914080,110.904824,110.955165,111.289362,111.280674,111.298443,111.287347,111.275535,111.321849
2013,,,,,,,,,,,,,106.067069,106.491266,107.102928,106.401192,106.376577,106.427459,106.525802,106.711393,106.732696,106.722488,106.710087,106.760871
2014,,,,,,,,,,,,,,101.154384,102.799183,104.060307,104.014522,104.049880,104.094900,104.228848,104.256198,104.246040,104.232564,104.273604
2015,,,,,,,,,,,,,,,103.769750,104.784558,104.786436,104.815377,104.864605,104.995655,105.022272,105.000922,104.989707,105.023183
2016,,,,,,,,,,,,,,,,106.543295,106.599138,106.629020,106.685441,106.655719,106.680871,106.648404,106.636419,106.661542
2017,,,,,,,,,,,,,,,,,105.607268,105.641726,107.612791,107.747749,107.776571,107.745840,107.735534,107.777558
2018,,,,,,,,,,,,,,,,,,104.411211,106.131600,106.337972,106.358386,106.335545,106.322056,106.363458
2019,,,,,,,,,,,,,,,,,,,100.812345,101.012964,101.032686,101.008819,100.997499,101.037170
2020,,,,,,,,,,,,,,,,,,,,91.853879,91.697363,91.673765,91.661457,91.709056
2021,,,,,,,,,,,,,,,,,,,,,96.665225,96.645177,96.629409,96.657289
2022,,,,,,,,,,,,,,,,,,,,,,95.107761,95.039675,95.069666
2023,,,,,,,,,,,,,,,,,,,,,,,83.232243,83.259414
2024,,,,,,,,,,,,,,,,,,,,,,,,77.221895
