"Year","deforestation_tot mean","deforestation_tot min","deforestation_tot max","forest_regrowth_tot mean","forest_regrowth_tot min","forest_regrowth_tot max","wood_harvest mean","wood_harvest min","wood_harvest max","other_transitions mean","other_transitions min","other_transitions max","peat_emissions mean","peat_emissions min","peat_emissions max"
1979,5.656767,4.386248,6.756233,-3.172539,-3.895052,-2.527647,1.075512,-0.730089,2.321694,0.680139,0.417000,1.132176,0.446886,0.199725,0.616541
1980,5.717874,4.373497,6.882421,-3.169763,-3.870466,-2.550950,1.090196,-0.704551,2.346132,0.648015,0.447448,1.063000,0.681199,0.524392,0.833157
1981,5.676782,4.435492,6.744508,-3.174425,-3.858778,-2.574839,1.089545,-0.691287,2.355732,0.650781,0.448913,1.070511,0.587254,0.515745,0.689015
1982,5.559250,4.500418,6.455565,-3.180031,-3.854455,-2.600194,1.086962,-0.690591,2.352544,0.554061,0.292387,1.003753,0.523451,0.259668,0.721039
1983,5.685923,4.608616,6.626124,-3.189805,-3.829723,-2.622398,1.082107,-0.681980,2.344887,0.637252,0.470384,0.966343,0.569471,0.359841,0.726315
1984,6.232876,4.733595,7.560004,-3.186361,-3.805394,-2.640718,1.099255,-0.688612,2.351519,0.656754,0.407913,1.071610,0.836564,0.654867,0.978654
1985,5.921006,4.702451,6.933937,-3.187561,-3.782824,-2.656583,1.109358,-0.671611,2.349613,0.628871,0.315983,1.074541,0.819295,0.687476,0.959931
1986,6.160805,4.754113,7.331884,-3.203508,-3.761059,-2.675892,1.110384,-0.669669,2.374052,0.615057,0.302500,0.960994,0.844442,0.720123,1.047025
1987,6.081965,4.936800,6.937454,-3.227205,-3.754061,-2.697876,1.133990,-0.644095,2.401862,0.553612,0.191591,0.920580,0.797457,0.663440,0.976200
1988,5.939353,4.977984,6.779719,-3.236713,-3.764943,-2.725503,1.152566,-0.629988,2.458874,0.515158,0.196793,0.867635,0.800621,0.613867,1.002654
1989,5.758901,4.944238,6.736117,-3.246020,-3.773480,-2.759395,1.182446,-0.584628,2.495697,0.503021,0.256883,0.814947,0.754967,0.409342,1.037608
1990,5.762098,4.888839,6.880369,-3.307887,-3.868708,-2.810838,1.215266,-0.561508,2.554211,0.557697,0.418136,0.753172,0.749422,0.414765,0.982905
1991,5.858736,4.959993,6.893083,-3.357854,-3.961810,-2.864955,1.253967,-0.520032,2.613641,0.520380,0.434367,0.726095,0.694768,0.322249,0.901417
1992,6.080610,5.291402,6.873737,-3.390382,-3.984747,-2.923286,1.219416,-0.500649,2.483276,0.497516,0.371346,0.658934,0.850854,0.618960,1.062926
1993,6.128342,5.113185,7.013189,-3.413785,-3.992075,-2.982936,1.167131,-0.492845,2.348734,0.432141,0.310084,0.590197,0.660021,0.190052,0.908892
1994,6.948465,6.466923,7.386917,-3.458706,-4.041978,-3.007118,1.111621,-0.510102,2.253543,0.366281,0.201337,0.555682,0.921704,0.810074,1.064209
1995,6.778263,5.945719,7.634970,-3.510259,-4.098587,-3.036064,1.074193,-0.487825,2.209685,0.325427,0.100797,0.515671,0.764799,0.397617,0.990306
1996,6.897251,6.155593,7.677143,-3.511733,-4.076969,-3.027600,1.056478,-0.457377,2.178028,0.311138,0.006962,0.474415,1.259366,0.915634,1.817820
1997,7.059127,6.326152,7.856715,-3.549592,-4.095216,-3.028296,1.029923,-0.429641,2.141132,0.181176,-0.024952,0.453200,2.685944,2.519660,2.828571
1998,7.631425,6.804011,8.210218,-3.609553,-4.132406,-3.054823,1.011933,-0.378088,2.114384,0.203187,-0.101420,0.506878,0.907475,0.793183,1.039367
1999,7.535382,6.768214,8.374475,-3.638233,-4.196819,-3.077907,1.010073,-0.353100,2.120100,0.154328,-0.130512,0.551102,0.941355,0.829493,1.003350
2000,7.165126,6.247193,8.241692,-3.691324,-4.291533,-3.101796,1.040347,-0.311916,2.178285,0.136301,-0.202326,0.538645,0.646757,0.372006,0.789189
2001,6.827818,5.809602,8.085898,-3.741356,-4.355580,-3.110956,1.023108,-0.282934,2.159488,0.013099,-0.398753,0.481999,0.642592,0.274140,0.832864
2002,6.852999,6.020721,8.097513,-3.803717,-4.427248,-3.146460,1.038204,-0.263918,2.175463,0.118347,-0.200274,0.489913,0.922290,0.500649,1.134448
2003,7.745861,6.123460,8.407817,-3.858421,-4.486641,-3.180792,1.075100,-0.271869,2.227675,0.263762,-0.162755,0.620022,0.849352,0.740531,0.950185
2004,6.993999,6.063920,8.411005,-3.880066,-4.478141,-3.168224,1.103844,-0.251131,2.221593,0.256416,-0.187157,0.610569,0.929789,0.761196,1.053840
2005,6.748603,5.875224,8.135106,-3.924978,-4.524124,-3.176065,1.101453,-0.240908,2.190266,0.170916,-0.178217,0.510798,0.794978,0.445396,1.019764
2006,6.524036,5.334015,8.106270,-3.970723,-4.571756,-3.207832,1.107591,-0.244132,2.180593,0.186827,-0.144398,0.503580,1.484445,1.400088,1.609485
2007,6.554566,5.360139,8.113488,-4.000859,-4.583444,-3.218971,1.129510,-0.228524,2.202687,0.206219,-0.123990,0.470384,0.705149,0.479471,0.833743
2008,6.645452,5.497539,8.164418,-4.012034,-4.611804,-3.214354,1.129428,-0.226252,2.186748,0.340477,-0.021728,0.648748,0.776976,0.653108,0.872582
2009,6.752862,5.549201,8.219341,-4.055324,-4.716374,-3.212962,1.082300,-0.233470,2.127721,0.355060,0.067491,0.610532,1.139089,1.026030,1.217584
2010,6.972885,5.940993,8.451236,-4.170099,-4.850623,-3.328084,1.102910,-0.260584,2.200122,0.612254,0.226728,0.912336,0.969983,0.807326,1.226194
2011,6.847567,5.626145,8.493445,-4.185744,-4.846703,-3.340982,1.123676,-0.247833,2.243064,0.541228,0.161802,0.821615,0.951553,0.813005,1.100372
2012,7.021122,6.125988,8.471241,-4.194859,-4.909284,-3.322479,1.167973,-0.235522,2.323159,0.464485,0.151726,0.741923,1.193182,0.942857,1.486778
2013,6.816368,5.558288,8.500700,-4.218006,-4.969923,-3.322808,1.119993,-0.218631,2.260578,0.451203,0.162792,0.723787,0.946582,0.900428,1.032039
2014,6.876861,5.705068,8.497585,-4.283839,-5.067752,-3.379527,1.078159,-0.212952,2.133071,0.469679,0.142493,0.705064,1.255311,1.188675,1.362678
2015,6.765539,5.457381,8.556173,-4.315881,-5.193244,-3.375790,1.014497,-0.219987,2.216793,0.402674,0.102409,0.593934,1.664775,1.556321,1.803751
2016,6.589731,5.268502,8.503997,-4.354078,-5.255055,-3.396821,0.972554,-0.239589,2.339977,0.382870,-0.001136,0.584921,0.815167,0.744158,0.863165
2017,6.597014,5.389378,8.461239,-4.382336,-5.294773,-3.417083,0.937215,-0.219840,2.311471,0.347228,-0.043638,0.552824,0.731884,0.523256,0.845798
2018,6.276276,4.847728,8.368906,-4.389609,-5.347058,-3.395905,0.978627,-0.202583,2.427730,0.194155,-0.104131,0.368305,0.785268,0.586387,0.887348
2019,6.101476,4.622356,8.284707,-4.423318,-5.440564,-3.396638,0.992688,-0.132930,2.466568,0.188788,-0.147732,0.361783,0.927114,0.467160,1.161781
2020,6.049685,4.574577,8.295223,-4.445833,-5.504977,-3.390482,1.004724,-0.066318,2.471331,0.137904,-0.172794,0.269377,0.692520,0.397251,0.844222
2021,6.178823,5.037414,8.358024,-4.445082,-5.518570,-3.378904,1.031077,-0.066318,2.485218,0.147421,-0.172794,0.287441,0.640553,0.283044,0.835758
2022,6.077971,4.735683,8.375281,-4.444359,-5.533300,-3.366190,1.041529,-0.066318,2.482800,0.140093,-0.172794,0.289309,0.725826,0.535604,0.831801
2023,6.082002,4.721394,8.367440,-4.469604,-5.650804,-3.354942,1.047464,-0.066318,2.467374,0.139809,-0.172794,0.289676,0.825243,0.635044,0.931206
