"YYYYMM","Country","Fuel","Value"
198204,"Norway","Petrol",9130
198204,"Norway","NonPluginHybrid",0
198204,"Norway","PluginHybrid",0
198204,"Norway","BatteryElectric",0
198205,"Norway","Diesel",572
198205,"Norway","Petrol",8973
198205,"Norway","NonPluginHybrid",0
198205,"Norway","PluginHybrid",0
198205,"Norway","BatteryElectric",0
198206,"Norway","Diesel",832
198206,"Norway","Petrol",11266
198206,"Norway","NonPluginHybrid",0
198206,"Norway","PluginHybrid",0
198206,"Norway","BatteryElectric",0
198207,"Norway","Diesel",785
198207,"Norway","Petrol",10186
198207,"Norway","NonPluginHybrid",0
198207,"Norway","PluginHybrid",0
198207,"Norway","BatteryElectric",0
198208,"Norway","Diesel",595
198208,"Norway","Petrol",7417
198208,"Norway","NonPluginHybrid",0
198208,"Norway","PluginHybrid",0
198208,"Norway","BatteryElectric",0
198209,"Norway","Diesel",902
198209,"Norway","Petrol",10639
198209,"Norway","NonPluginHybrid",0
198209,"Norway","PluginHybrid",0
198209,"Norway","BatteryElectric",0
198210,"Norway","Diesel",798
198210,"Norway","Petrol",10615
198210,"Norway","NonPluginHybrid",0
198210,"Norway","PluginHybrid",0
198210,"Norway","BatteryElectric",0
198211,"Norway","Diesel",672
198211,"Norway","Petrol",9156
198211,"Norway","NonPluginHybrid",0
198211,"Norway","PluginHybrid",0
198211,"Norway","BatteryElectric",0
198212,"Norway","Diesel",508
198212,"Norway","Petrol",5670
198212,"Norway","NonPluginHybrid",0
198212,"Norway","PluginHybrid",0
198212,"Norway","BatteryElectric",0
198301,"Norway","Diesel",857
198301,"Norway","Petrol",9676
198301,"Norway","NonPluginHybrid",0
198301,"Norway","PluginHybrid",0
198301,"Norway","BatteryElectric",0
198302,"Norway","Diesel",694
198302,"Norway","Petrol",8823
198302,"Norway","NonPluginHybrid",0
198302,"Norway","PluginHybrid",0
198302,"Norway","BatteryElectric",0
198303,"Norway","Diesel",783
198303,"Norway","Petrol",10742
198303,"Norway","NonPluginHybrid",0
198303,"Norway","PluginHybrid",0
198303,"Norway","BatteryElectric",0
198304,"Norway","Diesel",622
198304,"Norway","Petrol",8883
198304,"Norway","NonPluginHybrid",0
198304,"Norway","PluginHybrid",0
198304,"Norway","BatteryElectric",0
198305,"Norway","Diesel",652
198305,"Norway","Petrol",9390
198305,"Norway","NonPluginHybrid",0
198305,"Norway","PluginHybrid",0
198305,"Norway","BatteryElectric",0
198306,"Norway","Diesel",706
198306,"Norway","Petrol",10280
198306,"Norway","NonPluginHybrid",0
198306,"Norway","PluginHybrid",0
198306,"Norway","BatteryElectric",0
198307,"Norway","Diesel",550
198307,"Norway","Petrol",8103
198307,"Norway","NonPluginHybrid",0
198307,"Norway","PluginHybrid",0
198307,"Norway","BatteryElectric",0
198308,"Norway","Diesel",532
198308,"Norway","Petrol",7958
198308,"Norway","NonPluginHybrid",0
198308,"Norway","PluginHybrid",0
198308,"Norway","BatteryElectric",0
198309,"Norway","Diesel",538
198309,"Norway","Petrol",9644
198309,"Norway","NonPluginHybrid",0
198309,"Norway","PluginHybrid",0
198309,"Norway","BatteryElectric",0
198310,"Norway","Diesel",558
198310,"Norway","Petrol",10283
198310,"Norway","NonPluginHybrid",0
198310,"Norway","PluginHybrid",0
198310,"Norway","BatteryElectric",0
198311,"Norway","Diesel",528
198311,"Norway","Petrol",8488
198311,"Norway","NonPluginHybrid",0
198311,"Norway","PluginHybrid",0
198311,"Norway","BatteryElectric",0
198312,"Norway","Diesel",504
198312,"Norway","Petrol",5769
198312,"Norway","NonPluginHybrid",0
198312,"Norway","PluginHybrid",0
198312,"Norway","BatteryElectric",0
198401,"Norway","Diesel",540
198401,"Norway","Petrol",8706
198401,"Norway","NonPluginHybrid",0
198401,"Norway","PluginHybrid",0
198401,"Norway","BatteryElectric",1
198402,"Norway","Diesel",472
198402,"Norway","Petrol",7869
198402,"Norway","NonPluginHybrid",0
198402,"Norway","PluginHybrid",0
198402,"Norway","BatteryElectric",0
198403,"Norway","Diesel",586
198403,"Norway","Petrol",9274
198403,"Norway","NonPluginHybrid",0
198403,"Norway","PluginHybrid",0
198403,"Norway","BatteryElectric",0
198404,"Norway","Diesel",435
198404,"Norway","Petrol",8191
198404,"Norway","NonPluginHybrid",0
198404,"Norway","PluginHybrid",0
198404,"Norway","BatteryElectric",0
198405,"Norway","Diesel",492
198405,"Norway","Petrol",10717
198405,"Norway","NonPluginHybrid",0
198405,"Norway","PluginHybrid",0
198405,"Norway","BatteryElectric",0
198406,"Norway","Diesel",475
198406,"Norway","Petrol",9798
198406,"Norway","NonPluginHybrid",0
198406,"Norway","PluginHybrid",0
198406,"Norway","BatteryElectric",0
198407,"Norway","Diesel",380
198407,"Norway","Petrol",9003
198407,"Norway","NonPluginHybrid",0
198407,"Norway","PluginHybrid",0
198407,"Norway","BatteryElectric",0
198408,"Norway","Diesel",311
198408,"Norway","Petrol",8115
198408,"Norway","NonPluginHybrid",0
198408,"Norway","PluginHybrid",0
198408,"Norway","BatteryElectric",0
198409,"Norway","Diesel",389
198409,"Norway","Petrol",8900
198409,"Norway","NonPluginHybrid",0
198409,"Norway","PluginHybrid",0
198409,"Norway","BatteryElectric",0
198410,"Norway","Diesel",585
198410,"Norway","Petrol",11479
198410,"Norway","NonPluginHybrid",0
198410,"Norway","PluginHybrid",0
198410,"Norway","BatteryElectric",0
198411,"Norway","Diesel",438
198411,"Norway","Petrol",9657
198411,"Norway","NonPluginHybrid",0
198411,"Norway","PluginHybrid",0
198411,"Norway","BatteryElectric",0
198412,"Norway","Diesel",375
198412,"Norway","Petrol",7101
198412,"Norway","NonPluginHybrid",0
198412,"Norway","PluginHybrid",0
198412,"Norway","BatteryElectric",0
198501,"Norway","Diesel",490
198501,"Norway","Petrol",11737
198501,"Norway","NonPluginHybrid",0
198501,"Norway","PluginHybrid",0
198501,"Norway","BatteryElectric",0
198502,"Norway","Diesel",464
198502,"Norway","Petrol",10623
198502,"Norway","NonPluginHybrid",0
198502,"Norway","PluginHybrid",0
198502,"Norway","BatteryElectric",0
198503,"Norway","Diesel",610
198503,"Norway","Petrol",13794
198503,"Norway","NonPluginHybrid",0
198503,"Norway","PluginHybrid",0
198503,"Norway","BatteryElectric",0
198504,"Norway","Diesel",436
198504,"Norway","Petrol",12427
198504,"Norway","NonPluginHybrid",0
198504,"Norway","PluginHybrid",0
198504,"Norway","BatteryElectric",0
198505,"Norway","Diesel",574
198505,"Norway","Petrol",15337
198505,"Norway","NonPluginHybrid",0
198505,"Norway","PluginHybrid",0
198505,"Norway","BatteryElectric",0
198506,"Norway","Diesel",489
198506,"Norway","Petrol",14673
198506,"Norway","NonPluginHybrid",0
198506,"Norway","PluginHybrid",0
198506,"Norway","BatteryElectric",0
198507,"Norway","Diesel",594
198507,"Norway","Petrol",14585
198507,"Norway","NonPluginHybrid",0
198507,"Norway","PluginHybrid",0
198507,"Norway","BatteryElectric",0
198508,"Norway","Diesel",526
198508,"Norway","Petrol",12539
198508,"Norway","NonPluginHybrid",0
198508,"Norway","PluginHybrid",0
198508,"Norway","BatteryElectric",0
198509,"Norway","Diesel",581
198509,"Norway","Petrol",13824
198509,"Norway","NonPluginHybrid",0
198509,"Norway","PluginHybrid",0
198509,"Norway","BatteryElectric",1
198510,"Norway","Diesel",826
198510,"Norway","Petrol",18470
198510,"Norway","NonPluginHybrid",0
198510,"Norway","PluginHybrid",0
198510,"Norway","BatteryElectric",0
198511,"Norway","Diesel",731
198511,"Norway","Petrol",15804
198511,"Norway","NonPluginHybrid",0
198511,"Norway","PluginHybrid",0
198511,"Norway","BatteryElectric",0
198512,"Norway","Diesel",713
198512,"Norway","Petrol",11771
198512,"Norway","NonPluginHybrid",0
198512,"Norway","PluginHybrid",0
198512,"Norway","BatteryElectric",0
198601,"Norway","Diesel",848
198601,"Norway","Petrol",16702
198601,"Norway","NonPluginHybrid",0
198601,"Norway","PluginHybrid",0
198601,"Norway","BatteryElectric",0
198602,"Norway","Diesel",753
198602,"Norway","Petrol",16584
198602,"Norway","NonPluginHybrid",0
198602,"Norway","PluginHybrid",0
198602,"Norway","BatteryElectric",0
198603,"Norway","Diesel",273
198603,"Norway","Petrol",14671
198603,"Norway","NonPluginHybrid",0
198603,"Norway","PluginHybrid",0
198603,"Norway","BatteryElectric",1
198604,"Norway","Diesel",356
198604,"Norway","Petrol",18807
198604,"Norway","NonPluginHybrid",0
198604,"Norway","PluginHybrid",0
198604,"Norway","BatteryElectric",0
198605,"Norway","Diesel",429
198605,"Norway","Petrol",20647
198605,"Norway","NonPluginHybrid",0
198605,"Norway","PluginHybrid",0
198605,"Norway","BatteryElectric",0
198606,"Norway","Diesel",480
198606,"Norway","Petrol",16244
198606,"Norway","NonPluginHybrid",0
198606,"Norway","PluginHybrid",0
198606,"Norway","BatteryElectric",0
198607,"Norway","Diesel",374
198607,"Norway","Petrol",12230
198607,"Norway","NonPluginHybrid",0
198607,"Norway","PluginHybrid",0
198607,"Norway","BatteryElectric",0
198608,"Norway","Diesel",242
198608,"Norway","Petrol",9348
198608,"Norway","NonPluginHybrid",0
198608,"Norway","PluginHybrid",0
198608,"Norway","BatteryElectric",0
198609,"Norway","Diesel",449
198609,"Norway","Petrol",12756
198609,"Norway","NonPluginHybrid",0
198609,"Norway","PluginHybrid",0
198609,"Norway","BatteryElectric",0
198610,"Norway","Diesel",537
198610,"Norway","Petrol",13410
198610,"Norway","NonPluginHybrid",0
198610,"Norway","PluginHybrid",0
198610,"Norway","BatteryElectric",0
198611,"Norway","Diesel",452
198611,"Norway","Petrol",9427
198611,"Norway","NonPluginHybrid",0
198611,"Norway","PluginHybrid",0
198611,"Norway","BatteryElectric",0
198612,"Norway","Diesel",507
198612,"Norway","Petrol",8919
198612,"Norway","NonPluginHybrid",0
198612,"Norway","PluginHybrid",0
198612,"Norway","BatteryElectric",0
198701,"Norway","Diesel",310
198701,"Norway","Petrol",10398
198701,"Norway","NonPluginHybrid",0
198701,"Norway","PluginHybrid",0
198701,"Norway","BatteryElectric",0
198702,"Norway","Diesel",239
198702,"Norway","Petrol",9879
198702,"Norway","NonPluginHybrid",0
198702,"Norway","PluginHybrid",0
198702,"Norway","BatteryElectric",0
198703,"Norway","Diesel",293
198703,"Norway","Petrol",11183
198703,"Norway","NonPluginHybrid",0
198703,"Norway","PluginHybrid",0
198703,"Norway","BatteryElectric",0
198704,"Norway","Diesel",273
198704,"Norway","Petrol",10304
198704,"Norway","NonPluginHybrid",0
198704,"Norway","PluginHybrid",0
198704,"Norway","BatteryElectric",0
198705,"Norway","Diesel",313
198705,"Norway","Petrol",11657
198705,"Norway","NonPluginHybrid",0
198705,"Norway","PluginHybrid",0
198705,"Norway","BatteryElectric",0
198706,"Norway","Diesel",412
198706,"Norway","Petrol",11043
198706,"Norway","NonPluginHybrid",0
198706,"Norway","PluginHybrid",0
198706,"Norway","BatteryElectric",0
198707,"Norway","Diesel",396
198707,"Norway","Petrol",10229
198707,"Norway","NonPluginHybrid",0
198707,"Norway","PluginHybrid",0
198707,"Norway","BatteryElectric",0
198708,"Norway","Diesel",269
198708,"Norway","Petrol",6916
198708,"Norway","NonPluginHybrid",0
198708,"Norway","PluginHybrid",0
198708,"Norway","BatteryElectric",0
198709,"Norway","Diesel",346
198709,"Norway","Petrol",9416
198709,"Norway","NonPluginHybrid",0
198709,"Norway","PluginHybrid",0
198709,"Norway","BatteryElectric",0
198710,"Norway","Diesel",336
198710,"Norway","Petrol",10088
198710,"Norway","NonPluginHybrid",0
198710,"Norway","PluginHybrid",0
198710,"Norway","BatteryElectric",0
198711,"Norway","Diesel",326
198711,"Norway","Petrol",8216
198711,"Norway","NonPluginHybrid",0
198711,"Norway","PluginHybrid",0
198711,"Norway","BatteryElectric",0
198712,"Norway","Diesel",383
198712,"Norway","Petrol",7518
198712,"Norway","NonPluginHybrid",0
198712,"Norway","PluginHybrid",0
198712,"Norway","BatteryElectric",0
198801,"Norway","Diesel",348
198801,"Norway","Petrol",8944
198801,"Norway","NonPluginHybrid",0
198801,"Norway","PluginHybrid",0
198801,"Norway","BatteryElectric",0
198802,"Norway","Diesel",255
198802,"Norway","Petrol",6517
198802,"Norway","NonPluginHybrid",0
198802,"Norway","PluginHybrid",0
198802,"Norway","BatteryElectric",0
198803,"Norway","Diesel",411
198803,"Norway","Petrol",6743
198803,"Norway","NonPluginHybrid",0
198803,"Norway","PluginHybrid",0
198803,"Norway","BatteryElectric",0
198804,"Norway","Diesel",235
198804,"Norway","Petrol",6402
198804,"Norway","NonPluginHybrid",0
198804,"Norway","PluginHybrid",0
198804,"Norway","BatteryElectric",0
198805,"Norway","Diesel",235
198805,"Norway","Petrol",6088
198805,"Norway","NonPluginHybrid",0
198805,"Norway","PluginHybrid",0
198805,"Norway","BatteryElectric",0
198806,"Norway","Diesel",252
198806,"Norway","Petrol",6063
198806,"Norway","NonPluginHybrid",0
198806,"Norway","PluginHybrid",0
198806,"Norway","BatteryElectric",0
198807,"Norway","Diesel",243
198807,"Norway","Petrol",5259
198807,"Norway","NonPluginHybrid",0
198807,"Norway","PluginHybrid",0
198807,"Norway","BatteryElectric",0
198808,"Norway","Diesel",211
198808,"Norway","Petrol",4855
198808,"Norway","NonPluginHybrid",0
198808,"Norway","PluginHybrid",0
198808,"Norway","BatteryElectric",0
198809,"Norway","Diesel",208
198809,"Norway","Petrol",5508
198809,"Norway","NonPluginHybrid",0
198809,"Norway","PluginHybrid",0
198809,"Norway","BatteryElectric",0
198810,"Norway","Diesel",175
198810,"Norway","Petrol",5138
198810,"Norway","NonPluginHybrid",0
198810,"Norway","PluginHybrid",0
198810,"Norway","BatteryElectric",0
198811,"Norway","Diesel",197
198811,"Norway","Petrol",4752
198811,"Norway","NonPluginHybrid",0
198811,"Norway","PluginHybrid",0
198811,"Norway","BatteryElectric",0
198812,"Norway","Diesel",162
198812,"Norway","Petrol",3302
198812,"Norway","NonPluginHybrid",0
198812,"Norway","PluginHybrid",0
198812,"Norway","BatteryElectric",0
198901,"Norway","Diesel",195
198901,"Norway","Petrol",4175
198901,"Norway","NonPluginHybrid",0
198901,"Norway","PluginHybrid",0
198901,"Norway","BatteryElectric",0
198902,"Norway","Diesel",154
198902,"Norway","Petrol",3958
198902,"Norway","NonPluginHybrid",0
198902,"Norway","PluginHybrid",0
198902,"Norway","BatteryElectric",0
198903,"Norway","Diesel",177
198903,"Norway","Petrol",4182
198903,"Norway","NonPluginHybrid",0
198903,"Norway","PluginHybrid",0
198903,"Norway","BatteryElectric",0
198904,"Norway","Diesel",204
198904,"Norway","Petrol",5139
198904,"Norway","NonPluginHybrid",0
198904,"Norway","PluginHybrid",0
198904,"Norway","BatteryElectric",0
198905,"Norway","Diesel",199
198905,"Norway","Petrol",4661
198905,"Norway","NonPluginHybrid",0
198905,"Norway","PluginHybrid",0
198905,"Norway","BatteryElectric",0
198906,"Norway","Diesel",248
198906,"Norway","Petrol",5589
198906,"Norway","NonPluginHybrid",0
198906,"Norway","PluginHybrid",0
198906,"Norway","BatteryElectric",0
198907,"Norway","Diesel",253
198907,"Norway","Petrol",4210
198907,"Norway","NonPluginHybrid",0
198907,"Norway","PluginHybrid",0
198907,"Norway","BatteryElectric",0
198908,"Norway","Diesel",238
198908,"Norway","Petrol",4481
198908,"Norway","NonPluginHybrid",0
198908,"Norway","PluginHybrid",0
198908,"Norway","BatteryElectric",0
198909,"Norway","Diesel",259
198909,"Norway","Petrol",4971
198909,"Norway","NonPluginHybrid",0
198909,"Norway","PluginHybrid",0
198909,"Norway","BatteryElectric",0
198910,"Norway","Diesel",254
198910,"Norway","Petrol",5164
198910,"Norway","NonPluginHybrid",0
198910,"Norway","PluginHybrid",0
198910,"Norway","BatteryElectric",0
198911,"Norway","Diesel",292
198911,"Norway","Petrol",5303
198911,"Norway","NonPluginHybrid",0
198911,"Norway","PluginHybrid",0
198911,"Norway","BatteryElectric",0
198912,"Norway","Diesel",283
198912,"Norway","Petrol",4065
198912,"Norway","NonPluginHybrid",0
198912,"Norway","PluginHybrid",0
198912,"Norway","BatteryElectric",0
199001,"Norway","Diesel",339
199001,"Norway","Petrol",5394
199001,"Norway","NonPluginHybrid",0
199001,"Norway","PluginHybrid",0
199001,"Norway","BatteryElectric",0
199002,"Norway","Diesel",255
199002,"Norway","Petrol",4990
199002,"Norway","NonPluginHybrid",0
199002,"Norway","PluginHybrid",0
199002,"Norway","BatteryElectric",0
199003,"Norway","Diesel",360
199003,"Norway","Petrol",5646
199003,"Norway","NonPluginHybrid",0
199003,"Norway","PluginHybrid",0
199003,"Norway","BatteryElectric",1
199004,"Norway","Diesel",339
199004,"Norway","Petrol",4963
199004,"Norway","NonPluginHybrid",0
199004,"Norway","PluginHybrid",0
199004,"Norway","BatteryElectric",0
199005,"Norway","Diesel",427
199005,"Norway","Petrol",6039
199005,"Norway","NonPluginHybrid",0
199005,"Norway","PluginHybrid",0
199005,"Norway","BatteryElectric",0
199006,"Norway","Diesel",424
199006,"Norway","Petrol",5909
199006,"Norway","NonPluginHybrid",0
199006,"Norway","PluginHybrid",0
199006,"Norway","BatteryElectric",1
199007,"Norway","Diesel",402
199007,"Norway","Petrol",4988
199007,"Norway","NonPluginHybrid",0
199007,"Norway","PluginHybrid",0
199007,"Norway","BatteryElectric",0
199008,"Norway","Diesel",418
199008,"Norway","Petrol",4775
199008,"Norway","NonPluginHybrid",0
199008,"Norway","PluginHybrid",0
199008,"Norway","BatteryElectric",0
199009,"Norway","Diesel",403
199009,"Norway","Petrol",4911
199009,"Norway","NonPluginHybrid",0
199009,"Norway","PluginHybrid",0
199009,"Norway","BatteryElectric",0
199010,"Norway","Diesel",451
199010,"Norway","Petrol",5836
199010,"Norway","NonPluginHybrid",0
199010,"Norway","PluginHybrid",0
199010,"Norway","BatteryElectric",0
199011,"Norway","Diesel",449
199011,"Norway","Petrol",5217
199011,"Norway","NonPluginHybrid",0
199011,"Norway","PluginHybrid",0
199011,"Norway","BatteryElectric",0
199012,"Norway","Diesel",368
199012,"Norway","Petrol",3246
199012,"Norway","NonPluginHybrid",0
199012,"Norway","PluginHybrid",0
199012,"Norway","BatteryElectric",0
199101,"Norway","Diesel",469
199101,"Norway","Petrol",4230
199101,"Norway","NonPluginHybrid",0
199101,"Norway","PluginHybrid",0
199101,"Norway","BatteryElectric",0
199102,"Norway","Diesel",386
199102,"Norway","Petrol",3990
199102,"Norway","NonPluginHybrid",0
199102,"Norway","PluginHybrid",0
199102,"Norway","BatteryElectric",0
199103,"Norway","Diesel",432
199103,"Norway","Petrol",4372
199103,"Norway","NonPluginHybrid",0
199103,"Norway","PluginHybrid",0
199103,"Norway","BatteryElectric",0
199104,"Norway","Diesel",426
199104,"Norway","Petrol",5018
199104,"Norway","NonPluginHybrid",0
199104,"Norway","PluginHybrid",0
199104,"Norway","BatteryElectric",0
199105,"Norway","Diesel",606
199105,"Norway","Petrol",4495
199105,"Norway","NonPluginHybrid",0
199105,"Norway","PluginHybrid",0
199105,"Norway","BatteryElectric",0
199106,"Norway","Diesel",638
199106,"Norway","Petrol",4553
199106,"Norway","NonPluginHybrid",0
199106,"Norway","PluginHybrid",0
199106,"Norway","BatteryElectric",0
199107,"Norway","Diesel",591
199107,"Norway","Petrol",4277
199107,"Norway","NonPluginHybrid",0
199107,"Norway","PluginHybrid",0
199107,"Norway","BatteryElectric",0
199108,"Norway","Diesel",469
199108,"Norway","Petrol",3696
199108,"Norway","NonPluginHybrid",0
199108,"Norway","PluginHybrid",0
199108,"Norway","BatteryElectric",0
199109,"Norway","Diesel",557
199109,"Norway","Petrol",4355
199109,"Norway","NonPluginHybrid",0
199109,"Norway","PluginHybrid",0
199109,"Norway","BatteryElectric",0
199110,"Norway","Diesel",715
199110,"Norway","Petrol",5239
199110,"Norway","NonPluginHybrid",0
199110,"Norway","PluginHybrid",0
199110,"Norway","BatteryElectric",0
199111,"Norway","Diesel",669
199111,"Norway","Petrol",4257
199111,"Norway","NonPluginHybrid",0
199111,"Norway","PluginHybrid",0
199111,"Norway","BatteryElectric",0
199112,"Norway","Diesel",427
199112,"Norway","Petrol",2908
199112,"Norway","NonPluginHybrid",0
199112,"Norway","PluginHybrid",0
199112,"Norway","BatteryElectric",0
199201,"Norway","Diesel",605
199201,"Norway","Petrol",5110
199201,"Norway","NonPluginHybrid",0
199201,"Norway","PluginHybrid",0
199201,"Norway","BatteryElectric",1
199202,"Norway","Diesel",584
199202,"Norway","Petrol",4273
199202,"Norway","NonPluginHybrid",0
199202,"Norway","PluginHybrid",0
199202,"Norway","BatteryElectric",0
199203,"Norway","Diesel",801
199203,"Norway","Petrol",5131
199203,"Norway","NonPluginHybrid",0
199203,"Norway","PluginHybrid",0
199203,"Norway","BatteryElectric",2
199204,"Norway","Diesel",666
199204,"Norway","Petrol",4666
199204,"Norway","NonPluginHybrid",0
199204,"Norway","PluginHybrid",0
199204,"Norway","BatteryElectric",6
199205,"Norway","Diesel",712
199205,"Norway","Petrol",5239
199205,"Norway","NonPluginHybrid",0
199205,"Norway","PluginHybrid",0
199205,"Norway","BatteryElectric",2
199206,"Norway","Diesel",827
199206,"Norway","Petrol",5083
199206,"Norway","NonPluginHybrid",0
199206,"Norway","PluginHybrid",0
199206,"Norway","BatteryElectric",4
199207,"Norway","Diesel",892
199207,"Norway","Petrol",5090
199207,"Norway","NonPluginHybrid",0
199207,"Norway","PluginHybrid",0
199207,"Norway","BatteryElectric",7
199208,"Norway","Diesel",745
199208,"Norway","Petrol",3693
199208,"Norway","NonPluginHybrid",0
199208,"Norway","PluginHybrid",0
199208,"Norway","BatteryElectric",3
199209,"Norway","Diesel",945
199209,"Norway","Petrol",4689
199209,"Norway","NonPluginHybrid",0
199209,"Norway","PluginHybrid",0
199209,"Norway","BatteryElectric",5
199210,"Norway","Diesel",1211
199210,"Norway","Petrol",5008
199210,"Norway","NonPluginHybrid",0
199210,"Norway","PluginHybrid",0
199210,"Norway","BatteryElectric",5
199211,"Norway","Diesel",1043
199211,"Norway","Petrol",4273
199211,"Norway","NonPluginHybrid",0
199211,"Norway","PluginHybrid",0
199211,"Norway","BatteryElectric",6
199212,"Norway","Diesel",1121
199212,"Norway","Petrol",3974
199212,"Norway","NonPluginHybrid",0
199212,"Norway","PluginHybrid",0
199212,"Norway","BatteryElectric",1
199301,"Norway","Diesel",1640
199301,"Norway","Petrol",4674
199301,"Norway","NonPluginHybrid",0
199301,"Norway","PluginHybrid",0
199301,"Norway","BatteryElectric",1
199302,"Norway","Diesel",891
199302,"Norway","Petrol",3926
199302,"Norway","NonPluginHybrid",0
199302,"Norway","PluginHybrid",0
199302,"Norway","BatteryElectric",1
199303,"Norway","Diesel",884
199303,"Norway","Petrol",4344
199303,"Norway","NonPluginHybrid",0
199303,"Norway","PluginHybrid",0
199303,"Norway","BatteryElectric",2
199304,"Norway","Diesel",911
199304,"Norway","Petrol",4117
199304,"Norway","NonPluginHybrid",0
199304,"Norway","PluginHybrid",0
199304,"Norway","BatteryElectric",0
199305,"Norway","Diesel",891
199305,"Norway","Petrol",4621
199305,"Norway","NonPluginHybrid",0
199305,"Norway","PluginHybrid",0
199305,"Norway","BatteryElectric",1
199306,"Norway","Diesel",1007
199306,"Norway","Petrol",4438
199306,"Norway","NonPluginHybrid",0
199306,"Norway","PluginHybrid",0
199306,"Norway","BatteryElectric",0
199307,"Norway","Diesel",1313
199307,"Norway","Petrol",5422
199307,"Norway","NonPluginHybrid",0
199307,"Norway","PluginHybrid",0
199307,"Norway","BatteryElectric",2
199308,"Norway","Diesel",903
199308,"Norway","Petrol",4454
199308,"Norway","NonPluginHybrid",0
199308,"Norway","PluginHybrid",0
199308,"Norway","BatteryElectric",1
199309,"Norway","Diesel",1154
199309,"Norway","Petrol",5031
199309,"Norway","NonPluginHybrid",0
199309,"Norway","PluginHybrid",0
199309,"Norway","BatteryElectric",0
199310,"Norway","Diesel",1284
199310,"Norway","Petrol",5221
199310,"Norway","NonPluginHybrid",0
199310,"Norway","PluginHybrid",0
199310,"Norway","BatteryElectric",3
199311,"Norway","Diesel",1126
199311,"Norway","Petrol",4878
199311,"Norway","NonPluginHybrid",0
199311,"Norway","PluginHybrid",0
199311,"Norway","BatteryElectric",0
199312,"Norway","Diesel",1060
199312,"Norway","Petrol",4977
199312,"Norway","NonPluginHybrid",0
199312,"Norway","PluginHybrid",0
199312,"Norway","BatteryElectric",2
199401,"Norway","Diesel",1503
199401,"Norway","Petrol",6470
199401,"Norway","NonPluginHybrid",0
199401,"Norway","PluginHybrid",0
199401,"Norway","BatteryElectric",1
199402,"Norway","Diesel",953
199402,"Norway","Petrol",5290
199402,"Norway","NonPluginHybrid",0
199402,"Norway","PluginHybrid",0
199402,"Norway","BatteryElectric",13
199403,"Norway","Diesel",1222
199403,"Norway","Petrol",6279
199403,"Norway","NonPluginHybrid",0
199403,"Norway","PluginHybrid",0
199403,"Norway","BatteryElectric",2
199404,"Norway","Diesel",1109
199404,"Norway","Petrol",7130
199404,"Norway","NonPluginHybrid",0
199404,"Norway","PluginHybrid",0
199404,"Norway","BatteryElectric",0
199405,"Norway","Diesel",1063
199405,"Norway","Petrol",7384
199405,"Norway","NonPluginHybrid",0
199405,"Norway","PluginHybrid",0
199405,"Norway","BatteryElectric",0
199406,"Norway","Diesel",1091
199406,"Norway","Petrol",7666
199406,"Norway","NonPluginHybrid",0
199406,"Norway","PluginHybrid",0
199406,"Norway","BatteryElectric",0
199407,"Norway","Diesel",1204
199407,"Norway","Petrol",7414
199407,"Norway","NonPluginHybrid",0
199407,"Norway","PluginHybrid",0
199407,"Norway","BatteryElectric",0
199408,"Norway","Diesel",864
199408,"Norway","Petrol",5994
199408,"Norway","NonPluginHybrid",0
199408,"Norway","PluginHybrid",0
199408,"Norway","BatteryElectric",0
199409,"Norway","Diesel",960
199409,"Norway","Petrol",7005
199409,"Norway","NonPluginHybrid",0
199409,"Norway","PluginHybrid",0
199409,"Norway","BatteryElectric",0
199410,"Norway","Diesel",1083
199410,"Norway","Petrol",7097
199410,"Norway","NonPluginHybrid",0
199410,"Norway","PluginHybrid",0
199410,"Norway","BatteryElectric",1
199411,"Norway","Diesel",1094
199411,"Norway","Petrol",7580
199411,"Norway","NonPluginHybrid",0
199411,"Norway","PluginHybrid",0
199411,"Norway","BatteryElectric",3
199412,"Norway","Diesel",977
199412,"Norway","Petrol",5565
199412,"Norway","NonPluginHybrid",0
199412,"Norway","PluginHybrid",0
199412,"Norway","BatteryElectric",0
199501,"Norway","Diesel",1153
199501,"Norway","Petrol",7429
199501,"Norway","NonPluginHybrid",0
199501,"Norway","PluginHybrid",0
199501,"Norway","BatteryElectric",0
199502,"Norway","Diesel",923
199502,"Norway","Petrol",6509
199502,"Norway","NonPluginHybrid",0
199502,"Norway","PluginHybrid",0
199502,"Norway","BatteryElectric",0
199503,"Norway","Diesel",1361
199503,"Norway","Petrol",8481
199503,"Norway","NonPluginHybrid",0
199503,"Norway","PluginHybrid",0
199503,"Norway","BatteryElectric",0
199504,"Norway","Diesel",933
199504,"Norway","Petrol",6794
199504,"Norway","NonPluginHybrid",0
199504,"Norway","PluginHybrid",0
199504,"Norway","BatteryElectric",0
199505,"Norway","Diesel",1126
199505,"Norway","Petrol",8920
199505,"Norway","NonPluginHybrid",0
199505,"Norway","PluginHybrid",0
199505,"Norway","BatteryElectric",0
199506,"Norway","Diesel",1142
199506,"Norway","Petrol",8395
199506,"Norway","NonPluginHybrid",0
199506,"Norway","PluginHybrid",0
199506,"Norway","BatteryElectric",0
199507,"Norway","Diesel",993
199507,"Norway","Petrol",8772
199507,"Norway","NonPluginHybrid",0
199507,"Norway","PluginHybrid",0
199507,"Norway","BatteryElectric",5
199508,"Norway","Diesel",784
199508,"Norway","Petrol",7404
199508,"Norway","NonPluginHybrid",0
