"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202306,691,1632,2171,515,1095,6
202307,626,1391,2176,394,906,0
202308,474,1004,1679,347,924,1
202309,456,1156,2110,404,1009,1
202310,473,1263,1945,391,1260,4
202311,496,1169,1907,355,841,5
202312,554,944,1664,368,824,10
202401,567,1034,2081,391,779,11
202402,581,1370,2387,383,942,10
202403,601,1476,2173,343,1245,5
202404,593,1435,1959,301,1254,2
202405,492,1287,1860,284,990,6
202406,540,1346,2097,307,1226,10
202407,515,1240,2151,361,1252,12
202408,296,761,1689,249,873,11
202409,398,973,1973,279,1116,7
202410,447,1045,2374,358,1308,9
202411,400,912,2146,310,912,3
