"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
2003,,,487.281898,486.462778,486.618105,487.837005,486.014235,487.454152,487.700306,486.638461,486.559675,486.559675,489.592884,489.595508,488.269075,491.480724,490.750400,494.183287,495.964765,495.961640,496.005837,495.093782,495.093784,495.093784
2004,,,,489.918231,490.932599,491.054864,488.969975,490.580153,490.565468,489.462002,489.367011,489.367011,492.680582,492.746256,492.748283,495.527786,494.590640,499.619393,501.567832,501.563232,501.631595,500.687235,500.687237,500.687237
2005,,,,,493.371533,491.833789,490.056407,490.476802,490.118989,488.162902,488.078028,488.078043,491.006309,490.914263,491.570498,495.234015,494.458036,500.005676,502.259537,502.255442,502.346598,501.365569,501.365467,501.365467
2006,,,,,,488.039369,485.753657,486.342508,485.428131,483.613716,483.542569,483.533584,486.869803,486.594067,487.134637,489.749969,489.002151,495.124198,496.891877,496.846732,496.934395,496.074788,496.074611,496.074611
2007,,,,,,,475.302064,476.749379,476.226038,475.485799,475.441189,475.436363,478.459793,478.237711,478.715389,480.491586,479.078480,487.693306,490.602557,490.566288,490.653341,489.794136,489.793651,489.793651
2008,,,,,,,,468.067673,466.004255,463.962155,463.921580,463.695604,467.984041,467.933593,466.576965,468.062060,467.471987,476.229971,478.902802,478.868679,479.077162,478.127962,478.131963,478.131963
2009,,,,,,,,,417.212406,415.434484,415.088925,414.809773,418.887074,418.881077,416.138247,415.932393,416.675204,422.624187,424.738934,424.694439,424.952656,424.061779,424.032055,424.032055
2010,,,,,,,,,,426.086644,425.499380,424.993195,428.935591,428.879681,425.303896,424.873161,426.350968,433.688024,436.153683,436.117437,436.534301,435.700917,435.672040,434.573384
2011,,,,,,,,,,,414.239220,413.379399,416.662605,416.499534,412.905686,413.431506,413.944235,422.039475,424.277527,424.256270,424.739246,423.897868,423.897116,423.282139
2012,,,,,,,,,,,,386.666727,391.067339,389.340763,390.325030,391.990364,392.629772,401.554709,403.447214,403.696912,404.260613,403.444455,403.443516,402.619131
2013,,,,,,,,,,,,,360.422651,362.063649,362.936245,363.399902,364.089125,367.568712,369.834337,369.679720,370.253537,369.461676,369.460541,368.339140
2014,,,,,,,,,,,,,,342.826677,347.070716,348.476240,348.547488,347.860804,349.581755,349.390357,350.126682,349.390642,349.388935,348.010604
2015,,,,,,,,,,,,,,,357.198769,355.483214,355.784637,360.088178,361.302482,361.163177,361.935924,361.246348,361.243716,359.658463
2016,,,,,,,,,,,,,,,,350.323015,353.487267,356.556196,358.060743,358.182542,358.814016,358.135742,358.133138,356.287129
2017,,,,,,,,,,,,,,,,,348.991359,351.473933,352.849912,352.735387,353.418594,352.668565,352.666235,350.864926
2018,,,,,,,,,,,,,,,,,,348.085029,349.020446,349.005042,349.826898,349.050973,349.048343,347.137788
2019,,,,,,,,,,,,,,,,,,,339.772171,339.233207,340.402522,339.641017,339.637943,337.659131
2020,,,,,,,,,,,,,,,,,,,,302.278600,303.281272,302.613859,302.600099,300.706133
2021,,,,,,,,,,,,,,,,,,,,,337.229884,335.919656,335.930415,334.094679
2022,,,,,,,,,,,,,,,,,,,,,,340.904196,340.114717,336.796279
2023,,,,,,,,,,,,,,,,,,,,,,,312.290654,309.321186
2024,,,,,,,,,,,,,,,,,,,,,,,,298.490114
