"YYYYMM","ISO3","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
202412,"LTU",0.036754,0.785351,0.331386,
202501,"LTU",0.042938,0.445451,0.359605,
202502,"LTU",0.035181,0.513783,0.366277,
202503,"LTU",0.007658,0.597027,0.277842,
202504,"LTU",0.004192,0.636854,0.270185,
202505,"LTU",0.010650,0.677156,0.233961,
202506,"LTU",0.017834,0.688246,0.147362,
202507,"LTU",0.028749,0.674133,0.079300,
202508,"LTU",0.062501,0.792270,0.148839,
202509,"LTU",0.023549,0.742421,0.212154,
202510,"LTU",0.029551,0.704381,0.243453,
202511,"LTU",0.011899,0.621636,0.279275,
202512,"LTU",0.021967,0.656504,0.324590,
202601,"LTU",0.023990,0.608843,0.487176,
202602,"LTU",0.014125,0.514226,0.407965,
202603,"LTU",0.029662,0.595193,0.234364,
202604,"LTU",0.016856,0.606980,0.228722,
202605,"LTU",0.011310,0.598945,0.081942,
202606,"LTU",0.019800,0.664687,0.176646,
202607,"LTU",,,0.175795,
202608,"LTU",,,,
202609,"LTU",,,,
202610,"LTU",,,,
202611,"LTU",,,,
202612,"LTU",,,,
200801,"LUX",0.016465,0.604881,0.311549,
200802,"LUX",0.032930,0.619502,0.287787,
200803,"LUX",0.019758,0.610768,0.298295,
200804,"LUX",0.019758,0.648793,0.229966,
200805,"LUX",0.009879,0.613810,0.126204,
200806,"LUX",0.072445,0.590589,0.112527,
200807,"LUX",0.029637,0.709314,0.128791,
200808,"LUX",0.023051,0.607341,0.185662,
200809,"LUX",0.039516,0.720785,0.219141,
200810,"LUX",0.062566,0.720785,0.249715,
200811,"LUX",0.016465,0.709108,0.258903,
200812,"LUX",0.013172,0.607341,0.185662,
200901,"LUX",0.037707,0.612869,0.325153,
200902,"LUX",0.013711,0.568518,0.262681,
200903,"LUX",0.020567,0.645651,0.253690,
200904,"LUX",0.027423,0.616290,0.196561,
200905,"LUX",0.023995,0.453008,0.185310,
200906,"LUX",0.023995,0.619196,0.147241,
200907,"LUX",0.027423,0.633951,0.178580,
200908,"LUX",0.020567,0.491868,0.161010,
200909,"LUX",0.037707,0.621790,0.194609,
200910,"LUX",0.023995,0.681019,0.241001,
200911,"LUX",0.047990,0.636448,0.243364,
200912,"LUX",0.034279,0.612921,0.269565,
201001,"LUX",0.016829,0.573821,0.326828,
201002,"LUX",0.013464,0.596234,0.284999,
201003,"LUX",0.070684,0.687005,0.278011,
201004,"LUX",0.074050,0.684157,0.227255,
201005,"LUX",0.030293,0.644417,0.192414,
201006,"LUX",0.033659,0.650222,0.181906,
201007,"LUX",0.020195,0.661514,0.174509,
201008,"LUX",0.013464,0.579619,0.157624,
201009,"LUX",,0.627503,0.192873,
201010,"LUX",0.020195,0.672893,0.243833,
201011,"LUX",0.020195,0.661502,0.255005,
201012,"LUX",0.013464,0.540530,0.326828,
201101,"LUX",0.015308,0.630846,0.308577,
201102,"LUX",0.040872,0.633762,0.276452,
201103,"LUX",0.039150,0.705969,0.267010,
201104,"LUX",0.015308,0.643352,0.202862,
201105,"LUX",0.015308,0.671594,0.188390,
201106,"LUX",0.011902,0.633900,0.179974,
201107,"LUX",0.015308,0.655894,0.172738,
201108,"LUX",0.051090,0.646488,0.095811,
201109,"LUX",0.045962,0.637035,0.106383,
201110,"LUX",0.022120,0.680932,0.155649,
201111,"LUX",0.028932,0.643191,0.248945,
201112,"LUX",0.013624,0.665093,0.261467,
201201,"LUX",0.013366,0.618804,0.276170,
201202,"LUX",0.003341,0.665655,0.314648,
201203,"LUX",0.021707,0.631298,0.238153,
201204,"LUX",0.028390,0.606375,0.228970,
201205,"LUX",0.065145,0.712679,0.188850,
201206,"LUX",0.055121,0.647001,0.164378,
201207,"LUX",0.018365,0.678322,0.164378,
201208,"LUX",0.011682,0.606461,0.126721,
201209,"LUX",0.008341,0.612708,0.126772,
201210,"LUX",0.021707,0.628282,0.205114,
201211,"LUX",0.021707,0.634486,0.236409,
201212,"LUX",0.016707,0.578156,0.229483,
201301,"LUX",0.047556,0.613006,0.264715,
201302,"LUX",0.025607,0.555451,0.255978,
201303,"LUX",0.021949,0.671174,0.264051,
201304,"LUX",0.051214,0.693094,0.163397,
201305,"LUX",0.014633,0.621741,0.131872,
201306,"LUX",0.018291,0.620729,0.089925,
201307,"LUX",0.010974,0.652589,0.085428,
201308,"LUX",0.014633,0.574483,0.075567,
201309,"LUX",0.021949,0.624168,0.102851,
201310,"LUX",0.012788,0.671066,0.192929,
201311,"LUX",0.018291,0.620445,0.248468,
201312,"LUX",0.018291,0.586048,0.240037,
201401,"LUX",0.028443,0.566703,0.228970,
201402,"LUX",0.071109,0.573008,0.202580,
201403,"LUX",0.021333,0.648649,0.221452,
201404,"LUX",0.031999,0.614383,0.182531,
201405,"LUX",0.007111,0.601668,0.114050,
201406,"LUX",0.014222,0.564156,0.087097,
201407,"LUX",0.010666,0.592238,0.087200,
201408,"LUX",0.014222,0.517424,0.079528,
201409,"LUX",0.010666,0.636107,0.128268,
201410,"LUX",0.014222,0.645380,0.187594,
201411,"LUX",0.014222,0.554462,0.229123,
201412,"LUX",0.039110,0.573324,0.257661,
201501,"LUX",0.030349,0.544695,0.278666,
201502,"LUX",0.056904,0.647821,0.263475,
201503,"LUX",0.030349,0.625269,0.234370,
201504,"LUX",0.018968,0.599496,0.136827,
201505,"LUX",0.018968,0.583376,0.114014,
201506,"LUX",0.026555,0.544705,0.085881,
201507,"LUX",0.024643,0.525366,0.078413,
201508,"LUX",0.013262,0.535044,0.073707,
201509,"LUX",0.013262,0.589831,0.114423,
201510,"LUX",0.013262,0.502814,0.139845,
201511,"LUX",0.020849,0.554364,0.153502,
201512,"LUX",0.020849,0.560807,0.156520,
201601,"LUX",0.014537,0.530208,0.203565,
201602,"LUX",0.025440,0.552994,0.187149,
201603,"LUX",0.047246,0.614778,0.188271,
201604,"LUX",0.007269,0.543222,0.146518,
201605,"LUX",0.019974,0.605030,0.110373,
201606,"LUX",0.016340,0.549726,0.091867,
201607,"LUX",0.010903,0.543224,0.084220,
201608,"LUX",0.049049,0.539995,0.071781,
201609,"LUX",0.050881,0.543243,0.087126,
201610,"LUX",0.016340,0.546475,0.138718,
201611,"LUX",0.012706,0.536713,0.174863,
201612,"LUX",0.023609,0.569243,0.197295,
201701,"LUX",0.017392,0.608665,0.240950,
201702,"LUX",0.040570,0.553938,0.176769,
201703,"LUX",0.017689,0.602224,0.160890,
201704,"LUX",0.017537,0.486308,0.134324,
201705,"LUX",0.023686,0.599004,0.101591,
201706,"LUX",0.023700,0.557138,0.084428,
201707,"LUX",0.019853,0.621567,0.084633,
201708,"LUX",0.020597,0.528174,0.074716,
201709,"LUX",0.023899,0.586142,0.104674,
201710,"LUX",0.001197,0.589362,0.126153,
201711,"LUX",0.015484,0.589363,0.172863,
201712,"LUX",0.060968,0.544276,0.194908,
201801,"LUX",0.014635,0.550034,0.191223,
201802,"LUX",0.020585,0.585444,0.208423,
201803,"LUX",0.023547,0.643338,0.194663,
201804,"LUX",0.018997,0.633682,0.115948,
201805,"LUX",0.020652,0.611130,0.095611,
201806,"LUX",0.016581,0.591835,0.082509,
201807,"LUX",0.017828,0.604696,0.079322,
201808,"LUX",0.024935,0.511386,0.070064,
201809,"LUX",0.018934,0.585384,0.091362,
201810,"LUX",0.020958,0.672275,0.127684,
201811,"LUX",0.046477,0.640133,0.169318,
201812,"LUX",0.023066,0.607919,0.182775,
201901,"LUX",0.021303,0.646929,0.219521,
201902,"LUX",0.067263,0.595710,0.175000,
201903,"LUX",0.003867,0.650203,0.168279,
201904,"LUX",0.002009,0.627774,0.131086,
201905,"LUX",0.003694,0.640538,0.117998,
201906,"LUX",0.034953,0.602179,0.085049,
201907,"LUX",0.030658,0.640567,0.081461,
201908,"LUX",0.032823,0.554100,0.069636,
201909,"LUX",0.022745,0.608533,0.090103,
201910,"LUX",0.014171,0.646963,0.124971,
201911,"LUX",0.023300,0.598922,0.170654,
201912,"LUX",0.017620,0.586114,0.174293,
202001,"LUX",0.018584,0.601156,0.198819,
202002,"LUX",0.013403,0.550997,0.173553,
202003,"LUX",0.023265,0.522348,0.157028,
202004,"LUX",0.011002,0.299167,0.099564,
202005,"LUX",0.013235,0.392432,0.093602,
202006,"LUX",0.017426,0.488930,0.076279,
202007,"LUX",0.027500,0.553906,0.071815,
202008,"LUX",0.013229,0.454871,0.062275,
202009,"LUX",0.025200,0.533488,0.081046,
202010,"LUX",0.015002,0.533265,0.128599,
202011,"LUX",0.033714,0.475652,0.155591,
202012,"LUX",0.024366,0.499956,0.171191,
202101,"LUX",0.028611,0.445209,0.208955,
202102,"LUX",0.006061,0.463588,0.171172,
202103,"LUX",0.027941,0.539564,0.171286,
202104,"LUX",0.016339,0.490318,0.143137,
202105,"LUX",0.028106,0.501073,0.120471,
202106,"LUX",0.022556,0.478788,0.075418,
202107,"LUX",0.027527,0.581839,0.075799,
202108,"LUX",0.001316,0.522067,0.068465,
202109,"LUX",0.012661,0.551276,0.081784,
202110,"LUX",0.027744,0.568235,0.128288,
202111,"LUX",0.030034,0.537364,0.169936,
202112,"LUX",0.012997,0.511004,0.173933,
202201,"LUX",0.026233,0.439841,0.199887,
202202,"LUX",0.019454,0.489642,0.158272,
202203,"LUX",0.007387,0.584403,0.145440,
202204,"LUX",0.024353,0.479184,0.114916,
202205,"LUX",0.024729,0.486339,0.071782,
202206,"LUX",0.015691,0.413935,0.056318,
202207,"LUX",0.023657,0.441701,0.051347,
202208,"LUX",0.024668,0.417006,0.043574,
202209,"LUX",0.028552,0.417648,0.066149,
202210,"LUX",0.008656,0.387456,0.081901,
202211,"LUX",0.008575,0.404385,0.112090,
202212,"LUX",0.024665,0.439111,0.148249,
202301,"LUX",0.022524,0.391623,0.152819,
202302,"LUX",0.002222,0.429868,0.138445,
202303,"LUX",0.022815,0.480126,0.134541,
202304,"LUX",0.005018,0.431560,0.105774,
202305,"LUX",0.016363,0.458197,0.070952,
202306,"LUX",0.022399,0.439789,0.050440,
202307,"LUX",0.002659,0.448490,0.052425,
202308,"LUX",0.023447,0.407748,0.046425,
202309,"LUX",0.016154,0.425917,0.054645,
202310,"LUX",0.017241,0.460236,0.085140,
202311,"LUX",0.005621,0.428346,0.132213,
202312,"LUX",0.018358,0.424100,0.144736,
202401,"LUX",0.001909,0.375946,0.174309,
202402,"LUX",0.003106,0.425051,0.131223,
202403,"LUX",0.011862,0.431573,0.121570,
202404,"LUX",0.022799,0.439020,0.105361,
202405,"LUX",0.027788,0.419805,0.077781,
202406,"LUX",0.005054,0.397015,0.066434,
202407,"LUX",0.010524,0.433936,0.058617,
202408,"LUX",0.026652,0.392124,0.040845,
202409,"LUX",0.020316,0.403417,0.066783,
202410,"LUX",0.001824,0.444767,0.093190,
202411,"LUX",0.001681,0.397987,0.134583,
202412,"LUX",0.021312,0.407010,0.155039,
202501,"LUX",0.019122,0.422260,0.173328,
202502,"LUX",0.013388,0.350177,0.153160,
202503,"LUX",0.003630,0.412664,0.126129,
202504,"LUX",0.026503,0.407556,0.094974,
202505,"LUX",0.022279,0.394857,0.075734,
202506,"LUX",0.022269,0.391530,0.059680,
202507,"LUX",0.002128,0.394829,0.058685,
202508,"LUX",0.002027,0.346165,0.048237,
202509,"LUX",0.021624,0.383688,0.071802,
202510,"LUX",0.021734,0.411399,0.101509,
202511,"LUX",0.021032,0.370891,0.131712,
202512,"LUX",0.019623,0.394322,0.140773,
202601,"LUX",0.002018,0.370186,0.173563,
202602,"LUX",0.009863,0.356051,0.135189,
202603,"LUX",0.023409,0.436276,0.124131,
202604,"LUX",0.026679,0.402883,0.094683,
202605,"LUX",0.019887,0.369001,0.078888,
202606,"LUX",0.021423,0.373796,0.060327,
202607,"LUX",,,0.054702,
202608,"LUX",,,0.046721,
202609,"LUX",,,,
202610,"LUX",,,,
202611,"LUX",,,,
202612,"LUX",,,,
200801,"LVA",0.039046,0.373502,0.447537,
200802,"LVA",0.042999,0.337502,0.368446,
200803,"LVA",0.039046,0.333954,0.356259,
200804,"LVA",0.027348,0.366873,0.227176,
200805,"LVA",0.034237,0.376846,0.154850,
200806,"LVA",0.023476,0.383401,0.135450,
200807,"LVA",0.033909,0.390688,0.139827,
200808,"LVA",0.034317,0.391417,0.129730,
200809,"LVA",0.027348,0.412910,0.188725,
200810,"LVA",0.036926,0.391013,0.251500,
200811,"LVA",0.042999,0.323251,0.323777,
200812,"LVA",0.058649,0.388325,0.361582,
200901,"LVA",0.028875,0.343382,0.394814,
200902,"LVA",0.028050,0.312967,0.383513,
200903,"LVA",0.018818,0.319732,0.329285,
200904,"LVA",0.033748,0.327934,0.160156,
200905,"LVA",0.021332,0.335185,0.114751,
200906,"LVA",0.025536,0.357612,0.132249,
200907,"LVA",0.030171,0.354343,0.106820,
200908,"LVA",0.040621,0.373334,0.110241,
200909,"LVA",0.040228,0.374019,0.118320,
200910,"LVA",0.023021,0.327335,0.251164,
200911,"LVA",0.027657,0.308695,0.297412,
200912,"LVA",0.044354,0.335877,0.428273,
201001,"LVA",0.034224,0.317261,0.596218,
201002,"LVA",0.031201,0.342838,0.444058,
201003,"LVA",0.034304,0.345988,0.395067,
201004,"LVA",0.047746,0.334329,0.191273,
201005,"LVA",0.004526,0.337491,0.122975,
201006,"LVA",0.020909,0.346447,0.116290,
201007,"LVA",0.026544,0.396152,0.101523,
201008,"LVA",0.040470,0.387112,0.163584,
201009,"LVA",0.043164,0.374803,0.149217,
201010,"LVA",0.055990,0.358299,0.276083,
201011,"LVA",0.060112,0.362478,0.328067,
201012,"LVA",0.056151,0.346731,0.508614,
201101,"LVA",0.013929,0.269935,0.443238,
201102,"LVA",0.032172,0.256475,0.480220,
201103,"LVA",0.041788,0.291320,0.394143,
201104,"LVA",0.026863,0.295339,0.183123,
201105,"LVA",0.034823,0.323660,0.134128,
201106,"LVA",0.034823,0.320332,0.114818,
201107,"LVA",0.025537,0.309719,0.130852,
201108,"LVA",0.045235,0.387762,0.142964,
201109,"LVA",0.033498,0.345249,0.117796,
201110,"LVA",0.044110,0.381264,0.210624,
201111,"LVA",0.051237,0.309559,0.292431,
201112,"LVA",0.058402,0.322083,0.330951,
201201,"LVA",0.037871,0.274494,0.397729,
201202,"LVA",0.028336,0.271034,0.468692,
201203,"LVA",0.031613,0.281629,0.315864,
201204,"LVA",0.022945,0.281237,0.179588,
201205,"LVA",0.025355,0.305801,0.107881,
201206,"LVA",0.030421,0.309957,0.110260,
201207,"LVA",0.031613,0.329340,0.119329,
201208,"LVA",0.033699,0.400055,0.135781,
201209,"LVA",0.033699,0.330603,0.115414,
201210,"LVA",0.051281,0.319928,0.204861,
201211,"LVA",0.033375,0.323379,0.229737,
201212,"LVA",0.039957,0.302116,0.407343,
201301,"LVA",0.033276,0.277285,0.392880,
201302,"LVA",0.022371,0.253543,0.359801,
201303,"LVA",0.033871,0.308209,0.367031,
201304,"LVA",0.020702,0.276510,0.183789,
201305,"LVA",0.016101,0.354588,0.090563,
201306,"LVA",0.020702,0.319963,0.077631,
201307,"LVA",0.019628,0.344940,0.106502,
201308,"LVA",0.020702,0.391637,0.103136,
201309,"LVA",0.027602,0.327561,0.124101,
201310,"LVA",0.032202,0.331573,0.223056,
201311,"LVA",0.035576,0.303474,0.316818,
201312,"LVA",0.018401,0.282097,0.383380,
201401,"LVA",0.015921,0.286388,0.387522,
201402,"LVA",0.034498,0.266329,0.287356,
201403,"LVA",0.013457,0.286769,0.227636,
201404,"LVA",0.015921,0.320939,0.166213,
201405,"LVA",0.012321,0.327493,0.113502,
201406,"LVA",0.014785,0.323750,0.102551,
201407,"LVA",0.017249,0.371580,0.106883,
201408,"LVA",0.017249,0.377683,0.130878,
201409,"LVA",0.019713,0.364489,0.113161,
201410,"LVA",0.029570,0.341379,0.224229,
201411,"LVA",0.022177,0.306983,0.270321,
201412,"LVA",0.029570,0.316745,0.318117,
201501,"LVA",0.014950,0.298929,0.301425,
201502,"LVA",0.008216,0.291617,0.256425,
201503,"LVA",0.013694,0.331383,0.229218,
201504,"LVA",0.016433,0.324370,0.178286,
201505,"LVA",0.010955,0.327577,0.105884,
201506,"LVA",0.010955,0.331233,0.111913,
201507,"LVA",0.016433,0.374588,0.133678,
201508,"LVA",0.021910,0.417943,0.184904,
201509,"LVA",0.016433,0.374887,0.152894,
201510,"LVA",0.024649,0.371381,0.264317,
201511,"LVA",0.016433,0.301769,0.294562,
201512,"LVA",0.019171,0.320782,0.292454,
201601,"LVA",0.015659,0.294235,0.457701,
201602,"LVA",0.010439,0.280764,0.246591,
201603,"LVA",0.018268,0.297851,0.260665,
201604,"LVA",0.010439,0.332454,0.171447,
201605,"LVA",0.010439,0.345925,0.109049,
201606,"LVA",0.014286,0.338976,0.121696,
201607,"LVA",0.005220,0.359475,0.110821,
201608,"LVA",0.010439,0.427778,0.104374,
201609,"LVA",0.023488,0.387556,0.107622,
201610,"LVA",0.026098,0.352953,0.263224,
201611,"LVA",0.010439,0.325790,0.347078,
201612,"LVA",0.010439,0.315224,0.306922,
201701,"LVA",0.009263,0.294017,0.367148,
201702,"LVA",0.014520,0.284307,0.326684,
201703,"LVA",0.009340,0.324352,0.237213,
201704,"LVA",0.008313,0.330240,0.193006,
201705,"LVA",0.009695,0.370682,0.111167,
201706,"LVA",0.007385,0.370483,0.095759,
201707,"LVA",0.015143,0.373222,0.093551,
201708,"LVA",0.015668,0.442532,0.093791,
201709,"LVA",0.017201,0.396264,0.105023,
201710,"LVA",0.019404,0.379658,0.195742,
201711,"LVA",0.019249,0.343970,0.229917,
201712,"LVA",0.022072,0.367272,0.250365,
201801,"LVA",0.021576,0.325673,0.330834,
201802,"LVA",0.009408,0.308983,0.410833,
201803,"LVA",0.018181,0.335770,0.377395,
201804,"LVA",0.013757,0.345929,0.146584,
201805,"LVA",0.013643,0.392572,0.085685,
201806,"LVA",0.015276,0.379447,0.105126,
201807,"LVA",0.010195,0.402193,0.134628,
201808,"LVA",0.014038,0.429118,0.163886,
201809,"LVA",0.015519,0.369150,0.152708,
201810,"LVA",0.014998,0.369288,0.197519,
201811,"LVA",0.030952,0.349233,0.270762,
201812,"LVA",0.019496,0.339136,0.327772,
201901,"LVA",0.015489,0.338320,0.390597,
201902,"LVA",0.010865,0.314312,0.266080,
201903,"LVA",0.011087,0.338667,0.248734,
201904,"LVA",0.013765,0.362880,0.135764,
201905,"LVA",0.016101,0.379262,0.130865,
201906,"LVA",0.005287,0.365773,0.131065,
201907,"LVA",0.012505,0.399875,0.140063,
201908,"LVA",0.015335,0.430455,0.197748,
201909,"LVA",0.014592,0.345097,0.214743,
201910,"LVA",0.018117,0.351873,0.211894,
201911,"LVA",0.019094,0.324831,0.236387,
201912,"LVA",0.013971,0.352220,0.244435,
202001,"LVA",0.008066,0.278663,0.229741,
202002,"LVA",0.004513,0.278672,0.227996,
202003,"LVA",0.003446,0.360785,0.206029,
202004,"LVA",0.011745,0.332988,0.153464,
202005,"LVA",0.010098,0.360639,0.132532,
202006,"LVA",0.010185,0.345282,0.137401,
202007,"LVA",0.009181,0.411360,0.086121,
202008,"LVA",0.007449,0.435601,0.151598,
202009,"LVA",0.004650,0.382347,0.123582,
202010,"LVA",0.009324,0.345441,0.148764,
202011,"LVA",0.011078,0.320663,0.222953,
202012,"LVA",0.010165,0.321840,0.282843,
202101,"LVA",0.003843,0.275897,0.341040,
202102,"LVA",0.009917,0.285586,0.331272,
202103,"LVA",0.007357,0.361887,0.251308,
202104,"LVA",0.006372,0.357345,0.148888,
202105,"LVA",0.006460,0.352089,0.089447,
202106,"LVA",0.007030,0.368321,0.080967,
202107,"LVA",0.006680,0.417150,0.104243,
202108,"LVA",0.009257,0.428995,0.060534,
202109,"LVA",0.005338,0.379806,0.125885,
202110,"LVA",0.001458,0.355190,0.141898,
202111,"LVA",0.006438,0.322503,0.208123,
202112,"LVA",0.008316,0.382411,0.347936,
202201,"LVA",0.005193,0.280728,0.268595,
202202,"LVA",0.004081,0.292353,0.192386,
202203,"LVA",0.004189,0.387963,0.182510,
202204,"LVA",0.005248,0.311061,0.118133,
202205,"LVA",0.000628,0.345051,0.076223,
202206,"LVA",0.011035,0.350854,0.035317,
202207,"LVA",0.010749,0.361167,0.033422,
202208,"LVA",0.002043,0.443608,0.076460,
202209,"LVA",0.001257,0.406928,0.068205,
202210,"LVA",0.007367,0.418331,0.049039,
202211,"LVA",0.003267,0.358439,0.198566,
202212,"LVA",0.003188,0.376482,0.294098,
202301,"LVA",0.003222,0.348607,0.202568,
202302,"LVA",0.004652,0.325739,0.221473,
202303,"LVA",0.002277,0.361276,0.186170,
202304,"LVA",0.003331,0.348972,0.073461,
202305,"LVA",0.004331,0.386732,0.044177,
202306,"LVA",0.004313,0.368623,0.063074,
202307,"LVA",0.004835,0.371406,0.036453,
202308,"LVA",0.004671,0.439413,0.074807,
202309,"LVA",0.004772,0.387044,0.093656,
202310,"LVA",0.006612,0.352855,0.128383,
202311,"LVA",0.008612,0.349607,0.184107,
202312,"LVA",0.008565,0.347913,0.228684,
202401,"LVA",0.002425,0.323384,0.356061,
202402,"LVA",0.006421,0.298402,0.243218,
202403,"LVA",0.003076,0.333677,0.170117,
202404,"LVA",0.009455,0.318749,0.089903,
202405,"LVA",0.007302,0.359215,0.040295,
202406,"LVA",0.002605,0.344975,0.029941,
202407,"LVA",0.005190,0.370564,0.065813,
202408,"LVA",0.000348,0.409148,0.082324,
202409,"LVA",0.006458,0.358959,0.093275,
202410,"LVA",0.004946,0.335722,0.103583,
202411,"LVA",0.003444,0.317127,0.172274,
202412,"LVA",0.002691,0.321824,0.192767,
202501,"LVA",0.000241,0.290674,0.217827,
202502,"LVA",0.005919,0.292432,0.308380,
202503,"LVA",0.005302,0.341593,0.170488,
202504,"LVA",0.004927,0.341796,0.099906,
202505,"LVA",0.004259,0.343087,0.060174,
202506,"LVA",0.004634,0.346657,0.035889,
202507,"LVA",0.004529,0.369550,0.061522,
202508,"LVA",0.005447,0.375047,0.065395,
202509,"LVA",0.003335,0.345515,0.074104,
202510,"LVA",0.004233,0.361547,0.141208,
202511,"LVA",0.005306,0.334299,0.193766,
202512,"LVA",0.009296,0.338137,0.187126,
202601,"LVA",0.002525,0.335327,0.454667,
202602,"LVA",0.005150,0.322858,0.396578,
202603,"LVA",0.005128,0.355907,0.124416,
202604,"LVA",0.006519,0.326279,0.086992,
202605,"LVA",0.006711,0.278890,0.049409,
202606,"LVA",0.005825,0.347595,0.032261,
202607,"LVA",0.009413,,0.030803,
202608,"LVA",,,0.031737,
202609,"LVA",,,,
202610,"LVA",,,,
202611,"LVA",,,,
202612,"LVA",,,,
200801,"MKD",,,,
200802,"MKD",,,,
200803,"MKD",,,,
200804,"MKD",,,,
200805,"MKD",,,,
200806,"MKD",,,,
200807,"MKD",,,,
200808,"MKD",,,,
200809,"MKD",,,,
200810,"MKD",,,,
200811,"MKD",,,,
200812,"MKD",,,,
200901,"MKD",,,,
200902,"MKD",,,,
200903,"MKD",,,,
200904,"MKD",,,,
200905,"MKD",,,,
200906,"MKD",,,,
200907,"MKD",,,,
200908,"MKD",,,,
200909,"MKD",,,,
200910,"MKD",,,,
200911,"MKD",,,,
200912,"MKD",,,,
201001,"MKD",,,,
201002,"MKD",,,,
201003,"MKD",,,,
201004,"MKD",,,,
201005,"MKD",,,,
201006,"MKD",,,,
201007,"MKD",,,,
201008,"MKD",,,,
201009,"MKD",,,,
201010,"MKD",,,,
201011,"MKD",,,,
201012,"MKD",,,,
201101,"MKD",,,,
201102,"MKD",,,,
201103,"MKD",,,,
201104,"MKD",,,,
201105,"MKD",,,,
201106,"MKD",,,,
201107,"MKD",,,,
201108,"MKD",,,,
201109,"MKD",,,,
201110,"MKD",,,,
201111,"MKD",,,,
201112,"MKD",,,,
201201,"MKD",,,,
201202,"MKD",,,,
201203,"MKD",,,,
201204,"MKD",,,,
201205,"MKD",,,,
201206,"MKD",,,,
201207,"MKD",,,,
201208,"MKD",,,,
201209,"MKD",,,,
201210,"MKD",,,,
201211,"MKD",,,,
201212,"MKD",,,,
201301,"MKD",,,0.060689,
201302,"MKD",,,0.063567,
201303,"MKD",,,0.023023,
201304,"MKD",,,0.011562,
201305,"MKD",,,0.004443,
201306,"MKD",,,0.004645,
201307,"MKD",,,0.004191,
201308,"MKD",,,0.004948,
201309,"MKD",,,0.004696,
201310,"MKD",,,0.008028,
201311,"MKD",,,0.040796,
201312,"MKD",,,0.070282,
201401,"MKD",0.471896,0.178261,0.054277,
201402,"MKD",0.439965,0.184386,0.028072,
201403,"MKD",0.540511,0.221459,0.023377,
201404,"MKD",0.522033,0.237260,0.013582,
201405,"MKD",0.458715,0.212441,0.006463,
201406,"MKD",0.284520,0.184358,0.005655,
201407,"MKD",0.444446,0.252989,0.006412,
