"YYYYMM","Coal","Oil","Gas","Cement"
201401,91.703141,97.219241,84.936213,4.116649
201402,76.059453,91.649877,71.409499,4.796005
201403,88.537062,102.771931,64.180054,5.903024
201404,76.470860,100.462840,45.551928,6.874822
201405,78.467012,99.748844,44.635035,6.709520
201406,74.995835,97.039727,37.553352,6.460076
201407,83.321029,106.680904,40.300030,6.623982
201408,76.537839,102.331190,35.911393,6.160360
201409,91.096384,105.794302,41.766717,6.101586
201410,92.887980,109.707051,51.650415,6.641283
201411,96.511995,97.466745,69.988986,6.007803
201412,92.548791,105.097154,83.840358,4.403153
201501,93.139331,101.730111,90.383538,4.093764
201502,81.699789,97.987245,83.087848,4.436106
201503,89.100348,105.203596,73.455675,6.265951
201504,78.785437,101.350108,53.584966,6.344194
201505,74.525137,97.712418,42.213406,6.577597
201506,78.423907,102.232873,37.988164,6.653974
201507,81.513360,108.669393,39.444978,6.276810
201508,81.324450,105.608846,35.921330,5.598674
201509,87.373732,109.025246,42.198612,6.415750
201510,90.711194,108.894002,59.309821,6.852675
201511,87.974140,100.260579,67.433161,6.232036
201512,90.306763,108.865906,77.409027,4.430851
201601,85.875666,98.957314,95.910754,3.971910
201602,78.961420,100.828763,78.571326,4.903179
201603,76.565702,107.445496,72.557191,5.863061
201604,71.274186,102.183536,52.979241,6.239060
201605,70.404432,101.814391,43.640380,6.607070
201606,70.799889,99.912282,38.062117,6.731933
201607,76.361623,105.552925,39.401063,6.300111
201608,75.911698,108.863559,38.170625,5.750107
201609,84.483522,106.786244,43.435475,6.299386
201610,89.673969,107.652338,62.694857,6.914837
201611,94.415342,105.548663,82.294957,5.710061
201612,90.854860,109.551842,95.351083,4.860943
201701,89.683408,103.525086,110.124132,3.550957
201702,83.098809,95.230120,80.024293,4.375527
201703,78.307470,108.313725,69.775627,5.883285
201704,72.178648,98.640324,58.054961,6.855193
201705,77.327715,106.345940,47.504912,6.888663
201706,73.590262,106.012608,41.895687,6.411688
201707,73.563191,106.670475,44.279968,6.841087
201708,76.626302,107.470877,40.615490,6.186423
201709,77.849904,106.852525,47.070856,6.609197
201710,82.288982,108.282439,57.872781,6.942576
201711,85.868759,106.210465,82.014991,6.486383
201712,82.509092,106.056173,92.834571,5.267246
201801,79.052291,100.022631,89.066323,4.079632
201802,77.060139,101.995373,95.628573,4.654086
201803,79.251466,110.206868,87.306714,5.985914
201804,68.402663,101.803279,50.669407,6.892501
201805,69.874262,103.896926,42.597487,6.688516
201806,69.544418,101.816321,41.185104,6.698967
201807,75.725408,107.150352,41.228212,6.902866
201808,75.505825,107.054303,41.000536,6.268937
201809,73.529915,101.610994,45.095715,6.584192
201810,79.967899,111.583603,58.318425,7.091745
201811,78.205493,103.846268,79.378006,6.371720
201812,77.169938,104.343990,85.413882,5.388873
201901,80.957741,107.502208,105.903128,3.987077
201902,70.823153,97.383246,82.722934,4.685167
201903,66.710890,102.702485,74.417456,6.604641
201904,61.024263,103.987529,58.019100,6.836560
201905,56.838731,102.790045,52.672480,7.076406
201906,52.356196,101.346826,40.723453,6.399084
201907,56.459702,111.763000,47.253261,6.842935
201908,54.348668,105.976574,42.188062,6.253233
201909,57.962773,104.546094,48.162143,6.420457
201910,61.829252,110.725680,60.795835,6.947264
201911,62.442257,102.168065,78.088425,6.562157
201912,59.507792,103.203514,86.615621,4.941119
202001,63.015243,101.915938,97.537686,3.923856
202002,51.871765,99.094396,79.887918,4.744805
202003,52.928087,96.000875,76.306853,5.857653
202004,40.790136,77.543650,48.065692,4.937599
202005,40.020786,85.733860,44.659214,6.306333
202006,41.349341,91.386801,42.471449,6.521913
202007,43.759287,102.342943,45.388735,6.779983
202008,47.337991,93.872441,42.886971,6.093345
202009,49.545562,97.848104,47.936664,6.351954
202010,60.719968,100.914126,62.196916,7.033647
202011,57.847997,89.799882,77.912244,6.680582
202012,62.742200,96.771197,92.796042,5.176639
202101,62.939334,84.306746,104.503402,3.692065
202102,55.371735,85.077982,85.881938,4.174706
202103,59.015004,98.105748,83.124341,6.834250
202104,51.509063,93.219863,69.135958,6.821302
202105,48.261444,94.685211,51.086650,6.558927
202106,51.385184,101.287766,42.131061,6.656401
202107,54.184436,104.631593,41.306706,7.045026
202108,54.663601,102.743981,38.228516,6.023099
202109,61.465544,104.448411,43.872006,6.377574
202110,61.052705,107.270249,58.322253,6.836970
202111,63.502788,104.092507,81.748831,6.211041
202112,70.989272,104.815942,94.660489,5.184222
202201,63.909493,95.797416,99.739091,4.206981
202202,55.973888,96.990295,79.885867,4.832283
202203,64.702683,106.422761,78.682135,6.174282
202204,56.340669,96.540636,57.943809,6.314351
202205,53.682840,100.655624,42.701466,6.670966
202206,55.616570,100.892905,39.738915,6.196855
202207,55.331159,102.761925,40.420053,6.294483
202208,53.812062,105.361669,36.175574,5.743803
202209,56.102705,104.364449,40.800695,5.892618
202210,55.545105,100.163177,45.924462,6.496884
202211,60.530993,100.684629,61.255797,6.159499
202212,61.519070,105.441454,81.125076,4.529519
202301,61.631298,91.860701,81.923059,3.459435
202302,55.031654,93.599920,74.499309,4.629558
202303,54.635911,103.070115,67.672544,5.924289
202304,42.753151,93.827608,52.723255,5.590726
202305,38.505083,101.094711,39.815144,5.288695
202306,35.825275,99.696050,35.987455,5.858050
202307,38.751787,101.334460,37.121233,5.981366
202308,39.761589,100.547520,35.234629,5.109698
202309,42.236495,98.496991,38.283915,5.510343
202310,45.990813,103.766388,45.966314,5.815670
202311,46.416710,98.234608,65.604043,5.315527
202312,47.623662,99.411857,77.714355,3.848461
202401,46.614145,95.395963,89.908245,2.579035
202402,38.979900,91.026269,66.806548,4.201012
202403,39.823327,96.171317,63.047343,5.363353
202404,34.024110,98.199827,48.382899,5.567238
202405,33.361448,100.355039,37.974763,5.418640
202406,34.899347,96.539276,34.752844,5.585069
202407,37.324083,103.427932,36.444862,5.901300
202408,37.399024,102.618384,34.448662,4.829818
202409,,,,
202410,,,,
202411,,,,
202412,,,,
