"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2013,,,,,,,,,,,,,-4.998296,-5.220363,-4.668071,-4.680565,-4.675328,-4.554486,-4.623870,-2.692975,-6.390692,-6.073771,-5.239809
2014,,,,,,,,,,,,,,-5.577161,-5.039969,-4.881609,-4.882081,-4.761010,-4.494417,-2.544969,-7.758378,-7.446322,-10.045967
2015,,,,,,,,,,,,,,,-4.980196,-4.603499,-4.711264,-4.599185,-4.311466,-2.366726,-6.709578,-6.394976,-4.302762
2016,,,,,,,,,,,,,,,,-4.367530,-4.540022,-4.430706,-4.164213,-2.212711,-7.139079,-6.827897,-8.341031
2017,,,,,,,,,,,,,,,,,-5.068692,-5.011212,-4.896309,-2.959828,-3.395650,-3.090298,-4.646150
2018,,,,,,,,,,,,,,,,,,-5.311244,-5.278060,-3.308973,4.775966,5.062594,1.616608
2019,,,,,,,,,,,,,,,,,,,-4.788484,-2.800222,1.989046,2.279325,5.788432
2020,,,,,,,,,,,,,,,,,,,,-1.426181,-5.363884,-5.999533,-1.162293
2021,,,,,,,,,,,,,,,,,,,,,-10.540871,-11.231089,-3.572141
2022,,,,,,,,,,,,,,,,,,,,,,-4.628659,-0.415364
2023,,,,,,,,,,,,,,,,,,,,,,,7.323296
