"Year","H1894","A1906","C1938","P1956","RS1957","R1965_Coal","R1965_Lignite","R1965_Liquid_Hydro-carbons","R1965_Natural_Gas","R1965_Total","B1969_Coal","B1969_Lignite","B1969_Petroleum","B1969_Natural_Gasoline","B1969_Natural_Gas","B1969_Cement","BLP1971_Coal","BLP1971_Lignite","BLP1971_Liquid_Hydro-carbon","BLP1971_Natural_Gas","BLP1971_Total","K1973_Coal","K1973_Crude_petroleum","K1973_Natural_gas","K1973_Total","K1973_Cement","R1981","MR1984_gas_fuel","MR1984_liquid_fuel","MR1984_solid_fuel","MR1984_flared_gas","MR1984_cement","A1999_Total","A1999_Solid","A1999_Liquid","A1999_Gas","A1999_Cement","A1999_Flaring","BAM2017_Total","BAM2017_Solid","BAM2017_Liquid","BAM2017_Gas","BAM2017_Cement","BAM2017_Flaring"
1931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,859,132,145,4,35,8,NaN,NaN,NaN,NaN,NaN,795,146,28,968,NaN,968,NaN,NaN,NaN,NaN,NaN,940,759,147,25,8,0,940,759,147,25,8,0
1932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,763,124,138,4,33,6,NaN,NaN,NaN,NaN,NaN,709,139,26,874,NaN,874,NaN,NaN,NaN,NaN,NaN,847,675,141,24,7,0,847,675,141,24,7,0
1933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,799,127,151,3,33,6,NaN,NaN,NaN,NaN,NaN,741,152,26,919,NaN,919,NaN,NaN,NaN,NaN,NaN,893,708,154,25,7,0,893,708,154,25,7,0
1934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,869,139,155,4,37,7,NaN,NaN,NaN,NaN,NaN,807,160,29,997,NaN,997,NaN,NaN,NaN,NaN,NaN,973,775,162,28,8,0,973,775,162,28,8,0
1935,NaN,NaN,1228.165939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,888,149,173,4,38,8,NaN,NaN,NaN,NaN,NaN,827,174,30,1032,NaN,1032,NaN,NaN,NaN,NaN,NaN,1027,811,176,30,9,0,1027,811,176,30,9,0
1936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,999,149,188,4,44,10,NaN,NaN,NaN,NaN,NaN,923,188,35,1146,NaN,1146,NaN,NaN,NaN,NaN,NaN,1130,893,192,34,11,0,1130,893,192,34,11,0
1937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1040,184,215,5,49,11,NaN,NaN,NaN,NaN,NaN,972,215,39,1226,NaN,1226,NaN,NaN,NaN,NaN,NaN,1209,941,219,38,11,0,1209,941,219,38,11,0
1938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,970,192,209,5,47,11,NaN,NaN,NaN,NaN,NaN,914,210,37,1161,NaN,1161,NaN,NaN,NaN,NaN,NaN,1142,880,214,37,12,0,1142,880,214,37,12,0
1939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1029,213,219,5,50,11,NaN,NaN,NaN,NaN,NaN,974,220,40,1233,NaN,1233,NaN,NaN,NaN,NaN,NaN,1192,918,222,38,13,0,1192,918,222,38,13,0
1940,NaN,NaN,NaN,NaN,1736,1021,134,311,68,1534,1089,232,224,6,41,10,977,126,306,66,1477,1033,225,43,1300,NaN,1300,NaN,NaN,NaN,NaN,NaN,1299,1017,229,42,11,0,1299,1017,229,42,11,0
1941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1136,241,214,7,57,12,NaN,NaN,NaN,NaN,NaN,1077,215,45,1337,NaN,1337,NaN,NaN,NaN,NaN,NaN,1334,1043,236,42,12,0,1334,1043,236,42,12,0
1942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1142,243,202,7,62,11,NaN,NaN,NaN,NaN,NaN,1083,202,49,1334,NaN,1334,NaN,NaN,NaN,NaN,NaN,1342,1063,222,45,11,0,1342,1063,222,45,11,0
1943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1143,253,221,7,70,10,NaN,NaN,NaN,NaN,NaN,1087,222,55,1364,NaN,1364,NaN,NaN,NaN,NaN,NaN,1391,1092,239,50,10,0,1391,1092,239,50,10,0
1944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1102,230,248,7,76,8,NaN,NaN,NaN,NaN,NaN,1043,249,60,1352,NaN,1352,NaN,NaN,NaN,NaN,NaN,1383,1047,275,54,7,0,1383,1047,275,54,7,0
1945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,949,136,262,8,83,7,NaN,NaN,NaN,NaN,NaN,875,263,66,1204,NaN,1204,NaN,NaN,NaN,NaN,NaN,1160,820,275,59,7,0,1160,820,275,59,7,0
1946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,972,186,288,8,86,10,NaN,NaN,NaN,NaN,NaN,914,289,68,1271,NaN,1271,NaN,NaN,NaN,NaN,NaN,1238,875,292,61,10,0,1238,875,292,61,10,0
1947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1098,200,317,9,95,11,NaN,NaN,NaN,NaN,NaN,1028,318,75,1422,NaN,1422,NaN,NaN,NaN,NaN,NaN,1392,992,322,67,12,0,1392,992,322,67,12,0
1948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1142,218,359,10,107,13,NaN,NaN,NaN,NaN,NaN,1073,360,85,1518,NaN,1518,NaN,NaN,NaN,NaN,NaN,1469,1015,364,76,14,0,1469,1015,364,76,14,0
1949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1072,242,357,10,113,15,NaN,NaN,NaN,NaN,NaN,1022,358,89,1470,16,1470,NaN,NaN,NaN,NaN,NaN,1419,960,362,81,16,0,1419,960,362,81,16,0
1950,NaN,NaN,NaN,1637.554585,2484,1010,246,464,109,1829,1162,263,401,11,131,17,1078,273,655,169,2172,1108,402,103,1613,18,1665,97,423,1077,23,18,1630,1070,423,97,18,23,1630,1070,423,97,18,23
1951,NaN,NaN,NaN,NaN,NaN,1037,246,546,136,1965,1218,289,454,12,155,19,NaN,NaN,NaN,NaN,NaN,1166,455,122,1744,21,1806,115,479,1137,24,21,NaN,NaN,NaN,NaN,NaN,NaN,1767,1129,479,115,20,24
1952,NaN,NaN,NaN,NaN,NaN,1037,246,573,136,1992,1198,308,477,12,166,20,NaN,NaN,NaN,NaN,NaN,1156,479,131,1767,22,1839,124,504,1127,26,22,NaN,NaN,NaN,NaN,NaN,NaN,1795,1119,504,124,22,26
1953,NaN,NaN,NaN,NaN,NaN,1037,246,600,136,2020,1199,328,504,13,174,23,NaN,NaN,NaN,NaN,NaN,1164,506,138,1808,25,1886,131,533,1132,27,24,NaN,NaN,NaN,NaN,NaN,NaN,1841,1125,533,131,24,27
1954,NaN,NaN,NaN,NaN,NaN,1037,246,628,164,2074,1179,360,529,13,185,24,NaN,NaN,NaN,NaN,NaN,1138,554,144,0,27,1915,138,557,1123,27,27,NaN,NaN,NaN,NaN,NaN,NaN,1865,1116,557,138,27,27
1955,NaN,NaN,NaN,NaN,NaN,1119,273,682,164,2238,1276,390,593,15,201,28,NaN,NaN,NaN,NaN,NaN,1234,607,157,0,30,2098,150,625,1215,30,30,NaN,NaN,NaN,NaN,NaN,NaN,2042,1208,625,150,30,31
1956,NaN,NaN,NaN,NaN,NaN,1201,300,737,191,2429,1347,411,645,15,217,30,NaN,NaN,NaN,NaN,NaN,1289,660,170,0,32,2237,161,679,1281,32,32,NaN,NaN,NaN,NaN,NaN,NaN,2177,1273,679,161,32,32
1957,NaN,NaN,NaN,NaN,NaN,1228,355,791,191,2566,1385,432,679,15,237,32,NaN,NaN,NaN,NaN,NaN,1335,694,186,0,34,2335,178,714,1317,35,34,NaN,NaN,NaN,NaN,NaN,NaN,2270,1309,714,178,34,35
1958,NaN,NaN,NaN,NaN,NaN,1255,382,791,218,2647,1451,446,695,15,256,34,NaN,NaN,NaN,NaN,NaN,1384,711,200,0,36,2421,192,732,1344,35,36,NaN,NaN,NaN,NaN,NaN,NaN,2330,1336,731,192,36,35
1959,NaN,NaN,NaN,NaN,NaN,1310,382,873,246,2811,1510,449,750,15,286,38,NaN,NaN,NaN,NaN,NaN,1435,767,224,0,40,2561,214,790,1380,36,40,NaN,NaN,NaN,NaN,NaN,NaN,2454,1382,789,206,40,36
1960,NaN,NaN,NaN,NaN,3493,1365,382,928,273,2948,1584,465,808,16,321,40,NaN,NaN,NaN,NaN,NaN,1497,826,245,0,43,2713,235,850,1430,39,43,NaN,NaN,NaN,NaN,NaN,NaN,2569,1410,849,227,43,39
1961,NaN,NaN,NaN,NaN,NaN,1310,409,983,273,2975,1444,482,860,17,336,43,NaN,NaN,NaN,NaN,NaN,1381,879,264,0,46,2673,253,906,1341,41,46,NaN,NaN,NaN,NaN,NaN,NaN,2580,1349,904,240,45,42
1962,NaN,NaN,NaN,NaN,NaN,1365,409,1064,300,3139,1480,498,933,18,367,46,NaN,NaN,NaN,NaN,NaN,1416,952,289,0,49,2810,276,981,1373,44,49,NaN,NaN,NaN,NaN,NaN,NaN,2686,1351,980,263,49,44
1963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1537,523,1001,19,401,49,NaN,NaN,NaN,NaN,NaN,1475,1022,315,0,52,2974,300,1054,1431,47,52,NaN,NaN,NaN,NaN,NaN,NaN,2833,1396,1052,286,51,47
1964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1592,544,1081,22,437,53,NaN,NaN,NaN,NaN,NaN,1529,1104,345,0,57,3149,328,1138,1481,51,57,NaN,NaN,NaN,NaN,NaN,NaN,2995,1435,1137,316,57,51
1965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1632,540,1159,23,468,56,NaN,NaN,NaN,NaN,NaN,1549,1184,369,0,60,3287,351,1220,1503,55,59,NaN,NaN,NaN,NaN,NaN,NaN,3130,1460,1219,337,59,55
1966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1660,537,1258,24,507,59,NaN,NaN,NaN,NaN,NaN,1577,1285,401,0,64,3456,380,1323,1524,60,63,NaN,NaN,NaN,NaN,NaN,NaN,3288,1478,1323,364,63,60
1967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1699,546,1387,24,549,62,NaN,NaN,NaN,NaN,NaN,1507,1378,432,0,66,3518,409,1421,1466,66,66,NaN,NaN,NaN,NaN,NaN,NaN,3393,1448,1423,392,65,66
1968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1758,561,1533,25,590,66,NaN,NaN,NaN,NaN,NaN,1550,1504,470,0,70,3742,445,1551,1497,73,70,NaN,NaN,NaN,NaN,NaN,NaN,3566,1448,1551,424,70,73
1969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1814,583,1686,26,630,69,NaN,NaN,NaN,NaN,NaN,1591,1621,514,0,74,3945,487,1669,1524,80,74,NaN,NaN,NaN,NaN,NaN,NaN,3780,1486,1673,467,74,80
1970,NaN,NaN,NaN,NaN,4803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4248,516,1833,1577,88,78,NaN,NaN,NaN,NaN,NaN,NaN,4053,1556,1839,493,78,87
1971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4382,553,1944,1572,90,84,NaN,NaN,NaN,NaN,NaN,NaN,4208,1559,1947,530,84,88
1972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4547,583,2054,1584,95,90,NaN,NaN,NaN,NaN,NaN,NaN,4376,1576,2057,560,89,95
1973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4712,608,2238,1604,112,96,NaN,NaN,NaN,NaN,NaN,NaN,4614,1581,2241,588,95,110
1974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4750,616,2245,1613,107,96,NaN,NaN,NaN,NaN,NaN,NaN,4623,1579,2245,597,96,107
1975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4721,621,2131,1683,96,96,NaN,NaN,NaN,NaN,NaN,NaN,4596,1673,2132,604,95,92
1976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4982,645,2311,1727,110,102,NaN,NaN,NaN,NaN,NaN,NaN,4864,1710,2314,630,103,108
1977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5177,668,2391,1779,108,109,NaN,NaN,NaN,NaN,NaN,NaN,5016,1756,2398,650,108,104
1978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5211,695,2423,1795,106,117,NaN,NaN,NaN,NaN,NaN,NaN,5074,1780,2392,680,116,106
1979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5470,730,2527,1892,105,119,NaN,NaN,NaN,NaN,NaN,NaN,5357,1875,2544,721,119,98
1980,NaN,NaN,NaN,NaN,6741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,718,2412,1935,102,121,NaN,NaN,NaN,NaN,NaN,NaN,5301,1935,2422,737,120,86
1981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,727,2270,1947,93,122,NaN,NaN,NaN,NaN,NaN,NaN,5138,1908,2289,755,121,65
1982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,727,2162,1999,92,122,NaN,NaN,NaN,NaN,NaN,NaN,5094,1976,2196,738,121,64
1983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5075,1977,2176,739,125,58
1984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5258,2074,2199,807,128,51
1985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5417,2216,2186,835,131,49
1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5583,2277,2293,830,137,46
1987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5725,2339,2306,892,143,44
1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5936,2387,2412,935,152,50
1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6066,2428,2459,982,156,41
1990,NaN,NaN,NaN,NaN,9279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6074,2359,2492,1026,157,40
1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6142,2284,2601,1051,161,45
1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6062,2280,2497,1082,167,36
1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6118,2275,2516,1114,176,37
1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6164,2293,2532,1115,186,39
1995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6302,2356,2565,1145,197,39
1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6461,2414,2617,1187,203,40
1997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6532,2400,2685,1198,209,40
1998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6528,2339,2733,1211,209,36
1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6622,2328,2778,1265,217,35
2000,NaN,NaN,NaN,NaN,12882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6800,2400,2829,1300,226,46
2001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6841,2418,2835,1305,237,47
2002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7007,2525,2842,1339,252,49
2003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7394,2730,2949,1391,276,48
2004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7733,2911,3033,1437,298,54
2005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8047,3116,3062,1489,320,60
2006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8321,3309,3080,1517,356,60
2007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8463,3367,3081,1569,382,64
2008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8759,3596,3088,1618,388,69
2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8528,3422,3045,1580,415,66
2010,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9120,3804,3094,1710,446,67
2011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9419,3985,3130,1745,494,64
2012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9628,4057,3203,1783,520,65
2013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9748,4085,3231,1813,554,65
2014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9774,4048,3266,1825,570,65
